geopotential_500_max_PCA_1,geopotential_500_max_PCA_2,geopotential_500_max_PCA_3,geopotential_500_max_PCA_4,geopotential_500_max_PCA_5,geopotential_500_max_PCA_6,geopotential_500_max_PCA_7,geopotential_500_max_PCA_8,geopotential_500_max_PCA_9,geopotential_500_max_PCA_10
-0.8551851585136813,0.46447600710143144,-0.23123262818903356,0.10148089709120392,0.03798727405992542,0.04715529163477953,0.0020157984872248296,0.026285241738090052,0.009930013005982568,-0.024399956335268442
-0.8658593501173745,0.4626998749643083,-0.2057509615216875,0.08761585072858336,0.026968320786092754,0.03315798661322726,-0.0015751004131312142,0.008319669352445732,-0.001006602725920966,0.0009737637426831862
-0.88188645219339,0.4489811736896055,-0.17592738057847776,0.06690321047641046,0.01283487316722714,0.02006303224024581,0.00011697558651341976,-0.0062747659279761055,-0.00460447038637487,0.01697380890806314
-0.8921488790405714,0.4377063448882457,-0.15914467611558994,0.043759393653536184,-0.004357116661955743,-0.006753832377506491,0.007661774973662761,-0.019329001567988564,-0.0012140804194035876,0.022619431101039852
-0.8992708999081261,0.4285502341129486,-0.14500791806598004,0.014750743998379286,-0.024664860616915335,-0.02263876536639209,0.01103022175017916,-0.022966717592786776,-0.005548376784087375,0.010656936472472095
-0.9088219066354217,0.41747661269209774,-0.11177903560009356,0.001660250713786267,-0.028432179413519616,-0.04117695560432232,0.0020133011251874124,-0.014514101350814356,-0.012609417998153603,-0.004800672447115709
-0.9219769644229906,0.39254952003917915,-0.0833171792345607,-0.027995635103274397,-0.03120470495892682,-0.04858154884507231,-0.002470203779880417,-0.01268589058924858,0.0024190611129765033,-0.013075968327142832
-0.9323628757818995,0.37284851128860264,-0.04860518737404889,-0.05202388711213107,-0.02614134024551731,-0.035804892726344975,-0.0005342809334796842,0.004667179421434995,0.004748620672729908,-0.021815459205036827
-0.9446777825549967,0.33834061649611036,-0.00955783601718815,-0.08425082372610443,-0.020775934692188615,-0.01602214943945672,-0.0107349423836332,0.02220952831970823,0.00959030711232808,-0.006803105585051404
-0.9557834359314754,0.30322529113400976,0.02871072897746283,-0.0903080137114421,-0.012675449275663211,-0.0030254255756759917,-0.009260955720048734,0.025537876449470698,0.011431402878178072,0.01224783967744071
-0.9638814454448891,0.26792173935266894,0.06670733997148545,-0.09630619717631561,0.004594111701254184,0.011211645933245957,-0.020551703056735864,0.018404571752189274,-0.003536760051579447,0.010841374275531793
-0.9705147354795604,0.23843541997848172,0.09052815156839132,-0.08825540941403867,0.010582352499583279,0.01887328013085277,-0.016437807143255528,0.012834721700288949,-0.0022366530943982513,0.005745992745183591
-0.9746590907693067,0.20794650038808643,0.12576585427018652,-0.07534973516847253,0.014640383477952625,0.022543487333654424,-0.015499014500520759,-0.00040967101316092576,0.0006849505049279867,0.0020495888315809415
-0.9783411670463976,0.17503046352388948,0.14100671356456673,-0.07890883718084041,0.015318317805988423,0.03367944787616644,-0.0006426966806093846,-0.01690348613317131,-0.010229407319890967,-0.0010362092644785569
-0.983545237823483,0.14049659879759904,0.15107300609085392,-0.05531425319059909,0.014740777566997917,0.037722973054038225,0.0075672293941563265,-0.028637178887363425,-0.013359475640722877,-0.007421150231538285
-0.9904373442545246,0.08613365561975588,0.15858544752151132,-0.02086283131875281,0.012026821819531394,0.024023962849255433,0.024954511026954125,-0.019433117018994008,0.0008829636863670174,-0.0061117317932399325
-0.99166379677124,0.04150158856568329,0.1700249642646517,0.01351694315643248,0.012981105270143546,0.006320615829001117,0.03152503095209916,-0.011803047300959598,0.01578000501122634,-0.001371523486968303
-0.9919651393382769,-0.00394450661061456,0.16895526228445626,0.029613845842560455,0.014257117324536968,-0.014912982135036213,0.04029249883821595,-0.0010770986358575626,0.014665260709920563,-0.0025514578508074796
-0.9922171535300572,-0.032349031464405875,0.16235823305280422,0.04565679005933087,0.018764612506498732,-0.019482166680075613,0.027848664680343183,0.0035391986538552546,0.008790308470609983,-0.00395261273654358
-0.9917554418837442,-0.05691890002757748,0.15221453493391846,0.06383144267403741,0.017367271258500527,-0.03321721729974918,0.006602684491609278,0.013594079184964554,0.0065894760435175346,0.006611797152092343
-0.9907336529895991,-0.08413544216668252,0.14328377822162763,0.06767790371903508,0.01993240980215158,-0.031289798445841836,-0.0038682730442800408,0.017881123543264522,-0.006306540462241065,0.013572378798904173
-0.9897529250771226,-0.12082264225520771,0.12678569499548714,0.0627379812548949,0.017707021973906483,-0.02373600112002446,-0.009540055847675982,0.013520120621934391,-0.010652703396998243,0.009835447024268272
-0.9872600615207076,-0.15305872760987324,0.1075879696987042,0.07090562092122568,0.01470554307261491,-0.01375198316757369,-0.01843211251816275,0.007418429243217626,-0.01674413653793184,-0.005678404339067519
-0.9830148484628106,-0.19212734315476426,0.0841470581026293,0.06485686914827,-0.0001371436162207184,-0.011569425187101577,-0.02694042204637793,-0.0013115105427626327,-0.005308016318649953,-0.011846083126091722
