surface_pressure_min_PCA_1,surface_pressure_min_PCA_2,surface_pressure_min_PCA_3,surface_pressure_min_PCA_4,surface_pressure_min_PCA_5,surface_pressure_min_PCA_6,surface_pressure_min_PCA_7,surface_pressure_min_PCA_8,surface_pressure_min_PCA_9,surface_pressure_min_PCA_10
-0.44596751289983194,-0.168617679740901,-0.5883692120373734,-0.107286203001328,0.37728916666397533,-0.4629789663559839,0.03647155796607577,0.2580912062298939,0.06037046517914319,-0.04434274373910053
-0.5299816627991141,-0.20515966289803345,-0.6452731517829167,-0.26828457093167973,0.32955362422691037,-0.20402864125466455,-0.011509847558196265,-0.13636603473812628,-0.1548440152597008,0.02795650295195899
-0.6216038625048831,-0.14525311743675345,-0.5868514642319408,-0.3059649566013306,0.31080980497069993,-0.12226323206378688,0.0339768448358236,-0.2115572304107271,8.241530319277537e-05,-0.008822445303140063
-0.7278526768938458,-0.1404779937578917,-0.4816698012541132,-0.42510059115421284,0.07946302660205233,0.1419315685277465,0.013706261876805006,-0.0958032739497506,0.08325759578775359,-0.039642616579158754
-0.7577971155522448,-0.11394171691701094,-0.42729361054147386,-0.4128751689271147,0.006619747948678755,0.18885028705008386,0.01754534800348589,0.02456687665163808,0.16500512724452768,-0.015707606562537807
-0.7132598733636989,-0.15196446923121845,-0.4443888406560847,-0.4775294170509758,-0.05135952443323201,0.1794446258072713,-0.0032027082234983477,0.01086864443184068,0.0748410137557189,0.05318901961065464
-0.7767182045681436,-0.24299820278379647,-0.3216723445736209,-0.3698392672966016,0.02208708833987223,0.24776112738638342,-0.11258066252979715,0.14119275336416068,-0.09879545135786363,0.03999174634634182
-0.7676780128082316,-0.5504846102603962,-0.10507247601817891,-0.22263329721877445,-0.02815783006653184,0.1730595712532775,-0.1090368045234524,0.10253636904525204,-0.08994653631513684,-0.01230288856944354
-0.6596081576214405,-0.723183592160811,0.1315668917660802,-0.03383120455218436,-0.03523979030944476,0.06294782794234739,-0.06859379413800247,0.021268453344412984,-0.11060602777106775,-0.051060192467781824
-0.5814826933929333,-0.7587893238350694,0.25751866325651934,0.03412481019587106,-0.1273768269806917,-0.03126574525002534,-0.01146952597766541,0.023819459618410605,-0.001966246837000343,0.0011385899004533056
-0.5896917294644602,-0.7454172430760438,0.2789047350701997,0.05221055680946637,-0.12525103458983283,-0.04846402517350387,0.0009352435508421001,0.009660549585347596,0.03530441953491641,-0.0015927226830197787
-0.6786946240178525,-0.6284294478453681,0.35028691166159553,0.147176658899404,-0.015595309349439352,-0.06421070207798513,0.08792802718785711,-0.0323323740548502,0.028655713012942115,0.02458637215387598
-0.6890971416401748,-0.6087902697311631,0.3581510267202861,0.1512588203355258,0.003224323488315396,-0.06211885176796094,0.09160889107848141,-0.042071594925490126,0.029876858233152448,0.035789154260147844
-0.6961908260818919,-0.5869455319604837,0.3676703857218605,0.15485228139351928,0.022459445464089258,-0.06439120069404669,0.10128801848892409,-0.04988493495254996,0.04169664664532911,0.04061683541170706
-0.783986119448998,-0.4829630245910129,0.35944136013988615,0.1564313776369935,0.06293076446562747,-0.041900203187206025,-0.010353377363720417,-0.020509367418586825,0.024132890064820344,-0.0069033554221926
-0.9159996140928205,-0.07150924743917815,0.37078847468596654,-0.11427585349367728,-0.04806610674586361,-0.040038163776289125,0.11470418314024157,-0.008626607797117913,0.006908892632801067,-0.021394309791900164
-0.756892816663682,0.30067007254023836,0.2579357937085349,-0.42228512352085174,-0.25084577612381687,-0.053626895513245725,0.18735715018861093,0.0051935512670001965,-0.0513433464767316,-0.027923071857221173
-0.7574420352257937,0.40643633874801327,0.255527417816551,-0.4019210778667889,-0.17645692577453406,-0.05313794540266514,0.11631974938652574,0.013426683109368287,-0.030431950050568327,-0.023460717842932695
-0.7641424311926192,0.4143485194881486,0.2760770813873786,-0.3859546705140319,-0.16137025606132938,-0.0703198410938631,0.053723971962357266,0.007197540574159048,-0.01474128653458351,-0.008493695301441262
-0.771795787733576,0.4220754456125285,0.2845374263215712,-0.362424879081081,-0.15033494044681106,-0.07163281657795408,0.037288614679014544,0.0012101022687463644,-0.016849590145586506,-0.0061216549943292325
-0.8047525984393746,0.41229694847475423,0.2972971050198073,-0.30115719700867194,-0.1104458822346865,-0.06761641166975862,-0.02090442799172635,4.313553577914868e-08,-0.008434700959986748,0.006242907139434214
-0.8361214374876417,0.3892559186930826,0.3120775651673231,-0.23156855550366826,-0.045465373457382816,-0.06082154574956876,-0.08087272288056997,-0.002205665980124606,0.0027725040614393036,0.006749859221851163
-0.8532303273401671,0.3702529421822327,0.32055814645399267,-0.14926726617840483,0.03964060335545425,-0.05474410092435524,-0.1393949987709506,-0.007764425612569301,0.013889908729958919,0.016045295734080405
-0.8457603651461735,0.3118842870478742,0.31861909476991346,0.011505076743293735,0.18246731863807933,-0.042406496315353155,-0.25052907599777224,-0.013098203863718115,0.03491337554831337,0.029765884137077432
-0.792988913162102,0.2517692299685316,0.29591616779983365,0.16421764716962367,0.3065108130894601,-0.02522940867042109,-0.327356856281775,-0.015298361685441166,0.046173235839152504,0.04567628769307158
-0.8377931825369651,0.22455917814397522,0.19781017277015683,0.29276004573410974,0.31943459274461644,0.07774430842981012,-0.15655634343029406,-0.0004367070670640664,0.000424007639994942,-0.01833160192569508
-0.8424528661226556,0.2101167370280175,0.09656092752939059,0.37400011465321414,0.30387332263435113,0.10461937141953079,-0.027984800880793383,0.0005267970699204311,-0.0193053243148205,-0.05942332463918449
-0.8364621784539027,0.22242162883806477,0.009113056518073656,0.4149117084486692,0.23278327445407235,0.12359964638457807,0.08982296646177311,0.002049310960243708,-0.052648768080087144,-0.08360410270424055
-0.8588936083492955,0.2549311919196326,-0.10556086030984035,0.3616419970631813,0.14916858922467374,0.084733705092202,0.17233101407233303,0.012983417681377382,-0.029527741782927407,-0.06869278057476554
-0.8542956420284739,0.2629874519254867,-0.17239121460336718,0.34490842507774283,0.09498383776609845,0.07451349714803804,0.1997081199959191,0.015970455882706097,-0.005080056834575353,-0.029851803311881673
-0.8466327127902824,0.2541703407957885,-0.2193698289159461,0.3697954656483499,0.03444394177994644,0.05836325737329909,0.16638181887643483,0.028858411119144618,0.023025176510750648,0.07163309939605025
-0.8457944789787117,0.24687823241518614,-0.2554415610151433,0.36503929961569725,-0.015897817262631873,0.052100410614523994,0.14316499043308684,0.023631282259124902,0.023651420163854076,0.06877425046928336
-0.7805437166592439,0.19619918532064048,-0.38865616080496584,0.3727451404995987,-0.22060626498841712,-0.03764754383254035,0.036383787885312456,0.008994251487551036,-0.017321211536246845,0.14516129269870168
-0.6764528240703929,0.0774618410627689,-0.4641646229390648,0.32640527476646825,-0.4306891458023814,-0.08466197388135513,-0.11434223950697465,-0.0076512480403390405,-0.03914897251231919,0.09639123024971305
-0.6579726898420074,0.009558513992460781,-0.4622790274561243,0.31971341100101325,-0.4707108955355395,-0.0975153204656918,-0.14818626652395703,-0.01775994548283197,-0.007240093515057581,-0.04913592789513501
-0.6043795828452984,-0.009797540741431195,-0.4344106192246313,0.3450642398929295,-0.5142535323071219,-0.06810617761160834,-0.1645405209814176,-0.05012878498552034,0.04698253702572462,-0.16511117203845424
