total_totals_index_std_PCA_1,total_totals_index_std_PCA_2,total_totals_index_std_PCA_3,total_totals_index_std_PCA_4,total_totals_index_std_PCA_5,total_totals_index_std_PCA_6,total_totals_index_std_PCA_7,total_totals_index_std_PCA_8,total_totals_index_std_PCA_9,total_totals_index_std_PCA_10
0.42507729929197874,-0.3579421157051385,-0.49218371062163985,-0.30611747358340724,-0.13393999568744444,-0.5296870260690832,-0.06693304654274423,-0.14414950041124494,0.11739203641097924,0.13173984292602461
0.43657839851039215,-0.4434640399736232,-0.5614945807436996,-0.26331921637528977,-0.22621666945424884,-0.40516622443076794,-0.08617164493802429,-0.042970535289384236,0.09852001244201145,0.02960315408107515
0.4423830684602203,-0.5246013750140939,-0.604285242519588,-0.22830804364407115,-0.2698316902217369,-0.17291524603886982,-0.09096369809441748,0.05855894797992792,0.011414141404845956,-0.035727765213454145
0.4490080945068116,-0.556532209333478,-0.6086284779225263,-0.1694067444177148,-0.2612615231732876,0.056152501478663075,-0.06444213906698189,0.09583560966926706,-0.06663530346309679,-0.09110524887627679
0.4909856842484277,-0.5556191512593941,-0.5661316967812422,-0.09133330334353239,-0.20005368191119396,0.25233472428791515,0.006704174951122576,0.07556111060933272,-0.10833189730753279,-0.08469830943362698
0.549942849963261,-0.5372648026750584,-0.5139003591947127,0.013014679448555217,-0.1269301754117921,0.34891226463958425,0.06771211361350023,0.038029255855894624,-0.08112150655656639,-0.012733299269486211
0.596668533246442,-0.5399883031519218,-0.4210813473055286,0.16168864975017164,-0.01507671193043569,0.36064975752400985,0.11604038756525348,-0.005436435899946543,-0.017988686625194823,0.08553480670340756
0.615458144619995,-0.5817404105600099,-0.2188780089778612,0.30599980943970806,0.14514746350889532,0.3086242326515786,0.07021977541436844,-0.09133047716268305,0.05735260373205363,0.11146687886639682
0.6191544628044919,-0.6001925265575923,0.002844335305996037,0.32328634740117707,0.3031214692397366,0.16732361677063862,-0.07576533592567929,-0.1350371506174087,0.06347872533090076,0.06598423408483646
0.6203740602375477,-0.5729589617183797,0.1747384025028047,0.2853164071011547,0.37965359639283264,0.004721260250199455,-0.14572637161301816,-0.11178193564223372,0.05970802816137217,0.0035808096534146513
0.6385595260895821,-0.5268362371070495,0.25210767957339164,0.2786405638022388,0.3648923627118528,-0.12065810541559448,-0.15791141490416769,-0.042800549834682504,0.022574099185735958,-0.054474737536730246
0.6580354221601253,-0.5123023758790922,0.32403460272766244,0.27137089676840626,0.255501789995621,-0.20655963600352126,-0.12485344574114032,0.044109663596822314,-0.029853806803743596,-0.05871394425830352
0.6945142515955225,-0.4816222299177076,0.38286248349985613,0.25257414613897317,0.07664704537474178,-0.23875030804088426,-0.04669689045305932,0.1127697205875412,-0.06023296387065348,-0.05186908184812839
0.7085136026135302,-0.4110318515698125,0.4118380348941044,0.22874669411735948,-0.11532368882809349,-0.23483991919188005,0.09380907632068711,0.13575550511067072,-0.08854408520097172,-0.028957095438162984
0.7061127260544682,-0.3320307440717776,0.4425475124892733,0.2034834120405763,-0.24121417741215387,-0.17866504633922936,0.20013300214432062,0.11267228374875508,-0.06905856322647874,-0.00038488960388264405
0.7455601467294325,-0.20054137602495223,0.4658710271023851,0.09859013531587564,-0.3177611806381006,-0.05483614394805804,0.2749595967647578,0.036224537747827454,0.06934063873096322,0.00379223345381287
0.7639489406877371,-0.08639146761184395,0.46060567278464637,0.005820763408875701,-0.3006443261527645,0.028634178934450003,0.25384590188791395,-0.02129123734973532,0.12418322091250186,0.014774669199554679
0.7556104036068533,-0.004053246489100504,0.49653024254338773,-0.1852122795568575,-0.33986890725980223,0.0967676093784602,0.0663595957792672,-0.15045702061503335,0.06076841484388186,0.015574697445023326
0.741170148164832,0.03381817012065766,0.47843545109254193,-0.28795652633508684,-0.29242108386928567,0.11989652453542639,-0.07938592796827766,-0.19533588795245244,-0.010225743489120058,0.003647104563702593
0.7625722623265443,0.07301240328523688,0.42586848391346305,-0.3667159743992501,-0.181250900293462,0.12650034076291805,-0.17008216505492926,-0.15274045615595322,-0.07262939548351222,-0.028985796272685934
0.7923427527691084,0.09871218287937072,0.35929436222641664,-0.41282182443174914,-0.047478655201688966,0.12066895398037296,-0.18620026965652833,-0.08192668741031256,-0.12082016197584501,-0.010693408608816206
