total_totals_index_std_PCA_1,total_totals_index_std_PCA_2,total_totals_index_std_PCA_3,total_totals_index_std_PCA_4,total_totals_index_std_PCA_5,total_totals_index_std_PCA_6,total_totals_index_std_PCA_7,total_totals_index_std_PCA_8,total_totals_index_std_PCA_9,total_totals_index_std_PCA_10
0.8285447482419316,0.13135064343615238,0.2592004591266615,-0.4220815941198061,0.09093432880656842,0.09984794347851118,-0.16175295874187895,0.04681372387023948,-0.10056679495850965,0.02486301646682754
0.8497808545729022,0.16997407091301778,0.15960940368765406,-0.3567856854137396,0.19975317767190834,0.07378674162257481,-0.11363717361069164,0.19903446980868922,-0.013966109506178801,0.060552446955655696
0.8484669126274553,0.23111452079292744,0.05589652698115295,-0.32359436501910516,0.23906135294332592,0.05017962352041668,-0.029072658559876834,0.24507175179047586,0.06856117901815462,0.058357959775818764
0.8503624429518939,0.2826163106044119,-0.05077188335874638,-0.2827473928754025,0.2546348631889385,0.021958644893664347,0.05395065523258979,0.19421234500798223,0.1260442767569284,0.0325474611577645
0.8490197589486335,0.31350677544757055,-0.1630073296016981,-0.24060107212192441,0.2542041305072127,0.018739326402411105,0.12130163006151307,0.057708400335248974,0.13080058389757404,-0.014735428787667265
0.8371329246593385,0.3442222751268077,-0.2467371213850736,-0.1756402874313691,0.23891429329371616,0.02908963743096098,0.14923324228186813,-0.05665336712929645,0.08493951035582815,-0.04850681232279912
0.815677168992786,0.37638242776421277,-0.2994841118707067,-0.08570350780508709,0.24103011831717722,-0.01135679414785304,0.15405432984133996,-0.1263233599427273,0.011265061887717738,-0.07805923226882462
0.7960132143418642,0.4210656746106966,-0.3159512600043019,-0.0024625092568280505,0.2097311859103039,-0.08965966772217343,0.14174021465906933,-0.13877752383648842,-0.049216512278418584,-0.0909799263016039
0.7666042966171799,0.4689647934749204,-0.3186620805970862,0.10836638069059322,0.1478473784080183,-0.14353964516692413,0.10510282126810497,-0.10239135631564064,-0.09889134232014861,-0.07026792713294869
0.7482845816362645,0.5232693526339773,-0.282239835938561,0.2014227189812182,0.05196493447728922,-0.15377752519080354,0.04938658294049855,-0.055055575893467545,-0.13612475452187212,-0.005675593558299865
0.7068460496524334,0.5653827046321448,-0.22412750199070813,0.29977313373069603,-0.04651819601252239,-0.12708315965925385,-0.013684425034158164,-0.018804618415314223,-0.1561606601274748,0.0845455997766396
0.6568773403545366,0.5880383468774563,-0.17220394007279788,0.37091188427726823,-0.1399915458194961,-0.0570358977262487,-0.05440397475437272,0.027688783560285007,-0.13465770440189753,0.13053290329972972
0.6164073473804669,0.5895403660197159,-0.15975801964095257,0.40160855044964844,-0.25623473501706767,0.0386219012345209,-0.1325006706106504,0.05792223279288421,-0.02000554667935322,0.08166406422198684
0.5802897959778808,0.5547002428599799,-0.13959309942410647,0.43188820516121385,-0.30559567394003045,0.09210247579991003,-0.17674382888367382,0.0482458465929742,0.15566499331009712,-0.0481699435671115
0.5620199507799278,0.5126801386158936,-0.10482939366167775,0.43757655088897196,-0.2943908954254717,0.1263507102846752,-0.23251232857545043,0.03713493353779938,0.23094421237225377,-0.11374833205269418
