relative_humidity_800_mean_PCA_1,relative_humidity_800_mean_PCA_2,relative_humidity_800_mean_PCA_3,relative_humidity_800_mean_PCA_4,relative_humidity_800_mean_PCA_5,relative_humidity_800_mean_PCA_6,relative_humidity_800_mean_PCA_7,relative_humidity_800_mean_PCA_8,relative_humidity_800_mean_PCA_9,relative_humidity_800_mean_PCA_10
-0.4573740828803778,0.6338213125190959,-0.27485452162781415,-0.4708211667392527,0.19901917275354816,0.11913217300179502,0.16559703784253585,0.005750918758317076,-0.1356337669717203,0.059159253316276125
-0.4905388935654089,0.6657094889271729,-0.27740634638626055,-0.4383725513471027,0.20330798209769763,0.07232606188802257,0.1015418818205916,0.01507038723475989,-0.004293909004057277,0.012757625201073071
-0.531470515579998,0.6929805245929391,-0.24518919828851618,-0.3968235076081382,0.14665914283870768,0.05333260438888006,0.026127347997575087,0.0209237122846452,0.05303164764401572,-0.03358262267303243
-0.5481718918741081,0.7194021621735865,-0.22106384816469193,-0.34367503050815085,0.09377391293198047,-0.0008571921651354095,-0.059763624562682874,0.03325340462522841,0.10945179632893426,-0.037538546439889915
-0.5752893045960408,0.7394366370806479,-0.21477492391654404,-0.25246244441945526,-0.011208290804386073,-0.03069407247341296,-0.11448692055580495,0.01974590914800424,0.07474395126248472,-0.04973119165802608
-0.57300969550413,0.7320319125021125,-0.2585580286117876,-0.18897956067602611,-0.10140200126713164,-0.11042124378167259,-0.13934472120692887,-0.02739624528580406,-0.010580194407618117,-0.0006224221063357628
-0.5904537767141381,0.7149780570605038,-0.2608176131931807,-0.10019112482021043,-0.1871639060001882,-0.12189279041408299,-0.12750432525488425,-0.04600263909171357,-0.0325083356615911,0.04226935033377414
-0.5947704212974181,0.7308780723799533,-0.19547647118649647,-0.0034618374309222984,-0.25547473802163173,-0.10343935823748487,-0.050568766533185906,-0.05306570796724816,-0.04494007243662674,0.036629606008888094
-0.6433074689607747,0.6986664104629902,-0.12171533206873363,0.11667606258556525,-0.26358131883580976,-0.05121055565661952,0.04617323477238503,-0.059533975344012925,-0.035524805395858526,0.00926287829497604
-0.6957423108615938,0.6404351953824211,-0.07232242342084842,0.22465933468177793,-0.20720213340584437,0.02026503964263065,0.12223112842814647,-0.01209445271592852,-0.0023533473141161927,-0.01731267654760112
-0.7488632852039261,0.5644978505843037,-0.02545941960531933,0.2945454648312557,-0.1436530709958028,0.0791452624784228,0.1244986607555478,0.012853303777537795,0.010349912833617593,-0.0345796833336103
-0.7667226342732255,0.5271228683848502,0.024852157508175158,0.3305209014183547,-0.09244993481321896,0.10265055451530035,0.11216857608521424,0.03221262212200432,-0.0017868564579142081,-0.0435862651897785
-0.7769649187112365,0.5047256017060795,0.07282425732927666,0.3545839813819577,-0.04199603922832738,0.10421659607756463,0.04891109074410822,0.03525131270299985,0.02731026930559418,-0.017145436370234385
-0.8119185970746482,0.4538691876283533,0.09350733612669017,0.3471373030164029,0.04625434458282889,0.09759066844978205,-0.02768010036803847,0.040028070878827766,0.03531334143959811,0.028842775412225772
-0.8304188185297624,0.39756882151347056,0.16523700625137283,0.313006608390942,0.12334540699373642,0.08846705684371535,-0.098112617593472,0.054690860980847904,0.01322659968305223,0.04620200087169358
-0.8569530197917475,0.30078961348055094,0.21315738503204448,0.2682378273474818,0.21642520632551543,0.031310908326866636,-0.1286423384422143,0.031777941829867686,-0.019308791930940292,0.06638368088361739
-0.8843149646272792,0.1856006447009334,0.2724603648661613,0.19042881181322643,0.2537316630801091,-0.019252647353735153,-0.11915422746155505,-0.027921774347153063,-0.04434315103074616,0.036379450349722155
-0.9172063426385259,0.03817739132813459,0.3126480380015205,0.08698449103376998,0.22018211363801474,-0.06119682261584359,-0.04377492400304375,-0.055100313857682166,-0.034114875551298385,-0.057044277508079146
-0.9151619145075787,-0.07644180345269828,0.34254320528708415,0.004246907894777464,0.1685629509125168,-0.09685458501803176,0.020696603324475194,-0.08895521072649874,-0.019282599527521597,-0.07199635061563825
