high_cloud_cover_min_PCA_1,high_cloud_cover_min_PCA_2,high_cloud_cover_min_PCA_3,high_cloud_cover_min_PCA_4,high_cloud_cover_min_PCA_5,high_cloud_cover_min_PCA_6,high_cloud_cover_min_PCA_7,high_cloud_cover_min_PCA_8,high_cloud_cover_min_PCA_9,high_cloud_cover_min_PCA_10
0.09604072486731373,-0.03057022182953907,0.08196177235659005,-0.020267351207063116,-0.3749841701418726,0.9209578819630658,0.019977636838884153,0.09823608276751344,0.003541304204120435,0.0009068527199859232
0.20399270355496707,0.009332250213856348,0.3944577906412928,-0.34149125369743333,-0.25526903021541547,0.6232311377461464,-0.0007461902564359152,0.4986017896368151,0.0053258115429569335,0.0017897727495097186
0.9165690307173137,0.08747567404220512,-0.3930568073628963,0.06345966925930417,0.07830396968834752,-0.05285559450193967,0.0010330559838834263,0.03027022151836853,0.0007455846775997563,-5.992916090769955e-05
0.9135048009575847,0.08319603586424087,-0.38008866380617506,0.05071741518147541,0.05160839468031324,0.02192622535898816,-0.0003750284031929769,0.15656274844545057,0.0022463190099222693,-0.00020418422427603288
0.9178157847081163,0.08608527915621983,-0.3891797118578783,0.05880262448220013,0.06840376645287402,-0.02468515100917274,0.000502727433868567,0.07815871210674695,0.0013156569596253912,-0.00011469538661805884
0.9242995490911987,0.08820551456924165,-0.3763079013643949,0.04746402514356269,0.07456744202122031,-0.04469793385862027,0.00026574230293738185,0.04787340656400558,0.0005436958298333713,-0.0005035977882672532
0.9573265949383468,0.0990456702431945,-0.27713733228386983,-0.03630437157457887,0.0790694840903752,-0.07140861455980271,-0.00030428568895050413,0.018850804263087186,4.40118887913511e-05,0.0006218437146621678
0.9603739802981536,0.09964825535957468,-0.2642948571180187,-0.047520407215543604,0.07812533621443511,-0.0710429034529501,-0.000772207343444575,0.02194867494660407,-0.00023022258214212913,0.00030586814806144846
0.9668765317414644,0.11382123717793834,-0.034770058525259315,-0.22558194985382177,0.07486718082135596,-0.10227954456137117,-0.0031172117797482564,-0.004526954370816531,-0.0015487152136309486,0.00152051614587865
0.5485245306851965,0.09929737153315434,0.5802047580658002,-0.5891076955839428,0.03025614756514617,-0.13067498056226845,-0.007837446233388582,-0.059917122727105254,-0.004045027896208439,0.0041479536417205285
0.3155111346623942,0.07858512014736936,0.7066364206151647,-0.6256254222332343,0.009809649508025294,-0.12045746661505399,-0.008374943876482101,-0.07014914108581398,-0.004380570209975704,0.004299193243725801
-0.008668296624346044,-0.026917399303568536,0.020450102289671375,-0.04821233596305671,-0.0023818538947995554,-0.05377763757776683,1.0046951896356824,0.015275383857670624,0.005523788691124992,0.003560463787361174
0.31551113466239444,0.07858512014736946,0.706636420615165,-0.6256254222332347,0.009809649508025334,-0.12045746661505405,-0.008374943876482117,-0.07014914108581394,-0.004380570209975759,0.004299193243725796
0.31563516876039516,0.07856181878494234,0.7067158179211761,-0.6255893488796778,0.00939337104203402,-0.11950528681121916,-0.008334678209904788,-0.07082561754852995,-0.004384983956320281,0.004301643312620209
0.3174866488575197,0.07378168066374108,0.7093649060190731,-0.6322195967851676,-0.01932591618543853,-0.036177513798320335,-0.009842313460972803,0.07185572632689964,-0.0026496455121527572,0.004089495886006834
0.36849965160237025,0.07981792795501182,0.883484847852465,-0.24288828586024416,-0.15917741357145826,-0.09133496621311128,-0.007502876928767946,0.025872008265217905,-0.0007331375410345094,0.003089563663664675
0.9441998408269562,0.088307155877129,-0.31762488471384,0.108954156970571,0.005289922386709081,0.04199235017729371,0.0054076408584084,-0.04720175574616595,0.0005090860617458969,0.00020667987115328005
0.9417913473579657,0.08692951165206185,-0.1654893549975071,0.12174803252845981,-0.10217575194995243,0.1946979897385944,0.011890713193948388,-0.17576814510659577,-0.0002917424927355647,0.0008817030422090969
0.2789924771801092,0.009194484452420817,0.25927574019164956,0.17981413883741695,-0.3948845523220902,0.6528636201722438,0.02939886382971337,-0.5055779787096972,-0.0022884171096523246,0.0018458024808325952
0.7081516272665188,0.06986151939233269,0.1931532700265302,0.6272339550963489,-0.2682970257886617,0.023184504757690984,0.007795920543983979,-0.08019310646172272,0.0035575599941665087,-0.000927215622216505
0.17015535289415898,0.02942507375507559,0.5399604218272164,0.7521716496012286,-0.29200546047950715,-0.19909351620026364,-0.0021332410742764736,0.06344961781167939,0.0052691728164027014,-0.0018296868945463236
