high_cloud_cover_min_PCA_1,high_cloud_cover_min_PCA_2,high_cloud_cover_min_PCA_3,high_cloud_cover_min_PCA_4,high_cloud_cover_min_PCA_5,high_cloud_cover_min_PCA_6,high_cloud_cover_min_PCA_7,high_cloud_cover_min_PCA_8,high_cloud_cover_min_PCA_9,high_cloud_cover_min_PCA_10
0.16998221591535728,0.029211812877241172,0.5398616864501539,0.7521977185463422,-0.29205596821460883,-0.19928826832153046,-0.0022821767096300174,0.06341467741803214,0.005135783589728814,-0.0020399695109590953
0.17015535289415906,0.02942507375507555,0.5399604218272165,0.7521716496012287,-0.2920054604795072,-0.1990935162002637,-0.002133241074276422,0.06344961781167936,0.005269172816402683,-0.0018296868945463442
0.17015535289415898,0.029425073755075557,0.5399604218272165,0.7521716496012287,-0.29200546047950726,-0.1990935162002637,-0.0021332410742764575,0.06344961781167935,0.005269172816402675,-0.0018296868945463546
0.03590757837784584,0.06268479415064752,0.3390156419441205,0.40291418679362295,0.8084060935024969,0.27488499682093803,0.009541470793012333,-0.005378213136748479,-0.029510379287294122,0.02151275967582827
0.12532782668220696,0.06268012481779556,0.5538456109414391,0.7215361234875762,0.4007647374747518,0.07924118112212652,0.006383371017683695,0.03336024590936674,-0.016555671892198066,0.01482117078447159
0.07496674785609336,0.07047659346018169,0.4355502113412368,0.44952631375215435,0.7454472255419373,0.2354681421158895,0.009721287078662101,-0.000717609287247954,-0.0264478145039232,0.021774544299606936
0.05786040949331745,0.5167530621581177,0.45373735533841336,0.11105241196039811,0.6852327515408232,0.20701088902222745,0.007579309004129258,-0.030021144917790676,0.07488044633718849,-0.044178427895003196
-0.10915242792171577,0.9883765250619738,0.016138708632644865,0.009973682969013301,-0.019760713401236352,0.002608621412990205,0.007932733806542436,0.0009010448848101137,-0.004467705807262684,-0.14636222990360734
-0.14179138377122993,0.9838385253342707,-0.07647819144596514,-0.0040905142440932655,-0.06789781062328445,-0.0033568493426397268,0.006207749356524055,0.004303870620512065,0.0018982609603962269,-0.04326645872976981
-0.14160025782950197,0.9706378548137227,-0.076780498438253,-0.004458078536069893,-0.06753283610481038,-0.004590869820214822,0.005508232909635107,0.004767009559224135,-0.16831122466515325,0.04374766301683286
-0.1476044965165539,0.9743260580913681,-0.08215881440255057,-0.006014589981086106,-0.07101137376277324,-0.00974365388193601,0.001363371355630467,0.003714252002938333,-0.11422121368194633,0.1366112048020521
-0.15029511831444334,0.965512408747402,-0.08524324430468683,-0.007111453403613176,-0.07297261352667625,-0.013524041591384905,-0.0017741113362148273,0.0028730888490502713,-0.06155747110107837,0.2060317075523171
-0.139092459339093,0.9785680131127702,-0.07366432817064318,-0.0033932050364393887,-0.06462650087222632,-0.00082854815185569,0.008103034639581685,0.004683206413178726,-0.07308672366071829,-0.1490629536585929
-0.1429873698937129,0.9855890048773728,-0.07698227657916155,-0.0042520645621820265,-0.06695668471310819,-0.0036591173523258763,0.005748605424431048,0.003982140041231346,-0.012635608974492075,-0.08261634830459656
-0.14612449732170357,0.8893005990358896,-0.07996939822252183,-0.007425317817177964,-0.050170112032972,-0.013122760305448095,-0.009113124625338588,-0.005427511491543963,0.43572049484454006,0.06428047211895016
