100m_orientation_of_wind_std_PCA_1,100m_orientation_of_wind_std_PCA_2,100m_orientation_of_wind_std_PCA_3,100m_orientation_of_wind_std_PCA_4,100m_orientation_of_wind_std_PCA_5,100m_orientation_of_wind_std_PCA_6,100m_orientation_of_wind_std_PCA_7,100m_orientation_of_wind_std_PCA_8,100m_orientation_of_wind_std_PCA_9,100m_orientation_of_wind_std_PCA_10
-0.5391856649663405,0.6308714015218437,0.4457125315819609,0.20406957470790454,-0.24596166914255244,0.021808318086142704,0.07872609339807043,0.06111623521627411,-0.027970947614074405,-0.04696591258471263
-0.5790253295481197,0.6204634485113885,0.4512780231659797,0.17796095376343193,-0.22480631245576138,0.004154065668288613,0.06682339834509768,0.04273178209558916,0.015104105035767233,-0.01825877134140059
-0.6235383569903792,0.6010723228912931,0.4496525145734057,0.14008341779280614,-0.1924585742116346,-0.020312668167753727,0.03316700120378963,0.01889300460424817,0.02084123664051569,0.022146242488839573
-0.6700792358608764,0.5819652730966672,0.4323343550666768,0.10744294895897896,-0.14226422495453964,-0.024429679626534206,-0.01573748231765634,-0.016246945493383416,0.02580304535135123,0.015621302845610452
-0.7283309626190171,0.5517584778167578,0.3999644750135754,0.06825412318528226,-0.036569689793809694,-0.024509289148233755,-0.04796961889826453,-0.04604086555636914,0.03375203336717855,0.02319665186992231
-0.7846344942324681,0.5002536223639908,0.3539346709541141,0.038642401608172824,0.07383450431791966,-0.0011368827049174145,-0.07402348317695946,-0.07985640762664707,0.009320864565162935,0.030369510071414734
-0.8267382449252793,0.45274070169290137,0.2920091203635547,-0.0013632629797360343,0.13611347737575089,0.019062157556301643,-0.09659740498198187,-0.08081654688690743,-0.03324701660096707,0.028238635265824593
-0.8628578314897908,0.41310382322409966,0.22355307164599997,-0.043050832466869735,0.16568944018071805,0.039090534605581026,-0.08897762584791248,-0.07303907797710901,-0.046510030828581274,-0.0075957777207393915
-0.8794001263834936,0.3984959522748823,0.17700933010783385,-0.07074158422366215,0.17816425754082302,0.04257298548138387,-0.04647077892799332,-0.01979496171861681,-0.07297578169509715,-0.020576824801197255
-0.9048210370159305,0.357721018775877,0.10815617794844726,-0.11713800693722806,0.1818567952969505,0.043066320556892336,-0.012641587286411241,0.0032097963465317126,-0.021483013678866188,-0.00041521546275999295
-0.9068090024668913,0.33004509558117295,-0.0009203584508185558,-0.16981057596557,0.1829837867103934,0.07717584383810545,0.03565423731567276,0.08720539385782466,0.023797951986261938,0.014200675951152576
-0.9046834987414275,0.281633627922213,-0.08213781466375271,-0.22453453976544552,0.16280492869031868,0.05452007851714319,0.07899974959487145,0.12417790270782184,0.01141262964787988,0.043298208460495445
-0.9139344889903304,0.25827487890552087,-0.1263530788770442,-0.2619244082263387,0.04101310066769042,0.029040387192571248,0.07872128602792203,0.09600850658528716,0.0329827368929981,0.009461932464652437
-0.9120846573690458,0.24571131345970498,-0.17300363591040005,-0.2710168777529294,0.04862874415770591,-0.018216313016682358,0.05417352008150801,0.07815820477782374,0.007381561010396197,-0.048704126166810836
-0.9059214968701879,0.19400239437670477,-0.23443035148325816,-0.28862973052817614,0.010266146361160803,-0.0804559816164633,0.039124446992459164,0.022163187552139137,0.020319826134346144,-0.06365806457010954
-0.8973664679554266,0.16464933432711784,-0.28059613893448077,-0.27043884624494646,-0.015399360373341865,-0.12934344951258342,0.023534219812135358,-0.07345607041540259,0.03281307673865173,-0.06954340964728382
-0.8923203337257346,0.10098446670567124,-0.3499345087869339,-0.21911659352452173,-0.07971471141719458,-0.13315440621913815,0.032069116583359314,-0.08970461019807771,0.03489955985485694,-0.02255952084499618
-0.8816774197698308,0.028047091459729587,-0.40624963664231223,-0.1665108881953182,-0.12057379515903825,-0.1371923752639252,-0.004952461650626007,-0.08781448060725379,0.02058547764697841,0.01048226191075606
-0.8774621105250143,-0.037284214900160303,-0.4439383318160031,-0.10540113665185208,-0.14964694079848603,-0.07574579479608158,-0.023318866099794933,-0.047346714049911164,-0.01788544032818635,0.04602110400094459
-0.8733760286539778,-0.0959499573506583,-0.44131620168726277,-0.052669801532838026,-0.17028606124086867,-0.007386738120411857,-0.03382555864750285,0.023427292301197635,-0.04649413838140222,0.09572176218027442
-0.883805767960397,-0.18812371737245576,-0.38137800553430357,0.08871212899231612,-0.14467154177188596,0.0919757368310166,-0.046637800012781706,0.0477340815143131,-0.07539454691947119,0.06200613017655706
-0.8670589340924264,-0.29639319453168245,-0.31022629836787374,0.17799710498368615,-0.10946800120925276,0.14538565929793051,-0.06922133929075017,0.03717390141408302,-0.05295900946223089,-0.01839927033143909
-0.8407488677279066,-0.3359983229762056,-0.24526938839204715,0.2877169529178458,-0.04975140401645068,0.17729366992970075,-0.10123517570191964,0.022046824739785087,-0.0005490745074337085,-0.06858010059472994
-0.8094464371393256,-0.3918962377942035,-0.1860911448346056,0.3691436606758073,0.00620528457829547,0.1491991521243326,-0.07107304258910714,-0.004526134244751487,0.0520785400790542,-0.05803182403362773
-0.775523080195338,-0.42933184878077085,-0.13710070195298527,0.4230634709335704,0.03473183035903318,0.1100253411864862,-0.020592478881940334,-0.030575772410470853,0.09498509368843448,-0.01930002871796016
-0.7543624323361187,-0.4739601849400226,-0.033073437733472245,0.4342553644921258,0.10613104539799165,-0.011504452476838584,0.09106414689387562,-0.020152215243487443,0.07226544769995157,0.040730174212311995
-0.7192875167666142,-0.5219581609858074,0.02832779404887126,0.42470623497349785,0.12990207165780257,-0.07162976899801107,0.1210521986846769,-0.03396278030171458,0.015389285172820726,0.05006201821910696
-0.667172885407161,-0.613689309122625,0.09981002439875818,0.3670461544516547,0.08522178522285964,-0.137704213742664,0.13403782999357783,-0.009046743950643518,-0.04266033824325397,0.017123634925891185
-0.6012978749352166,-0.7062435892661346,0.19481012548607332,0.25363224445156446,0.05050501951925514,-0.1794358783889638,0.04621498875642206,0.022813310666750655,-0.09975276744842528,-0.02710329984527934
-0.515927803111899,-0.781750815433379,0.27600649291149654,0.0494522626994882,0.005059747833664938,-0.19756619513742932,-0.07591012052527069,0.06782403821900383,-0.03747537352127633,-0.06136672513243078
-0.40450850746062283,-0.8160616961493469,0.34099625395346245,-0.1357807483523159,-0.014672054708702984,-0.15273758958028305,-0.12588080132652724,0.07088638848871891,0.027050109202765685,-0.003717563689508649
-0.33274500789147404,-0.8262392199872581,0.3542782131912402,-0.2533898315534734,-0.0359037189284095,-0.07982948856147591,-0.12649665220548284,0.03958839627273184,0.050634094072953814,0.0198155145077897
-0.3100508336537583,-0.8236417098548326,0.33997438320378043,-0.3251082426361433,-0.042123259729326804,0.04030880054859584,-0.044204332040668676,0.023505537319527724,0.0391312646384742,0.04567049529600623
-0.3352180808585587,-0.8120593892827316,0.34655287890822933,-0.31464772915612566,-0.06033152425619369,0.11141216580729836,0.020941245390750488,-0.015071749358708702,0.02199814379193509,0.02766702974601454
-0.32746821075753013,-0.8133474036575044,0.2985555512170987,-0.3353978565718773,-0.036338888963233965,0.1673966854168211,0.09049323980533128,-0.05335914691008288,-0.011383756484346688,-0.005553838175404227
-0.3521327086376347,-0.7786366141578857,0.2894989032745503,-0.3392894105587691,-0.08685937845881125,0.17951372470108082,0.14430166168021138,-0.11174999912435325,-0.05230749624314429,-0.036558554588691956
