large_scale_precipitation_mean_PCA_1,large_scale_precipitation_mean_PCA_2,large_scale_precipitation_mean_PCA_3,large_scale_precipitation_mean_PCA_4,large_scale_precipitation_mean_PCA_5,large_scale_precipitation_mean_PCA_6,large_scale_precipitation_mean_PCA_7,large_scale_precipitation_mean_PCA_8,large_scale_precipitation_mean_PCA_9,large_scale_precipitation_mean_PCA_10
0.5454515669385106,-0.6813651930515084,-0.3520541814469744,-0.23097579402130955,-0.22537278281749532,-0.04447644068523611,-0.11617016600876069,0.06063050305187049,-0.058725079454955205,0.01602715347186662
0.5701658768874239,-0.6944830246102267,-0.33494590390553086,-0.22223065835782208,-0.18892211588256008,-0.018997585917545176,-0.08138090357818335,0.017601469528647395,-0.033953321891917916,0.006916363503787579
0.6076093063292625,-0.6986352120636425,-0.31921708578053903,-0.20081347401402797,-0.0742777852159219,-0.037381680206429124,0.00408505155101084,-0.0626070478491139,0.04957118329985643,-0.02241265383043903
0.6348239477817335,-0.689419992765273,-0.3120327944522274,-0.15037586936288738,-0.027158870119146583,-0.01978704221032307,0.07061761160590939,-0.07431829119483481,0.06325234904492466,-0.011360720407213054
0.6621223141160751,-0.6768207575182703,-0.31123685372756366,-0.06649758550825947,0.042670265790161054,0.017544640739300413,0.10784288800475413,-0.03572657921930129,0.02619120377225117,-0.0035556516329134052
0.6978318692873704,-0.6415186394196655,-0.29568329411685623,0.00298153381070688,0.09600081726147848,0.05026224825262407,0.11957300612774677,-0.009481612129066322,0.014535342053001518,0.0092302764125925
0.7372553458093969,-0.6066616930262629,-0.2456097919271441,0.026694816507372977,0.1481801766514117,0.09148459094181244,0.08538961978687178,0.0478566791375177,-0.013479763140718711,0.0013125181395139884
0.7728852481740458,-0.5786689697198792,-0.19307486804076,0.06936661136275017,0.15129612426410013,0.08906061913954616,0.030477462113319444,0.07425808735590493,-0.023566415427001566,0.022596504256917314
0.811145269457578,-0.5429504384615039,-0.126714751656874,0.10782613637749149,0.14544671335875234,0.05302467019093038,-0.029544456107057103,0.06689027117416675,-0.05239833613771339,0.004689062857922323
0.8428215544214858,-0.4982098228930587,-0.057365735110764156,0.15004923313356067,0.10348319344120953,0.01790421140096277,-0.12091288267649702,0.019844009224207232,-0.008636670950143678,-0.022501561899080428
0.8581792534607868,-0.46646490166552146,0.016883104635879758,0.17439731258898464,0.09544894653710069,-0.00982688703703202,-0.12722222880510062,-0.01176343903818768,0.006453490363251148,-0.03297660606723134
0.8713103123236368,-0.4356412911290059,0.09312970617378795,0.19358074417921375,0.041530965990793464,-0.044124342805861014,-0.09569747200070364,-0.04398421313888609,0.0006287283361285186,-0.017709646600274798
0.8967041692821741,-0.3575377275448869,0.1301665082649646,0.19812436766927669,0.006074918784900441,-0.07469621797738292,-0.07767970596422183,-0.08702331416718745,0.0326507549803872,0.04123753373035306
0.9085260204118394,-0.3116043490939691,0.21385082821263762,0.1670539744602159,-0.052511249327640494,-0.08491615511766357,0.008181470157401935,-0.0602847132262762,0.020033568157198155,0.03506816356656783
0.9023268694719992,-0.2809220944393607,0.2651491527165328,0.16044489809027238,-0.09690592017197652,-0.08834731319396705,0.06339571181157001,-0.04060919252948668,-0.015112783817274886,0.021865314586746405
0.9116588975962483,-0.211717611186366,0.2817190742879267,0.12153549863300309,-0.151770773766989,-0.06392731052050574,0.10351216629507307,-0.003168918948153159,-0.03203095985669662,-0.015617117816318204
0.9263522853119083,-0.13650201208644672,0.31666055757618644,0.07977078337055322,-0.13902222361704228,-0.008737453444629869,0.08058986765569429,0.0408172415794748,-0.04143530447102253,-0.022889830747784258
0.9259178194146808,-0.06163490058465853,0.35323093284871804,0.035116122307330494,-0.12852279172819642,0.02026941268170915,0.05861300292441697,0.06303459589731111,-0.01747242850272249,-0.019741113914001053
0.9270131246933286,0.02000148316242296,0.3736872726563395,-0.030242268770613253,-0.07096561140536795,0.04642763162058298,0.015693488943403916,0.06454965313539021,0.009605743356639914,-0.01945858950756767
0.9216064309293215,0.08332974357863289,0.36778166405763113,-0.0831159249714885,-0.032602200669478484,0.07261009859006948,-0.019406727912537988,0.046915026415398735,0.05119259089633255,0.0010725918923053458
