geopotential_1000_max_PCA_1,geopotential_1000_max_PCA_2,geopotential_1000_max_PCA_3,geopotential_1000_max_PCA_4,geopotential_1000_max_PCA_5,geopotential_1000_max_PCA_6,geopotential_1000_max_PCA_7,geopotential_1000_max_PCA_8,geopotential_1000_max_PCA_9,geopotential_1000_max_PCA_10
-0.9963799796494929,0.005381479717572139,0.13081654747819385,0.03482062965468023,-0.04800253544167968,0.02176404080782489,-0.0020945576833686034,-0.03491691530876091,-0.013774204817652498,0.006175865831313433
-0.995569437765622,0.05383156030819581,0.1288500927099376,0.011010587146310502,-0.02575085955855019,0.02233419815649273,0.016426967166376958,-0.054018452625831624,0.00891102292517169,-0.010834215054122841
-0.9922990055720067,0.08580787235874587,0.13122468946911017,-0.007168251377394854,-0.0055188053691876855,0.02304592734376045,0.038276935507609085,-0.0611785824219034,0.009211074264526248,-0.011704784064534821
-0.9912645268925612,0.109909046546622,0.12364895157338111,-0.024607603642442133,0.00020891220232415803,0.02554746155768936,0.04817878664822336,-0.03668758932626619,0.0023365762374821957,-0.009687568094610011
-0.9908310822312463,0.11647726515925147,0.11741249933302622,-0.050273025355807466,0.01777706021108889,0.008010030459519734,0.05221368542671803,-0.005540043349967089,0.0048404457283523815,-0.0014742893020435294
-0.988093520587888,0.13603077103644154,0.11140949841926369,-0.06840041562660291,0.0172119505106208,-0.009544295190264705,0.047286448770570304,0.023331905531705437,-0.0021928977825818137,0.0006038318712577044
-0.9860199268173208,0.15687065113040638,0.10036991783738618,-0.07355559838016879,0.006893755436496895,-0.0169671184280886,0.03577182690508365,0.03431150681228352,-0.0028081632226382327,0.005442251520762605
-0.9836607110772183,0.17811017591325776,0.0760798517512791,-0.07891358523906221,0.006760903016168017,-0.03696627340725951,0.032747575288929874,0.03627486706800823,-0.010891220477554357,0.011513708660508824
-0.9797857804501315,0.19922367534386076,0.0656017393968981,-0.08756679234144056,0.005255101300112729,-0.05201639943814174,0.010385631419803249,0.017039511685884353,0.006242964996711899,0.006601461769471624
-0.9753700959437025,0.22456396293026307,0.053268523224542,-0.08648695816935134,0.004849728589340512,-0.04729635438440389,-0.023080715903694652,0.019562224017308567,0.0007523594755542032,-0.007989839773500668
-0.9693967593996508,0.25145644726312255,0.029376599133128387,-0.08351696401838409,0.002205617314550344,-0.038941773523404576,-0.05154541905614347,0.005359711644367641,0.009160201369456744,-0.006060650159659101
-0.964520948288862,0.2728292328261135,0.013065261250977064,-0.08411509669438438,0.007081952462412669,-0.014744949710090828,-0.05343456066497618,-0.015845372989353814,0.00884946538571382,-0.011652582589676599
-0.9608848708140838,0.2847897102479191,-0.019571330103218095,-0.08011922403829139,0.011891555290195492,0.01615591653402505,-0.06122995154380572,-0.011649273252823028,0.007345802934332911,-0.0033258501758094455
-0.9552114021628283,0.30432488027280835,-0.0474686744828256,-0.05217127423893232,0.02827957096919645,0.040486411444594875,-0.04463877857389558,-0.019588665071939387,0.01309636627402723,0.01353856571421133
-0.9545311888341853,0.30674031254545514,-0.06669192097620338,-0.014469675342744492,0.035305255433176044,0.06209201687376005,-0.021937748504537453,-0.006750349622725475,-0.007571971768970442,0.011740127529640865
-0.9540663172792232,0.3023172126613701,-0.08810894165301558,0.010813948799510795,0.02638605415292064,0.06796521101317012,-0.003324465578295271,0.017887370930228307,-0.008284144828511631,0.011985386315129336
-0.9455514460917072,0.31030734189298276,-0.13777840294964777,0.04008203320403986,0.011555210439348857,0.05178653152096628,0.015525447488410896,0.0338368632818834,-0.01430156493940638,-0.0012879752106438958
-0.9317376566788877,0.33272437071940253,-0.1758605504066254,0.051954267247567305,-0.0009239135267810613,0.02935949133831804,0.014953827301381095,0.03496353601342592,-0.016885261406716662,-0.013192864145178009
-0.9124463916332531,0.3614855921736245,-0.21299067530933705,0.07290004520403634,-0.008147574290910328,-0.006456166203183883,0.02192570081540107,0.014916776496271628,-0.008872455744344417,-0.021459163239240114
-0.8978711743344585,0.3785257454446425,-0.23473781367382132,0.08509515213148652,-0.02033781999825822,-0.050210805009093126,0.016800013157804536,-0.013271665119183233,0.00926492920414158,-0.004889993813221781
-0.8868556086004912,0.3808192102401713,-0.2517739423550691,0.10556303594377535,-0.032815630027098884,-0.06934534936503636,0.013426572839620994,-0.04980944802960013,0.017549989882174776,0.024516846077337187
