geopotential_1000_max_PCA_1,geopotential_1000_max_PCA_2,geopotential_1000_max_PCA_3,geopotential_1000_max_PCA_4,geopotential_1000_max_PCA_5,geopotential_1000_max_PCA_6,geopotential_1000_max_PCA_7,geopotential_1000_max_PCA_8,geopotential_1000_max_PCA_9,geopotential_1000_max_PCA_10
-0.7920261801305415,-0.5751156822419112,-0.18754503900751493,-0.11682954097949146,-0.07880292746320272,0.026126424756255047,0.017972526215855992,0.011503812713383852,0.015734630869685746,0.028695697313319758
-0.8137588428550737,-0.5578430814725364,-0.16701274077801118,-0.09910076144538488,-0.05911054145110511,0.01837649033405303,0.009482308912158075,0.0033601994633337103,0.013490748892385903,-0.0008899305587423682
-0.8434528965776642,-0.526013888663737,-0.14150073484149578,-0.07222059511097617,-0.037317582397730475,0.004033873114971551,-0.0027575911796072577,0.004015096730297371,-0.0070843418477628825,-0.010145254314656373
-0.8651437612522337,-0.4995020029470865,-0.11847479401867066,-0.041589203618518845,0.008495012315592946,-0.008236208087599154,-0.012817565783826106,-0.019320121876272266,-0.013363256444323087,-0.021367509739827695
-0.8776177742155423,-0.48242815738809275,-0.09102112388314444,-0.008490716715182976,0.03989200910655945,-0.01799541473938032,-0.004242013744219331,-0.0217328189621054,-0.022433593393858395,-0.02557338526002986
-0.895295019592944,-0.4518922119714067,-0.050154932595282586,0.013439440841001855,0.07512590591013843,-0.022536243653661123,-0.0016421469076216724,-0.009257641395362093,-0.025124377539750012,0.010651878580768147
-0.9152873258938157,-0.4115530213510492,-0.0177717747320319,0.03494304874859316,0.072321792494265,-0.02373029668121142,0.00039363091212324186,-0.017236463818501666,-0.01389081306122567,-0.00040347683643013305
-0.9257745280569123,-0.3831769230002019,0.02030576311159805,0.06324728123517395,0.07848088957800417,-0.013372906013168847,0.004163755429563004,0.0025750050574707027,0.004136686590138959,0.029764035090151852
-0.9468902270468532,-0.32586117808727977,0.04392147590764976,0.0802133811901853,0.04953248662804103,0.01477748317937486,-0.003922843260496984,0.0058236606738925525,0.03109919008223021,0.004900086725412692
-0.9623145730689056,-0.2704280362960579,0.06209209980243971,0.09472480559637837,0.0281367292854908,0.010251092766965801,-0.00924206674794626,0.022048112419623293,0.04065388623736519,0.0019884300104455735
-0.9748082731593067,-0.21120536821714087,0.08742629141676392,0.09770034062796389,-0.015933526259566743,0.003830985920558486,-0.010060626714976626,0.039142831512725594,0.026406496530988335,-0.026646867832293517
-0.9825681067220718,-0.16933452760487774,0.09966918437151613,0.08894631164612761,-0.04276917289043212,0.00437280530532941,-0.01346501827634931,0.02942237178848232,0.0053575901843426746,-0.011098332508947402
-0.9866867181893404,-0.11875758265463844,0.1287039553214448,0.08401668916136641,-0.051661453131374525,-0.011969864103610313,-0.020198622087892026,0.026293693978327728,-0.004583348872249897,0.004979145676874339
-0.9891392469130713,-0.07180925662457287,0.1437747358827697,0.07726356780740273,-0.05756632483529806,-0.01362380553559894,-0.027494108967054474,0.007470857842216008,-0.02945788407953458,0.010918198542026431
-0.9926029641136768,-0.03666815208647887,0.1413509371355573,0.05943931356118783,-0.05616482942253819,0.0009340356781842726,-0.027118705771446865,-0.014937469489255093,-0.03197417793030628,0.01732644294536954
