large_scale_precipitation_min_PCA_1,large_scale_precipitation_min_PCA_2,large_scale_precipitation_min_PCA_3,large_scale_precipitation_min_PCA_4,large_scale_precipitation_min_PCA_5,large_scale_precipitation_min_PCA_6,large_scale_precipitation_min_PCA_7,large_scale_precipitation_min_PCA_8,large_scale_precipitation_min_PCA_9,large_scale_precipitation_min_PCA_10
-0.08007743782921097,0.2763631604614612,0.6327222111573685,-0.035244031189828315,0.3031062236059094,0.17725862805272888,0.12349063946351738,-0.008224253790533155,-0.14036825849841822,0.6031171206273359
-0.042489708037070716,0.3534592403593825,0.7988545323679962,-0.03501046448533048,0.34329217598900563,0.21179683812973638,0.07605351661466356,0.03570488357502034,-0.039559075784855235,-0.014044815647501275
-0.04224721580006635,0.42331565024769385,0.7602578567030376,-0.035646878885539364,0.389007952939692,0.23828278224833288,0.01826841670646821,-0.02784899242093224,0.01249699269943474,-0.14067334345213414
-0.03308082628228143,0.5095157797372947,0.734881285060355,-0.00827387186231116,0.30735093949957837,0.17919763896707602,-0.04470695888759312,-0.026770468634052785,0.04475145274253316,-0.2078150266966784
0.006142298107706758,0.8683247656441929,0.3830737246286137,-0.007296186549444096,0.09874010444302539,0.031113937747496594,-0.2288119759987018,-0.0687081755323844,0.045871650663057095,-0.12705858960597605
0.027672204399807478,0.8709531145726018,0.012344168566913928,0.02094364175852935,-0.24665538153123065,-0.17484336463179903,-0.3861138737109517,-0.026835781454303737,0.016231406453695033,0.036654152280984245
0.011811805970726216,0.894836861344966,-0.026389076148829606,0.0017809720011282408,-0.2169258940681976,-0.1617937800257144,-0.33843269516823016,-0.0843367151507932,0.007216390902131475,0.054957730807065085
0.054910530962852984,0.8382127166976785,-0.04912608281756949,0.09030422345240832,-0.31468587502694617,-0.17115936373080423,-0.3445276260556556,-0.028612134394059376,-0.0076589690905966325,0.09005037795972824
0.06483655700008928,0.922122049621281,0.15123305070448528,0.11553271892183847,-0.2770656761405002,-0.14629216065963954,-0.0573703113415548,0.07190677765328411,0.018605735726143442,-0.009814526200312885
0.05499064735281256,0.8436627559828487,0.3091564484331193,0.08238356966360516,-0.16133773909559057,-0.10715768924866625,0.2470439511559657,0.13849340249129122,-0.006040050820990371,-0.07922124832039416
0.06677546885026799,0.6653479337818777,-0.0427666832728805,0.15213600292854504,-0.2643460276913306,-0.12618402592256928,0.5969902829251401,0.2046293420180915,-0.00015159595577756953,-0.02670642590385478
0.09130488493756064,0.7295516517437357,-0.16322878151641815,0.09658204130249405,-0.42619092158053073,-0.26489878259988825,0.3669390517989103,0.12200136868613619,0.007825826909184092,0.054716885945156134
0.052682668590237715,0.7724114066141339,-0.5073024030013329,-0.009446906230435759,0.10808106055482415,0.020536137535223268,0.1641293919122423,-0.1874806517034651,-0.0026176734292220373,0.03242394133145027
0.042565639110544944,0.6432226817727184,-0.5628188393434511,-0.013815293644956643,0.33657988215608053,0.19735433262518803,0.2614614395161944,-0.15760456661103475,-0.04072926819295439,0.0056491261451347115
0.04871189903859895,0.6060670377208205,-0.5718833604850021,-0.06680086962880113,0.41042508481914697,0.2533984558507403,0.04619371573085646,-0.22039688398563975,-0.05050036516018329,-0.017968077775901457
0.09884490010001082,0.6325846129827142,-0.5716452236744026,-0.04713531899802262,0.3841430978561312,0.244514187119658,-0.02170859606180829,-0.2043572259942374,-0.06251697200229187,-0.01609916570718331
0.26156624384224025,0.2991477012767654,-0.5016722681498087,-0.12132844166137215,0.4837553077271846,0.3118538323725327,-0.09262694525577503,0.43155388719768756,0.10530672894324364,0.0026545683705686933
0.5777581047808898,0.1787701959518946,-0.3079714004500716,-0.04343640610375264,0.39064803187296254,0.0036385677153473817,-0.25761648161699435,0.5115315518830712,0.08415679169193321,0.045683165146189295
0.8204426590971508,0.056485576043960956,-0.02488776938454911,-0.30567169893566903,-0.22202152984682602,0.1684179662707064,-0.16508928653821728,0.16775017741074316,0.24739511391070412,0.07896549371808505
0.6564754402865273,-0.04734340242561394,0.003436199736175522,-0.4166124767250618,-0.37606689205368976,0.48297461158492727,-0.024811630257892153,-0.018962577947276783,0.06348122848997666,0.015397886289436804
0.5676039694414821,0.08847121643799088,0.005257156539881897,-0.42535630589143253,-0.43471715786826803,0.39406698839953985,-0.11227901000579642,0.0354212349157348,-0.3420082863820414,-0.0332870219625459
0.6245063766366116,-0.021166530351477884,0.01815192421297189,-0.41736997437672874,-0.33167471081218663,0.3773483475099315,0.00946670634723166,0.05556180825977167,-0.3758844368925205,-0.07384312734144714
0.8173160655714525,0.07231720433478703,0.20684407547324435,-0.054489563158289574,0.056339831679381114,0.018720421070259587,0.31856552674802935,0.14809820633164933,0.07517260858959547,-0.05933118210133832
0.8183592601922398,-0.02044227618999876,0.06938952356287582,-0.16664171496278896,-0.2374200222595774,0.25842777207259715,0.24767385591815827,-0.13439380007016793,0.26036730472161607,0.02997129959914851
0.8096175772595745,-0.1069328854809416,0.10952066001410384,-0.022098523500242252,-0.14983786967951743,0.2511280702894262,-0.014063440720108894,-0.28929020562011554,0.3465643277817006,0.052835715237839705
0.9569124997516865,-0.06639870112034997,0.07003274168689588,0.0870008331757431,0.031729182687730416,-0.12079180995637183,-0.04029144614628415,-0.1604288478849346,0.06511117491839687,0.009598691354934229
0.8921782055863112,-0.07074167423221507,0.06127610312266905,-0.028076727777263482,0.21867154934865465,-0.35776584551322316,-0.03307671473848531,-0.05680924064757831,0.01131549758521246,0.02059555604799148
0.9209565237403778,-0.031048660645550532,0.05111916656996817,0.07652119811223558,0.12939780322626854,-0.29197567096928784,0.035167555586055596,-0.10351264883739462,-0.012946837155808018,-0.0042776862998061774
0.8760495281932107,-0.09171434365075463,0.04960471529089789,-0.023358749524274892,0.2557382654682506,-0.344872566164207,-0.04929957792956353,0.021882937448415823,-0.030173789413265237,0.011867546142981765
0.81161870339099,-0.07222074176254717,0.021884446688319452,0.009593515587486437,0.20093768162519013,-0.3521583611943375,0.04906510655373665,-0.09576818328455852,-0.15444249313842845,-0.039550310216843174
0.9257869615228638,-0.09058273815916838,0.03970153532751505,-0.094540215987388,0.16574551581474856,-0.26195412958559294,-0.013559039722803598,-0.022925291769787644,-0.15034347342569623,-0.017024405733037196
0.9364256769320035,-0.09311705207882512,0.025901586292821008,-0.06214761315243338,0.12947493735941776,-0.21203053395198454,-0.0026461901653516847,-0.0007705840379973171,-0.15537943752555947,-0.012078903101514734
0.37805329844032093,-0.08598623647573929,-0.014581991592028849,0.835740835636734,-0.07594671015887354,0.2531837358401926,-0.07511236567949417,-0.013464989749525088,-0.030767244717211255,0.0068775907836970875
0.36529179962292285,-0.09702983830512633,-0.015922674998046223,0.8577331239606723,-0.05778810343675239,0.2396830001494277,-0.1019866583027632,0.019289392101508606,-0.1050045971967803,-0.018541438582930718
0.45413913000678574,-0.07443516500582917,-0.014117330222639099,0.8231451640639019,-0.06188778474245881,0.20200195505132254,-0.011465942263370464,0.0020225808422628705,-0.006328725926905359,0.012917499645038322
0.3386777724732076,-0.041519439722095895,-0.02189309318928934,0.8120272499945681,-0.092517719248084,0.25531443634678785,0.0005639113484381383,0.07344527530212185,-0.06072513263540905,-0.002870611819896433
