mean_top_net_long_wave_radiation_flux_mean_PCA_1,mean_top_net_long_wave_radiation_flux_mean_PCA_2,mean_top_net_long_wave_radiation_flux_mean_PCA_3,mean_top_net_long_wave_radiation_flux_mean_PCA_4,mean_top_net_long_wave_radiation_flux_mean_PCA_5,mean_top_net_long_wave_radiation_flux_mean_PCA_6,mean_top_net_long_wave_radiation_flux_mean_PCA_7,mean_top_net_long_wave_radiation_flux_mean_PCA_8,mean_top_net_long_wave_radiation_flux_mean_PCA_9,mean_top_net_long_wave_radiation_flux_mean_PCA_10
-0.5754530157810003,0.5722215747512919,0.44165939450486535,-0.30044673501827807,0.14834451906535637,0.146566891324791,-0.12135825904576185,-0.025914507473873163,-0.0979974826083928,0.0336475736983401
-0.6308774927940716,0.6058925465454735,0.388407606810308,-0.2662551516942926,0.1147504529071796,0.10118183806529459,-0.020749283371092258,-0.004903423676777278,-0.0028557219104649923,-0.0038218658404943406
-0.6652061399095583,0.6095909467506911,0.3689108574790354,-0.20868881108754245,0.09344452055886225,0.033053050647686426,0.019690407729631446,-0.01280552473327722,0.07228586010994079,-0.04444445197108449
-0.6932882763793157,0.6054646642518214,0.36768497415064333,-0.1326778063484925,0.035105127821248854,-0.021990858253268318,0.04762995256030408,0.0009884783925428445,0.08439002375078809,-0.01814777005819335
-0.7308349269876953,0.5932800813194348,0.3181782021484755,-0.06347026362227191,-0.017642955770696474,-0.0862995787147346,0.09989180546453535,-0.007720530050017222,0.040076530424613135,0.009452986953318445
-0.7796734217730605,0.5588625130511774,0.27156022644173183,-0.00272355634834043,-0.06416621487212922,-0.08865072992907032,0.08134610830742575,0.008477062124327904,-0.017526963025609188,0.01993761485118039
-0.8107781666757834,0.5219034312375057,0.2286209479379736,0.06145565941413484,-0.10005222380414644,-0.09899109368976866,0.07093799480105316,-0.0026324673569720104,-0.04447163997161861,0.016177010432943832
-0.83300804912024,0.49476494212092864,0.1733104661445418,0.11228523489674878,-0.1449574891972692,-0.08217994111669148,0.014450818195687642,0.0166135485753629,-0.05404311346628791,0.01804326120709532
-0.8575760616638117,0.458431988630737,0.0935185248622093,0.14898190205568806,-0.1673971029483376,-0.05780781265673322,-0.04296185194693506,0.03855180252167727,-0.04026204741175801,0.010457057714246527
-0.8795684534334686,0.41459745370159273,0.03232633531326813,0.19615150385556476,-0.1177576974482613,0.0022361991595971297,-0.08139457826374168,0.07003488067073575,-0.022124362189552913,-0.007439268897624232
-0.8972777856918367,0.369475260695894,-0.03339783631875738,0.2169767413841293,-0.09622720087879923,0.011942576405657978,-0.09477959578746195,0.05491152974161506,0.014657296058500848,-0.025737030776225755
-0.9056422817053076,0.34543568546959325,-0.08178504984718982,0.22411621879050053,-0.06644364420192746,0.046356077497206105,-0.08918361148366487,-0.002203054272639596,0.021207767041622857,-0.028355775437804043
-0.9145406130259126,0.29948376224893697,-0.13450575385470495,0.24059966017570317,-0.021081334256372188,0.06590315553315197,-0.051243623781723945,-0.02584686363332026,0.03815387630638311,0.0008757836224971533
-0.91851269001666,0.26712480900569435,-0.20081070800367998,0.20881908967610566,0.015910347396498395,0.055575611466087284,-0.01970352324167822,-0.07865537450109274,0.059289817354921906,0.002668664948434315
-0.9289818990196783,0.21990319613305293,-0.24177866348406388,0.16218967767059234,0.04360210665833661,0.06957253517278476,0.028361526711013357,-0.08805441744161312,0.03179690881481727,0.01844818474536524
-0.9407891614247815,0.16037579812948963,-0.2657090507144741,0.11632609488605292,0.07782175129373183,0.05477854302618543,0.06493288730440572,-0.06403382265853808,0.0003802706480246976,0.009929234125044062
-0.9355090280798644,0.11583217383608663,-0.30687573903652676,0.08258541124783084,0.1145109810908918,0.033621230315223745,0.06668135241277957,-0.04291289290140491,-0.04485882009244128,0.01288528575879844
-0.9358306956180745,0.05212544007714569,-0.32422367006060976,0.036157110365369685,0.13143128080918662,0.024230011017059804,0.07673772588932389,-0.013021709603179847,-0.055827557596460894,0.006596073474225413
-0.9362166437391558,0.009081384909894071,-0.32865420846137305,-0.005378404621617029,0.14667696541900296,0.0009854646821344684,0.05995797122220795,0.02632361235744868,-0.040740939014751405,-0.008760980054537215
-0.935003222822046,-0.03276194035453121,-0.31363280361752166,-0.07328757797092066,0.15841526207059486,-0.010406801003498825,0.006395528299908145,0.0778944663155143,-0.023827375282530962,-0.015710540631886306
-0.9336287933274209,-0.09686704426569356,-0.2948366122248188,-0.12743070660947484,0.1320795753100079,-0.01967948074954482,-0.013235021043758038,0.10122582625987166,0.0030607131246989387,-0.020137466103922697
-0.9361161342308121,-0.16021647773577702,-0.25091255253735373,-0.1631635225749732,0.09957415999362501,-0.05665725134857406,-0.02411158318263016,0.08068450718835732,0.029871063578216894,-0.005956590420408459
-0.9373678144055213,-0.21631484933334985,-0.21290490287911998,-0.1729980417028132,0.05144678052287618,-0.06826548199898243,-0.03714193195156974,0.0360356966448335,0.047500001294097774,-0.0015665995306692571
-0.9127363166133385,-0.30485674630248827,-0.16844636291906925,-0.21265094301357532,-0.0008839692017476452,-0.09077847380502133,-0.057826644895706075,-0.008879518476639774,0.01831181756473506,0.021860338598937032
-0.8872548452573807,-0.3736580149224413,-0.15173502550075194,-0.2099666733983786,-0.06726600663734869,-0.08085922310841952,-0.040935126616598594,-0.04998251724110392,0.004088167402227512,0.046651288443879606
-0.8561495237955989,-0.4499741981658586,-0.09872172851143388,-0.21159838794048347,-0.11341549812819347,-0.05194492524570392,-0.033138567761779814,-0.07521203814772574,-0.012025895267687528,0.017917399484189887
-0.839683769123341,-0.4859573649041621,-0.03952165520268598,-0.1858799240293731,-0.16387496313608718,-0.0121232833036128,-0.03986008690957856,-0.07898671001244859,0.0012357257081305091,0.00028568991665142354
-0.8149654302279772,-0.5404315416790776,0.009420842108807096,-0.13832230079838848,-0.17461001571312365,0.014146929481633737,-0.004497904754443744,-0.05393715418615857,-0.002298758340011021,-0.0485577078101499
-0.7925408572006682,-0.5814384297104913,0.08276551015167405,-0.08881182441325988,-0.15879020514353856,0.04527974917702533,0.030960398850459953,-0.00030639704837697726,-0.02569632055508379,-0.05220620564169951
-0.7484137163857468,-0.6252142491042577,0.14254213674691887,-0.050387687849050795,-0.14408206636006315,0.10526453322329367,0.06603249471104083,0.020313981299164775,-0.022970941717606715,-0.043040489352466606
-0.7035031363418923,-0.6627838012663948,0.19579387910071203,0.006659176365464636,-0.11871630090236208,0.12658084440337614,0.07641044988127359,0.06521940436104601,0.0028638215094838057,0.0025774782985464656
-0.6484221358686175,-0.7089645069810948,0.2578478039220575,0.08060419892095155,-0.04047904063495958,0.08820825482013842,0.04675558137399663,0.05973484447542563,0.01626739757915631,0.04701593909390972
-0.6092662150952536,-0.7188225837648816,0.31019995093612984,0.12869944465006605,0.03699385548570258,0.03612475405329274,-0.002525944681392998,0.050716590468376316,0.05167105573905572,0.07013327316344814
-0.552657696444512,-0.7157679297636826,0.3766334668979557,0.1662559495196999,0.14348380014420026,-0.020593112199905395,-0.039357812782282675,-0.0004836684969852987,0.01231896247272861,0.045249027346338185
-0.5055974133441816,-0.7046840662831554,0.41866592679569303,0.20367313310204715,0.1926369985064735,-0.07619017334148098,-0.027413768061331067,-0.03735091015740043,-0.011752060321422881,-0.013572288402085806
-0.47823433719038266,-0.6728459040965038,0.45475985939869085,0.23313212555618015,0.22274322441050515,-0.10832227076401803,-0.021402415369139234,-0.05018897892902513,-0.037306287824547056,-0.07363585256270958
