mean_surface_sensible_heat_flux_std_PCA_1,mean_surface_sensible_heat_flux_std_PCA_2,mean_surface_sensible_heat_flux_std_PCA_3,mean_surface_sensible_heat_flux_std_PCA_4,mean_surface_sensible_heat_flux_std_PCA_5,mean_surface_sensible_heat_flux_std_PCA_6,mean_surface_sensible_heat_flux_std_PCA_7,mean_surface_sensible_heat_flux_std_PCA_8,mean_surface_sensible_heat_flux_std_PCA_9,mean_surface_sensible_heat_flux_std_PCA_10
0.8246827242486078,0.46138771810741225,0.03733769861728896,0.2759444491498921,0.16301569274233468,0.08499574113643986,0.028592071634093212,-0.05207266579046748,0.05337439629213762,0.006467564549563196
0.8388944966387705,0.4031387352015279,0.03430518441684031,0.31500149665557475,0.15578538905286496,0.02611210185306124,0.07966236484848424,-0.09573923801933584,0.02420137524499904,-0.034493598689849685
0.8636551309681844,0.3679960776073494,0.0544059917862725,0.3058333374133121,0.1069285184749574,-0.04069080570553967,0.12106875948498069,-0.06337617804958981,-0.01501170389149979,-0.02223210335611473
0.8936202872711937,0.2817523049151888,0.14540455324182003,0.27576204195417886,0.028366071731618613,-0.10679479284281215,0.14031928096724092,-0.008505746123930683,-0.06372877037292449,0.004964799201487512
0.8989746754420271,0.20029917263607408,0.24442559564460967,0.2219800595275471,-0.04706881865255838,-0.17184629031132057,0.13252544023282092,0.043597186758524635,-0.06512934864257107,0.014528716953877963
0.884169067288843,0.10445251754550373,0.36801536528678436,0.15254173067630855,-0.11254200104442448,-0.1723634171525723,0.07126205416098685,0.0956771025478818,-0.053962097556720795,0.026578418196949734
0.8567896823845981,0.008223895186621945,0.44796125828592465,0.06644720433534539,-0.18695144055460983,-0.15714482263054724,-0.019011032699459487,0.10342687158170644,0.03896749464090612,0.006399344972411969
0.8394382821455464,-0.06977667942674558,0.4901547926365996,-0.007246069079838931,-0.20020769658877144,-0.09256350825074636,-0.09050812350024201,0.04788544485009212,0.059014297756111944,-0.0179762070501017
0.8226449590635702,-0.13945880581043252,0.499713281543261,-0.08112689392111232,-0.19945933483453318,-0.02095117093733568,-0.11620088043888119,0.012431037267452188,0.05250652112844058,-0.05574513861238988
0.8349361749099952,-0.18978924357908145,0.4668278278618805,-0.13052981137063074,-0.16483464657166375,0.06638170277855383,-0.09123189700897172,-0.044926181262095605,0.0009136170356550974,-0.05131510155773051
0.8429686521823081,-0.24132151846041666,0.41620308532126715,-0.16534725233067912,-0.08856268723555583,0.145799783374912,-0.04409101323319281,-0.09683302576016409,-0.04414877961730089,-0.018130181491572975
0.8366937402817434,-0.2967560478391988,0.3648935902533917,-0.21136728151215342,-0.01056380041594892,0.18516787520044634,0.007649905204412843,-0.09638439351890946,-0.05168218526064749,0.026292219045762233
0.8382083567527064,-0.3566199010857702,0.2615513343264665,-0.23725519186252284,0.08792422704220669,0.1995460299001948,0.06617492612923986,-0.045093049643286656,-0.04518371388981215,0.05974210548958214
0.8331326787487802,-0.40545353453881344,0.12942376175872067,-0.2538831556719287,0.1718775699304692,0.16794158811833823,0.09811844055100047,0.04297732140320752,-0.0017805671936121951,0.06163021068138745
0.8318723122542709,-0.41965400029179756,-0.0025002025567902914,-0.23867489192503305,0.2446511208730301,0.08629836006284881,0.10454794128684944,0.09457049610536669,0.029002233487994224,0.029209097757825757
0.8224129444619506,-0.4312040564569769,-0.11722160704746538,-0.18992301821823598,0.2876236690188124,-0.012779576485921778,0.07355212175611471,0.09879921820728373,0.04563069263340361,-0.036448897694908666
0.8231439838931378,-0.44029028763949674,-0.17311559932959633,-0.14989055167447332,0.2690044892784625,-0.09917649791670928,0.012191564056310842,0.04038357757808059,0.04374123710736625,-0.06044483102531571
0.8228083039479274,-0.44067295466970247,-0.19487909455008165,-0.11612644806298046,0.219185496556962,-0.1831555264590983,-0.04735192731333055,-0.029555297269322562,0.0042433261033773175,-0.07971080878524611
0.8193698790879155,-0.4493011556634288,-0.2172491215993035,-0.07019526870911823,0.1456073600802125,-0.22283815904727028,-0.09943885956076902,-0.07183326388172989,-0.02585340447231167,-0.03283114602708682
0.8125210661574015,-0.46683879935876593,-0.2786315942733744,-0.00014788015281767082,0.06486601262469074,-0.1910091206067838,-0.1081998437303782,-0.0644088374833567,-0.029825227282141396,0.025473052778434892
0.8028110095080788,-0.47473563473390995,-0.3152325457740536,0.048405113090594414,-0.04066910046898871,-0.14872724897364833,-0.09974195337704725,-0.043180581697798336,-0.03168543199877052,0.06886197000970783
0.7779329851158694,-0.4919906424812118,-0.3572567230711206,0.08103423452439439,-0.12219880649400806,-0.07079239252944461,-0.06910652567098469,-0.013353342351119945,-0.013326519042562697,0.0747207446054311
0.753836394058943,-0.4903408107117636,-0.3859516084083958,0.11354987021345607,-0.18531751521620002,0.02103399584673893,-0.018597049808838872,0.026880442421078298,0.012497613547014117,0.06463860550296284
0.7266904586532247,-0.4698599178122915,-0.4087583528564226,0.1227809132550735,-0.2511056792403806,0.11637036437402863,0.026811232360716825,0.03717158723055889,0.011171304294061468,0.024599344572897513
0.7023445287232523,-0.4624325861750379,-0.420401622985234,0.11381774028352268,-0.2823654237367573,0.17199916945511828,0.07646888831562301,0.02083615856849798,0.004128906011644531,-0.03794448621163454
0.6668551967859382,-0.44636808340740197,-0.45483208304986017,0.143266625426627,-0.28189000790931706,0.1894895284457395,0.09891895994016182,-0.013226719159412892,0.02644885719420371,-0.1098669149751803
