mean_surface_sensible_heat_flux_std_PCA_1,mean_surface_sensible_heat_flux_std_PCA_2,mean_surface_sensible_heat_flux_std_PCA_3,mean_surface_sensible_heat_flux_std_PCA_4,mean_surface_sensible_heat_flux_std_PCA_5,mean_surface_sensible_heat_flux_std_PCA_6,mean_surface_sensible_heat_flux_std_PCA_7,mean_surface_sensible_heat_flux_std_PCA_8,mean_surface_sensible_heat_flux_std_PCA_9,mean_surface_sensible_heat_flux_std_PCA_10
0.3988143932759777,0.7518930537028504,-0.16731297498895478,-0.39507618201146766,-0.21401733848974014,-0.1531970493797857,0.11344459562071957,-0.07352906324720554,0.11353213562626513,0.048386364265776596
0.4325954823815482,0.7778180022661125,-0.20728442807410938,-0.35705521112324995,-0.14976013576192237,-0.12573964541900118,0.08693389218557358,-0.04288077111972686,0.05049528238857195,0.019367483007774723
0.4741421894139635,0.7932368342513147,-0.22415552006541753,-0.2865863079061695,-0.11054682513507469,-0.07596766176607189,0.06687412719721758,-0.01517008571268572,-0.04068151729078776,-0.011641527926455047
0.5096437477540557,0.8004816663933614,-0.22264654002541953,-0.2189252696322214,-0.06092415323389021,0.00433644123000707,0.015857944057126216,0.014560632780268331,-0.08123321559267734,-0.036457498775455024
0.5550590807542444,0.7807774066053578,-0.23437663958150712,-0.1458823963969167,-0.005264221950214694,0.062037092863398556,-0.06261994461002594,0.04850904471368115,-0.07707866385073686,-0.05505717884012246
0.6119726204936655,0.7427392625793757,-0.21450686005049274,-0.08436319793292281,0.031570005066271896,0.10571864978732073,-0.11215143355899407,0.07654345244396522,-0.05557259204750766,-0.020935995958295598
0.673956848403201,0.6976980688384088,-0.17437430181371022,0.009964717657653603,0.05411745632856565,0.11277175962907639,-0.14409822717972084,0.05911208341525206,-0.014012044146372027,0.021031499787860158
0.7252151267963453,0.6501281396330563,-0.10734911790028293,0.10000623523077912,0.08076170882530126,0.10968082620746662,-0.13873745705493123,0.028257993101343186,0.020718072731283906,0.042985793435599065
0.7739365986659695,0.5905106039380056,-0.01871847233160881,0.16775045412126247,0.10692745656490678,0.10385108980906575,-0.09389776017551266,-0.010732312170145256,0.06708345896716687,0.025620737752589592
0.8111229907451888,0.5165486283324335,0.011972358281599225,0.21797864872670814,0.14459938637003023,0.1042772634347302,-0.042184478872633026,-0.023790075115041727,0.07352999267007515,0.016918253180354507
