mean_surface_net_short_wave_radiation_flux_min_PCA_1,mean_surface_net_short_wave_radiation_flux_min_PCA_2,mean_surface_net_short_wave_radiation_flux_min_PCA_3,mean_surface_net_short_wave_radiation_flux_min_PCA_4,mean_surface_net_short_wave_radiation_flux_min_PCA_5,mean_surface_net_short_wave_radiation_flux_min_PCA_6,mean_surface_net_short_wave_radiation_flux_min_PCA_7,mean_surface_net_short_wave_radiation_flux_min_PCA_8,mean_surface_net_short_wave_radiation_flux_min_PCA_9,mean_surface_net_short_wave_radiation_flux_min_PCA_10
-0.10333821461186948,-0.5529884289895793,0.6706155446196024,-0.08429684700297142,-0.028826566178616328,0.006428559787364325,-0.03528678659594301,0.2984459282763777,0.16449327759676102,-0.3240732416784773
0.10005850150506825,-0.6421570419251338,0.6167462649895197,0.05431582053671108,-0.20474890251153607,0.06869734162636246,-0.07511853812975448,0.10998763913477731,0.1753428606075872,-0.30605847517174356
0.5800676957294522,-0.4365838592032994,0.17474702405850107,0.36093316907786477,-0.3375798501152037,0.31670310899141585,-0.1396478838612483,-0.17823500023722735,0.007236743553839826,-0.04187020967718027
0.7036110794904288,-0.3298619148943339,0.04638269139004291,0.41385273767981917,-0.2340790318396126,0.3111328909796231,-0.2041701849491709,-0.12724902342497088,-0.0031678152410188603,0.03249278768112356
0.7984243137128723,-0.23091958885547473,-0.010414757406662296,0.39931612042612874,-0.06493074850539707,0.3029522607752834,-0.21694984304883647,-0.021715530081330387,0.01659075150788742,0.07501130239149423
0.835451049260176,-0.14205097015707177,-0.03212769405932589,0.28068678003015485,0.06379102412299595,0.3881737403110134,-0.06834582302469121,0.10277165966781414,-0.0640431427184583,0.07000355537156189
0.8430573379966572,-0.010757995613766854,0.0036007766499676864,0.14823060990004008,0.21998106181883303,0.36485701413523985,0.07352064193872385,0.19990656213859148,-0.10033313237957593,0.04651242304200758
0.7995690908994828,0.20950486548309916,0.12109478740038543,-0.018444137400191376,0.3214039707470618,0.34741031795670396,0.21761351134929885,0.15657607032860102,-0.045601411888618375,0.01013537607762927
0.6362034827303801,0.47376447919670134,0.24290171940859767,-0.16431853493189766,0.3675101936369312,0.2393035502592126,0.24196708286674348,0.06549812862071747,0.02871745161575724,0.005615889852313882
0.3572240088803427,0.685885713613754,0.39358706755700873,-0.2657356059571954,0.27448512133447805,0.1532511435679419,0.22244051563257994,-0.10126486084005874,0.0761214350273317,-0.028487358567738246
