100m_magnitude_of_wind_max_PCA_1,100m_magnitude_of_wind_max_PCA_2,100m_magnitude_of_wind_max_PCA_3,100m_magnitude_of_wind_max_PCA_4,100m_magnitude_of_wind_max_PCA_5,100m_magnitude_of_wind_max_PCA_6,100m_magnitude_of_wind_max_PCA_7,100m_magnitude_of_wind_max_PCA_8,100m_magnitude_of_wind_max_PCA_9,100m_magnitude_of_wind_max_PCA_10
-0.9237924404112715,0.2935765413014462,-0.11551827684060302,-0.09562869594358614,0.16511410340337002,0.09019851396519082,0.03119918756675094,0.01771295398451203,-0.08061105116059314,-0.011390461570375645
-0.8990626750604783,0.32318059655164794,-0.19356079358552078,-0.04108947687390596,0.12901589478845055,0.11678540426237405,-0.0503954201787575,0.06488594398342011,-0.09886701819682149,0.03149067126252247
-0.8881763472165171,0.3304722683855264,-0.2379851270350556,-0.005118922078931638,0.09357080200012437,0.1433056881559784,-0.0994054680673506,0.04636310299747886,-0.09460069822089863,0.05357330238160899
-0.8696255938197361,0.35886586422929906,-0.2916747643889202,0.02217988175472642,0.020246128970999533,0.11020192697090585,-0.10803636399573707,0.02643724971025087,-0.022960446260777707,0.02161231478820743
-0.8461147675286601,0.40944661098578805,-0.2736954037997113,0.08296589023395023,-0.08989806174111648,0.09608622887035266,-0.09732920791779962,0.0007188980531189188,0.09241108898297527,-0.04224195337692069
-0.8338398569260248,0.4061859342039758,-0.2956664336552543,0.15202666979820043,-0.09510682080725784,0.0701806143160602,-0.10299143767742167,-0.009869893030380628,0.11588317394255904,-0.016328077976382648
-0.8262522578135375,0.4440083384840139,-0.2819457114967742,0.15613210405842368,-0.10296657073603237,0.03351988811851263,-0.04366802854373437,-0.011244166441992878,0.08534686501496014,-0.02993979872331421
-0.80364237501266,0.4554734569644592,-0.32087751513674206,0.1559541694702666,-0.12472670167979161,-0.07052312526267399,0.016282781333496126,-0.031845887184705164,0.028026816518307407,-0.014001608213993816
-0.7661817676882993,0.46992292850127654,-0.34004767787708456,0.15228484257582683,-0.13885191012536346,-0.15643778362634925,0.12596776430393744,-0.036356945181257115,-0.043424803432158474,0.020947130507490874
-0.7329818486793725,0.4568633425065461,-0.3848570889027305,0.1315433086363635,-0.1331957614915478,-0.1928913119739071,0.15584768941118293,-0.011482955768145717,-0.12366402493702337,0.02929279486250536
