large_scale_precipitation_std_PCA_1,large_scale_precipitation_std_PCA_2,large_scale_precipitation_std_PCA_3,large_scale_precipitation_std_PCA_4,large_scale_precipitation_std_PCA_5,large_scale_precipitation_std_PCA_6,large_scale_precipitation_std_PCA_7,large_scale_precipitation_std_PCA_8,large_scale_precipitation_std_PCA_9,large_scale_precipitation_std_PCA_10
0.6685591756917204,0.5691297002126114,-0.259868674589555,0.2354806140870261,-0.2507917579911042,-0.17432666180252815,-0.1294578797340912,0.010048001811859058,0.011353580989176526,0.0830307670458182
0.6947015423040752,0.5991973789723524,-0.23697306389314743,0.2103712627976949,-0.21601755381661492,-0.12020222211518894,-0.0731529066579345,0.033608237835394225,0.020146152103791014,0.01792445126391871
0.7241536019211552,0.6026414490045705,-0.2366658881584479,0.21056536678852628,-0.08811724915765806,-0.09228666620233761,0.0274819608337037,0.0027288443988526113,-0.03876023009750895,-0.06918875405921777
0.7261066702381396,0.6153008352397406,-0.24508177427198719,0.17423728854226775,-0.04229202425302959,-0.03394658031716587,0.0884169356346354,-0.003926435390111883,-0.03565534712749145,-0.07154350795706067
0.7386142949555952,0.5996341008935827,-0.2723198592475616,0.12429133109132984,0.02564456633911884,0.04515299378615796,0.1170931077419448,-0.016203406632264026,-0.025695244524074356,-0.032688702670915046
0.7537534398690366,0.5731835573606764,-0.2792400115848748,0.08584533930690459,0.07055559340270394,0.11145006604701035,0.10589434422636276,-0.02356491040075712,-0.01188387802946307,-0.013478271014033098
0.7862302756657475,0.5449071671882428,-0.22898923962408174,0.04330446906314947,0.10868167331573027,0.14839809772540077,0.08712650542391577,-0.01860001662464067,0.023021845086972286,0.025616450985211214
0.8090779573300029,0.5277746332899357,-0.18807587205479942,0.011140787837656003,0.1103420813242127,0.15758518922952336,0.0202908612211391,-0.028760633162414815,0.03944807034674482,0.061115419702084305
0.8435545454367032,0.48499377397995136,-0.15062327569792913,-0.032980339783171754,0.11369942861641429,0.1429708998899136,-0.056209919578330686,-0.01394695883522994,0.04142997303210365,0.05880654753431156
0.874636475987767,0.43770127526091845,-0.09817845351637407,-0.10523535338956416,0.1119790698745585,0.07461540660230434,-0.1173418353972304,-0.011230917297036626,0.04440367131380586,-0.003374796763398138
0.8832061376420296,0.40470183240838203,-0.05030358734039872,-0.16118543156163623,0.10841255852747853,0.0377953309366157,-0.15437056918489922,0.015469303479736794,0.025788138572143286,-0.03251840826125744
0.8869423982938395,0.3885695505056192,0.016687062305144558,-0.20477410063660947,0.09053856848572436,-0.023096417615557408,-0.1246448897776904,0.025922065935341694,-0.021166568678285508,-0.06025597988020702
0.9137620797353478,0.29605573325338486,0.05566049589391938,-0.24806105663491723,0.0643109533935928,-0.07080368363414158,-0.06449027566572012,-0.000681793190244103,-0.07980417304551474,-0.019145266138578757
0.9031903885720913,0.277616441987753,0.18043320352866038,-0.26468019090885275,0.006602593826059806,-0.09667750630754544,-0.018556871738037186,0.0018249902478742485,-0.06745706560142535,0.00622047005839911
0.8870295667171131,0.2907042180833653,0.2357834754039565,-0.25426633268701176,-0.011561321714351794,-0.11405163794655421,0.0641245009201571,0.021787935315978096,-0.04823708622304764,0.01945262329636719
0.891741822119439,0.26661273162492166,0.25914288923866896,-0.21239362038562073,-0.05458824746389998,-0.10507696682021762,0.11452782616274171,0.050601964761668936,-0.002065903134567857,0.026689505200625102
