mean_vertically_integrated_moisture_divergence_std_PCA_1,mean_vertically_integrated_moisture_divergence_std_PCA_2,mean_vertically_integrated_moisture_divergence_std_PCA_3,mean_vertically_integrated_moisture_divergence_std_PCA_4,mean_vertically_integrated_moisture_divergence_std_PCA_5,mean_vertically_integrated_moisture_divergence_std_PCA_6,mean_vertically_integrated_moisture_divergence_std_PCA_7,mean_vertically_integrated_moisture_divergence_std_PCA_8,mean_vertically_integrated_moisture_divergence_std_PCA_9,mean_vertically_integrated_moisture_divergence_std_PCA_10
0.645737634127383,-0.6263913435659958,0.271565066267652,-0.3101193290703817,-0.09002492004399434,0.10242606300603227,-0.06318434174397236,0.02150980012395206,-0.08534679359272519,0.019483734790608435
0.6736477797030862,-0.623194037089151,0.2749226707445515,-0.28967214117491535,-0.06679563088028695,0.07346619105243267,-0.03349990350522338,0.004725512088441032,-0.02061507727410025,0.032266170185920026
0.714019659994549,-0.6005902591505848,0.2659455508281238,-0.25465187889304974,-0.019613934241220873,0.06948016935103947,-0.009101331823546796,0.0006552024062155323,0.03726812423700718,0.0049889712613781795
0.7355892543777239,-0.6000874732209767,0.2577948389672813,-0.2015006970558592,-0.0006675627301154358,0.011463036032999967,0.02777162161952539,0.006355978954769186,0.05492709449225494,-0.015333506490907128
0.7591758820318709,-0.5869557779324226,0.24841999186214805,-0.14336187930893304,0.035201143652025764,-0.05013812605067169,0.04763117525195594,0.01109975360495511,0.05398188958101411,-0.03475564122406024
0.7797730780509824,-0.5714279028132635,0.22844096985683454,-0.05472451721460558,0.08785698107123718,-0.09499679239282496,0.05540980323385456,0.005056906347349043,0.022655803329212392,-0.04046816629218156
0.8093005685340934,-0.5355271560284339,0.1924211620412831,0.04146214846820162,0.11471356172896799,-0.1326044557464734,0.03723185293479711,-0.0037737154227916645,-0.030419936526875566,-0.020384243798247048
0.8266251177859811,-0.5092709524951655,0.16316883478428293,0.11132101487060625,0.1132019983974401,-0.12652730529470904,0.006442754489032168,-0.022833547011975732,-0.04616932171254057,-0.0031841999428317102
0.8527652863349672,-0.47850452488358464,0.11723934711931008,0.15004739222525332,0.0893298004270394,-0.10016798584293275,-0.032364910670191906,-0.02960053567438064,-0.037023884788918215,0.017251503639907313
0.8750154421098147,-0.446575684598569,0.07392675084885697,0.18425001880607533,0.05579848608207887,-0.040895136042406556,-0.0475465829286632,-0.04213756417021918,0.0047259820754472544,0.020180092221499458
0.8871548280149811,-0.41431445254346677,0.0376698073961121,0.21452229883030569,0.02452424637588085,0.020734313747789734,-0.057361127709407204,-0.039339339005028465,0.01983496056681743,0.029610443185005567
0.8967934957311364,-0.3878643213769695,0.012793680972574845,0.2218222891525539,0.0008446408230422073,0.05750764496551436,-0.054266026908166516,-0.02959618270176554,0.012916621499274578,0.03515859970313315
0.9156125563300501,-0.33193776220364707,-0.041279685906758706,0.22959245795285876,-0.02734587846849146,0.07636988230162964,-0.03323535704582418,-0.0018086055833231153,0.04474239837385464,0.024093754677975875
0.9252822222317073,-0.29862398793145273,-0.08742440691493511,0.2111591761791482,-0.051535148246225064,0.08547279801294462,-0.028392035868057493,0.06102548982749112,-0.0031258118891434035,0.01324407780065735
0.9356987737631677,-0.270055082990012,-0.10891689818678854,0.18654427647793576,-0.0415360625167062,0.0846348938725194,-0.010178243719989733,0.09277621040939142,0.002466522394723,-0.00943894058159043
0.9510200575809993,-0.2238662863882072,-0.14703560477747227,0.13269007913823092,-0.06853955320766567,0.05891796240647073,0.03773535592816906,0.08862786826684327,-0.015670492055073565,-0.041565341953995756
0.9518146276953745,-0.1585657609939664,-0.2178718872573408,0.061250284570404566,-0.12620949745241616,0.022463062447628964,0.0966897509586804,0.047011327895914314,-0.028158478505761784,-0.05039258880099225
0.9478825010182067,-0.0849749106112026,-0.26420668204067455,0.02151982847333187,-0.13130601905834285,-0.002883752366863912,0.128254740561508,-0.027474582121875913,-0.02469748703273239,-0.03035357940120069
0.9368696690264736,-0.004042587819387321,-0.3129768335039911,-0.05449360218145997,-0.13641655215335494,-0.0014937608868070466,0.0821900359940225,-0.08489191861753066,0.015726661192506614,0.03463376140846892
0.9280360667062834,0.06784055110006997,-0.33450552245306314,-0.09282878964940745,-0.10025214188667228,-0.024653641309380834,0.03376143501028125,-0.11658934808880865,0.03199666616431819,0.024357330931697157
0.9106755747690177,0.15815640362367892,-0.3576278066106117,-0.12693281328416123,-0.06764552234022037,-0.052015451740404124,-0.042634814335478013,-0.07479379276932077,0.003581963805182763,0.004982733806737726
0.8867438459356665,0.24133729983503763,-0.36414531321419746,-0.14422018395611558,-0.027042027814191308,-0.06973815611238071,-0.09179128056179792,-0.00897778049233373,-0.011631094214286194,-0.000854565730936795
0.870225119548579,0.3160107983799414,-0.34831332641359225,-0.13251181088934794,0.007704676132751636,-0.06538942341784605,-0.1055557305257035,0.035768261270943034,-0.032883396996034285,-0.016497820223681976
0.8657869439939071,0.37212855012609103,-0.3090722472054857,-0.11310512574090058,0.055116907236183836,-0.052658077052199215,-0.07560330521534134,0.05957054262688687,-0.027503062107153024,-0.03181586336627494
0.8606330590058249,0.4250613043904635,-0.24586899199962828,-0.10817681346269443,0.10728634684000564,-0.02206344843620768,-0.021023892914544106,0.06204552081252929,0.03789749715100947,-0.008356631994035338
0.8394679320080836,0.4895338112366863,-0.14370926353959176,-0.09455258257460429,0.16364311993262826,0.014168638126034205,0.013917262388520419,0.05909322155061266,0.07744807497319355,0.018782601841785856
0.8077870864503157,0.5607915149339925,-0.03838579371001422,-0.07127420353559706,0.17337713685865833,0.050322285349251046,0.05353338917005892,0.03966276253853549,0.032074945844146704,0.043540986367539614
0.7675602026338608,0.6191490373492138,0.05289567548855424,-0.05039981499818288,0.14435564547719662,0.05152502715720749,0.08182465148502926,0.003388878664248164,-0.03230214419088888,0.06888718397409835
0.7387500499359064,0.6515334555584315,0.12333202220266641,-0.01159635348689072,0.10852560774800374,0.05499681804824334,0.06654380205995415,-0.028760982678751157,-0.07196082309556998,0.027085690893030322
0.7189288384867091,0.6686601978496177,0.1766456579514523,0.02033004972436772,0.0780948510107764,0.06631443208260028,0.026312861551627778,-0.03299275570401107,-0.06042337146932177,-0.03257584139506867
0.678902571623703,0.6985286344774979,0.22401931431103997,0.038633220166040184,0.035984784340510535,0.08010889942656593,-0.025162000832282386,-0.05547107390417027,-0.01679347456922153,-0.0423334488675651
0.6471394246767171,0.7087313993682975,0.2797104191220659,0.04469086087162896,-0.009477950394043316,0.06024615138683981,-0.039137543430751605,-0.05455205444973656,0.026415880534201186,-0.06423245688257234
0.6074480665134494,0.7231308521725934,0.332387348436568,0.03509570782761901,-0.05120301377123806,0.02219820518677391,-0.04117571240863219,-0.04596672118415959,0.033373912719954546,-0.046373640316882694
0.5758819650080798,0.735315611760977,0.3594631434873694,0.04179421139703116,-0.08842293254342729,-0.017801481732287405,-0.035228087140196776,-0.021367014244791066,0.02017443578482277,-0.009251669787195715
0.5395758937786354,0.7318472364771045,0.38755253495213526,0.048369053691875795,-0.15377434174829904,-0.09046484237703763,-0.0050442504966731975,0.04019902609208271,0.007372800569242921,0.034057545878953675
0.48921938403559023,0.7352586806849202,0.38352328784429773,0.03656714265878098,-0.22148225786894954,-0.1522687640034909,0.024581408257630798,0.0944588738380668,0.0009264651576813401,0.05390529466004556
