mean_surface_net_short_wave_radiation_flux_mean_PCA_1,mean_surface_net_short_wave_radiation_flux_mean_PCA_2,mean_surface_net_short_wave_radiation_flux_mean_PCA_3,mean_surface_net_short_wave_radiation_flux_mean_PCA_4,mean_surface_net_short_wave_radiation_flux_mean_PCA_5,mean_surface_net_short_wave_radiation_flux_mean_PCA_6,mean_surface_net_short_wave_radiation_flux_mean_PCA_7,mean_surface_net_short_wave_radiation_flux_mean_PCA_8,mean_surface_net_short_wave_radiation_flux_mean_PCA_9,mean_surface_net_short_wave_radiation_flux_mean_PCA_10
0.18840893477813042,-0.5910550514777285,0.6566521713385544,-0.17180770775800347,0.19030137989687462,-0.04715066201086673,0.15768549101056406,-0.1818079312478139,0.01912542685211493,0.2460433385040531
0.4654556501993342,-0.4919918800245189,0.6909371677386839,-0.05422867550263057,-0.06958305551213494,0.06065284736135304,0.06425469149220887,-0.05083239887280057,0.08861217222829686,0.2250159348968064
0.7257962727808187,-0.19060167012291565,0.4916080139609916,0.16161668311043342,-0.3167629062011068,0.22189481490648835,-0.05178200159156534,0.014272823306203868,0.12128732434724875,0.07117862828092247
0.8102538115008638,0.05003091353827209,0.234445401244526,0.29395754991154666,-0.336792100826303,0.26156568486672427,-0.10758025833120813,-0.08402008894140593,0.061694620558066036,-0.030764550067909683
0.8403910927429035,0.2312251727321319,0.07729793989305334,0.35662109158694427,-0.19059821313992464,0.21372099315130214,-0.0567658418139574,-0.16976784521250743,-0.006259700372608736,-0.04796509844324168
0.8283431934170049,0.38306091568714945,-0.004009639763478811,0.3334860600371696,0.015569239899528912,0.16948090007167824,0.078804933733716,-0.15873502458815053,-0.025169348688024416,-0.07656113126480169
0.7123628721217631,0.5556391484795543,0.0025470425565061183,0.2653112742393965,0.22504716561541777,0.14888484309696712,0.18303927949266202,-0.08381387154954811,-0.04309959468842416,-0.08062558446939723
0.4514148920531244,0.7326083554288657,0.08251508464909803,0.1478835986825502,0.409663383320382,0.1498172752184621,0.20856368689842675,0.028064776951040465,-0.05717185647110054,-0.048175852166235204
0.13315581834303516,0.814712748403886,0.1990417704963908,0.021156590440562895,0.471259574641272,0.14578693752958577,0.13686339859976465,0.13577373715009877,-0.0739015163715827,0.009681071833639848
-0.16587499688919477,0.8033175429729712,0.3436913616092981,-0.06768811368610972,0.3778806669983355,0.12738731541044443,-0.005360424008249139,0.19480570526334312,-0.11543816512552021,0.06218473159989797
-0.3815492480443012,0.7454338408125393,0.45369246934377777,-0.07836267313767895,0.16326960713000999,0.09122208214522795,-0.13218211258885965,0.14358572319463578,-0.14134309259577477,0.06850184224779654
-0.5346722138010616,0.6636113660676618,0.4827916611079927,-0.011861199055389004,-0.07587020422274741,0.03331638776496905,-0.12997449975026348,0.024384451757731726,-0.15085571954134758,0.0439898299597379
-0.6410800643443678,0.5335850083867502,0.42242007484822724,0.10619923610354785,-0.29516680279553487,-0.03186634562692575,-0.02368855231739408,-0.07556394854080492,-0.14383380798025514,0.03053081993094672
-0.7090504387933532,0.34785111710073824,0.30125559644225436,0.3132035465379772,-0.3935729213280587,-0.06688691101214612,0.11663788532105257,-0.07839048098016592,-0.10419476304448899,0.02087886896126347
-0.6930647502038024,0.08321675210858374,0.11739278250154687,0.5872816561401184,-0.3216883191149358,-0.06730525333582166,0.22493478010239337,0.022234106024468434,-0.009441967384038854,0.006717651485138715
-0.5876800103369917,-0.17711577307791473,-0.03377442308197475,0.7491543955192183,-0.119262207218128,-0.026335640055694682,0.18758054790914927,0.13307860893994988,0.06265307490046486,0.008950797755913054
