surface_pressure_std_PCA_1,surface_pressure_std_PCA_2,surface_pressure_std_PCA_3,surface_pressure_std_PCA_4,surface_pressure_std_PCA_5,surface_pressure_std_PCA_6,surface_pressure_std_PCA_7,surface_pressure_std_PCA_8,surface_pressure_std_PCA_9,surface_pressure_std_PCA_10
0.38807148277240294,0.1821261584760159,0.6069952592305995,-0.056772159213597975,-0.3027637027377122,-0.34666300069825884,0.4279470006074866,-0.19793514215292715,-0.030842887088475414,-0.042432925366172505
0.4675729782862241,0.1479688805645247,0.7293979993813818,-0.06233678864931173,-0.3131584219381421,-0.18870120451938938,0.27199423521190114,0.018811020536741746,-0.08183842470811707,-0.030463254936812165
0.5714668794297995,0.08633951105294245,0.7196975396074143,0.014243179805414593,-0.312269533855654,-0.02452100193557383,0.05429916521625672,0.14141779434204435,-0.11177491555592035,-0.00897421640724201
0.6325901688172507,0.022263986186492588,0.6871598834744874,0.14983966334109367,-0.2672032484114209,0.058832857128109435,-0.10317507692424722,0.14947605362976962,-0.0792349485237669,-0.01345871493497053
0.6414060935553381,0.022067689351821854,0.6553813154063634,0.17750429803711792,-0.27524253238578616,0.1081720537776188,-0.17798654325044258,0.11530378440019569,-0.018855915164636815,-0.03376587868702205
0.6188763130026147,0.09540736639831644,0.6621521257643214,0.2110199348223127,-0.25369035221582564,0.12496569099160017,-0.19635632469126837,0.03282169847320338,0.06459540821752423,0.02659350634499954
0.6659551655251736,0.16700204295283835,0.5862377364991067,0.19225639780474424,-0.3031142749614768,0.11573241899521973,-0.19174232472462183,-0.07964381389604357,0.06964590965219414,0.06174009624111074
0.6021080394382051,0.6194732737030761,0.3225139601258094,0.0810504341933588,-0.20288019022164167,0.09620748038957508,-0.107060165678882,-0.24811803654109857,0.16395759616556382,0.04601403041727809
0.4495929360343162,0.8651734844460209,-0.032392735951466835,0.09161780054444649,0.07607369569638786,0.03714251619979211,-0.027775135621960507,-0.11460859616812755,0.13156236987928593,-0.08999542954927667
0.3725181621618199,0.8960648399828653,-0.11309761669511934,0.1020120906746071,0.16298472731560004,0.012572773971403186,0.013215204569487585,-0.016908786434329692,0.10494104498621708,-0.09290987003192439
0.36763613506663223,0.8970232909583102,-0.15793849904200058,0.08686857674873344,0.17822175269303278,-0.02098322160222804,0.04142004539941807,0.06450248083073933,0.029329490927191053,-0.060270927704354965
0.3823365649387099,0.8803178468533894,-0.20970026735505826,0.05965611608114763,0.18305258953330797,-0.025881553539652432,0.0372609194134841,0.09556688317247253,-0.004512994304042323,-0.02522199573403874
0.39815982784425835,0.8675463774466162,-0.22053042539370257,0.05039496860656975,0.19132320790896318,-0.025836932989542434,0.03602261479942011,0.10355402869835208,-0.03467203349505461,-0.01650623782613737
0.44713551763140535,0.8339706803556988,-0.26176021911316083,0.0022355155820712983,0.14816263410422653,-0.037468787349314,0.015307762459389296,0.11967460244506208,-0.09440637466061767,0.029417955539264833
0.5307776421420322,0.7757431068033414,-0.3044829371455739,-0.05453615192895598,0.09378255273689658,-0.01266597038532707,0.009925404797977383,0.02890835235264282,-0.11735093481298972,0.10380359186922078
0.7842626378254053,0.398925487765817,-0.3874396200927369,0.002842931417116029,-0.04176522025735899,-0.05357296384987664,-0.058188009001609205,-0.1206444812780074,-0.14683693033119724,0.2017603766819443
0.66541524751415,-0.26545608675038596,-0.16282125228583075,0.6277472677832623,0.16757449207365913,-0.13729868706217707,-0.07328412749706403,-0.12421442346277622,-0.0813683250926858,0.06209368723882654
0.5875213241058678,-0.3641079125398009,-0.15522920285697103,0.6714179719960076,0.17408241529700633,-0.15184856956040962,-0.07732314194205014,-0.022604800299829357,-0.03708935921410374,-0.033650941295541616
0.6016342977507726,-0.3789119469891368,-0.1879097190376459,0.6597441936606716,0.14710739007826074,-0.11605554430366259,-0.03953987869049191,0.0016961702003222856,-0.01567586439838926,-0.04773281419642677
0.6311785982813088,-0.38458119844984134,-0.23598814019342915,0.6294408256648154,0.09985008329835976,-0.06427339935086342,0.016924699730651468,0.019322101160710585,-0.0033385869249021234,-0.04496566079608219
0.7074290201207444,-0.3631335907421428,-0.3223167598099716,0.5169599087912454,-0.005491616496968253,0.02941907565048616,0.09440552995906447,0.02029675870342232,0.02312473127284701,-0.033786166829941414
0.7536861588650607,-0.30452267686921136,-0.42825849145096045,0.30302999196652347,-0.15171837615862807,0.14440973967323684,0.1781041735472812,0.030902033907921997,0.04795539396619581,-0.002489348716969021
0.7354424884571722,-0.2365155936411969,-0.48456889481045995,0.09571985049563685,-0.2672159833863733,0.22596921625342875,0.21685472786522317,0.03918196340715503,0.0579292353401877,0.011768481790568467
0.6747061410475349,-0.15057044480894674,-0.5093053739596788,-0.1450095488658712,-0.3700974383725296,0.26538857577272457,0.21385652541981698,0.02451814181884708,0.05493038554357152,0.021184668677701142
0.68474839509469,-0.12866153728218652,-0.5122912319293031,-0.2493549980285293,-0.39220630713817334,0.1953953195191109,0.11289810252056402,0.007239490321146289,-0.0001049605248689325,-0.003184522514437825
0.6967748932879424,-0.11985254106460962,-0.47615083014505416,-0.36933905437632975,-0.3383620629204824,0.0025970241235213735,-0.1293470483875885,-0.04113340265801882,-0.09527765886849471,-0.044607399001969944
0.7025416760258661,-0.13422352757213188,-0.4274921409337154,-0.42715628303839037,-0.26756163813341044,-0.0918525879162868,-0.19432737348647613,-0.05025591074946884,-0.09479722766558615,-0.059131140091078886
0.7327550358791853,-0.1615601112479336,-0.36734892999914054,-0.477368167171471,-0.15752177794760586,-0.14848814481035294,-0.1719602674184524,-0.045715721302770566,-0.03147258681485336,-0.07844355794841557
0.8098360500539072,-0.23712565415696527,-0.2306530519152456,-0.4069055779978457,-0.002020808760684806,-0.232516775456416,-0.11890013185090655,-0.009921037248600948,0.03956942835818722,-0.050030237302035895
0.8604070079964782,-0.2879929355431812,-0.019577054408055246,-0.3053722934670208,0.12043382847016386,-0.23018706476100795,-0.06425474531862274,0.07874983294994227,0.11848685066319668,-0.014809272838467889
0.8396579256510149,-0.3054315151003445,0.09849972323825228,-0.3016930752101921,0.22258620915442462,-0.1636080783395624,0.0018800147229600672,0.09937264219298236,0.15890198187899363,0.051030679262587364
0.8127831402357878,-0.31050133112271877,0.18219723691024597,-0.2818478932393153,0.3080533163430328,-0.10794088770095407,0.036348693558326706,0.08937472706013581,0.13216479203645756,0.08632349747109005
