relative_humidity_800_min_PCA_1,relative_humidity_800_min_PCA_2,relative_humidity_800_min_PCA_3,relative_humidity_800_min_PCA_4,relative_humidity_800_min_PCA_5,relative_humidity_800_min_PCA_6,relative_humidity_800_min_PCA_7,relative_humidity_800_min_PCA_8,relative_humidity_800_min_PCA_9,relative_humidity_800_min_PCA_10
0.38941434419726123,0.6350635951617158,-0.278138832235681,0.3517020750227489,-0.293581599618013,-0.23645161723839261,-0.20742684546604623,0.1585732503299441,-0.15680059545075284,-0.03745032805172129
0.3432431415822121,0.7350288297948235,-0.2494307496702524,0.28737595223037105,-0.35982943021214425,-0.19786930279945555,-0.15308990744880693,0.04586793939656981,-0.02402545360096964,-0.04362560285176585
0.33024231257364706,0.8012975625415395,-0.27311051908785666,0.18621309765584887,-0.33615938894158254,-0.06067204000708161,-0.0007116623950862297,0.013607269554184297,0.10417290835024218,0.0022324642589058867
0.32724394425550996,0.8191015657796618,-0.26211757183291023,0.14663662236490368,-0.28859614159286356,0.0324741215594109,0.06291728334644323,-0.045548573683211135,0.18019701112329936,0.0134184060034538
0.38969316536247794,0.8391589728648065,-0.2641060909249531,0.1436050738579928,-0.12193475046870322,0.051852835140681515,0.08140131585741453,-0.11611670731317675,0.10540009812554675,0.008124782509134029
0.48664801185106665,0.7706155785583328,-0.2187624267896154,0.2080663300687808,0.03591759852369308,0.08375369400429286,0.13710108537748572,-0.14089276610130747,-0.04140291381192132,0.05971092618900214
0.5128162026240759,0.7647898426453008,-0.20346977532242666,0.18766454939561777,0.10421045197663018,0.09597330538334863,0.18806897659932223,-0.07609568403155947,-0.08034152545193368,-0.0038893090315816788
0.5690388465218658,0.7354303426104293,-0.15898013970455016,0.125382987982299,0.18809169012962684,0.12176199963498019,0.14664133324608108,-0.019307124077664533,-0.10769053905543635,0.039858168888675785
0.6185136060985592,0.6696136299923461,-0.12098238011516818,-0.011157512303254121,0.32675756636419007,0.12894608400072852,0.0803570659093497,0.06873604495466248,-0.06877725807851116,0.03213654958809003
0.6400639759037189,0.6265558678100036,-0.06982564387619397,-0.0799773556775996,0.3426578825613789,0.11428560308728722,-0.0058247300388613475,0.2019264433294773,-0.04013110547735398,-0.022238886881465126
0.6815119882822498,0.5877100467805949,-0.0818646397590284,-0.16763628818038623,0.33108607733228373,0.050921749006480194,-0.09842033217843643,0.1620403030129964,0.012288034020985831,-0.05810284646444323
0.7310559418550304,0.5228581070904262,-0.03184280324672465,-0.2278736644586391,0.2880894957464069,0.012401723666406288,-0.18289444033138963,0.0598338571302535,0.11488649140817518,-0.02259614244271473
0.7714403262353359,0.43730961739667573,0.06268949040280405,-0.33150753756901563,0.21895333796508853,-0.10225320531053618,-0.15924035171051926,-0.06678859598370628,0.11418356330808,0.04784877940187406
