relative_humidity_10_max_PCA_1,relative_humidity_10_max_PCA_2,relative_humidity_10_max_PCA_3,relative_humidity_10_max_PCA_4,relative_humidity_10_max_PCA_5,relative_humidity_10_max_PCA_6,relative_humidity_10_max_PCA_7,relative_humidity_10_max_PCA_8,relative_humidity_10_max_PCA_9,relative_humidity_10_max_PCA_10
0.9494159291519653,0.126837949229555,-0.23983806813931352,0.06056116134591629,-0.17798791185383914,-0.05688234618910001,0.026451086904928055,0.007642560109593101,0.027332677309566664,-0.003206994537912291
0.9540350049322748,0.1355865964891631,-0.2260091726301097,0.05141053307133387,-0.1683376582452412,-0.05757157042174573,0.018639522789479734,-0.00030953044383898957,0.0042005029665478835,0.012734679243731107
0.9342634851258252,0.288601495255057,-0.19434256885725137,0.025204721503674286,-0.13260772906484203,0.020497844264177164,0.02132435750525536,0.050645677536563675,0.011196489536553143,0.002056392698436295
0.9263947643854075,0.3387527631466158,-0.16245929170733595,-0.011315839808293131,-0.10687389213990976,0.0579803571856454,-0.010989555186853267,0.024038606341242646,0.013407532723730187,-0.02022373880958434
0.9362685766077558,0.34261291151938145,-0.1173771043173916,-0.035918275094628194,-0.04928208752233229,0.05600975256304668,-0.018559825209244426,0.003048101372024444,-0.004576894273715915,-0.018050854616047964
0.9374407129034226,0.33487055948568656,-0.1290896152198096,-0.014948075731376216,-0.04527425494275177,0.05265521030207917,-0.022071034887255536,0.00018070933406878775,-0.03706835647668149,0.001427932274814561
0.9406888943380414,0.3235549760726698,-0.14749999680428036,0.005772848767455147,0.0038824845428104813,0.0430670896974756,-0.012960903777060797,-0.029826228819822387,-0.023792170185689316,0.023039524889057337
0.9432101172292527,0.32651604676307794,-0.11508055561476328,-0.0020751953055023835,0.050686194628285934,0.03369317116510753,-0.007533371243759458,-0.048747543665327214,-0.008893833151466723,0.0038794367900860213
0.9518180407868615,0.30929771676762374,-0.07375620860139023,-0.012822225212425197,0.05623059453799696,0.03516117258453788,-0.011621195260649867,-0.0634486953797638,-0.005092050361914354,-0.0014964639539563952
0.9516691019164856,0.2968273159610429,-0.09271087950121064,0.02322553460758999,0.09184721311592683,0.011249808670690201,-0.03376323190666947,-0.05269305867233924,-0.002542350358677081,0.004543883400205714
