high_cloud_cover_max_PCA_1,high_cloud_cover_max_PCA_2,high_cloud_cover_max_PCA_3,high_cloud_cover_max_PCA_4,high_cloud_cover_max_PCA_5,high_cloud_cover_max_PCA_6,high_cloud_cover_max_PCA_7,high_cloud_cover_max_PCA_8,high_cloud_cover_max_PCA_9,high_cloud_cover_max_PCA_10
0.018414871493713174,0.033929310037773726,0.022649940165774776,0.023683575468754887,-0.017042618957793985,0.045334146711380606,0.030962966775285133,-1.0027531886403926,-0.068811388700761,-0.003192528049817351
1.1104285076918049e-15,-2.827463899460172e-16,-1.1901360085927932e-16,-4.3137914182657427e-16,-1.858002940994312e-16,2.45066160103489e-16,-3.309283942175284e-17,1.3968901040386918e-17,-5.2577916890781694e-17,-2.99113347725079e-18
0.031023604406978076,-0.27935800822159373,-0.8217588991795923,0.34656839702092646,0.26054580889088663,-0.022431035929814866,0.26922255420218366,-0.0002079132176988616,0.0027302891958496498,-0.008865122080387169
0.03256629791609238,-0.2759436350016694,-0.8189985340580958,0.34806923179593363,0.25952584607168033,-0.02005395263031208,0.2711486049897671,0.0017452939124270393,0.003814859149612176,-0.007804837025718712
0.03594791608188086,-0.3593749524663561,-0.5964635092172333,0.30833582170862606,0.23356507354279593,0.0074684890107121794,-0.6159782833388774,-0.0169776395771236,-0.004250535502363289,-0.007815920201954691
0.03688496485099366,-0.34811561739771674,-0.817693386075233,0.37028554696535093,0.27916523579275027,-0.01168319210479534,-0.09550862120384834,-0.007743111697516064,-7.448553265461245e-05,-0.009439901126047413
0.034296328286606066,-0.35906139465627124,-0.901753622957998,0.17041605034718052,0.046091686102796514,-0.02832063890831299,0.1995030354248915,-0.0016384689634029348,-0.0032242274321549816,0.0072147641013983865
0.018634707454198745,-0.33946802333707804,-0.5787443459527741,-0.44782984860035696,-0.6003048224615719,-0.034260136335085734,0.029153226622719103,-0.003259729966758639,-0.017957206468299035,0.047470936604976914
-0.014279406987806624,-0.925063078712344,0.34322522197605093,0.07623514197200378,0.13386559157914804,-0.01278481694227849,0.12854059345483326,-0.001837999181894198,0.0012663103178358142,-0.00715307080703017
-0.015361572491280623,-0.9221692638936925,0.3272964418134573,0.03771264061330047,0.08987934525980205,-0.01694070573810801,0.2155858232935224,-0.00014038423940721903,0.0008936615876466282,-0.004144222225125511
-0.01081377154744179,-0.9629351537248282,0.19686122209901302,-0.031584141303607406,-0.009565509753793784,-0.022793394888248265,0.21568885401009413,-0.0008237989517020535,-0.0022125641752168642,0.0039504607211466565
0.00890011493571036,-0.4939973811146081,-0.3534934885496046,-0.5000416636081311,-0.6236834667894443,-0.03494971939000706,0.06466748638279901,-0.0025341569918139414,-0.017857701484687447,0.04783134795682105
0.010309767967642143,-0.7298300355428315,0.019958781373653277,-0.0353214466674126,-0.05958378832882864,0.006046542553410163,-0.6910193073982062,-0.017771988644997856,-0.01033498744498174,0.008475784836603106
-0.0018156915533060003,-0.8760036350545081,0.24328233117618928,0.0612056642772023,0.08935779567588624,0.0025986456826245204,-0.4208792037201828,-0.012623119044283676,-0.004392468213556643,-0.0030146095414163884
-0.01900135491987558,-0.8843321496301773,0.4287992681288928,0.03307798108234935,0.10087376026352476,-0.013220155178940065,0.19041845949063405,1.451387925061027e-05,0.001623506254059433,-0.005982606811424722
-0.01583160861458674,-0.8638986453081783,0.4252034214274432,0.033395470456365546,0.09330871936977295,-0.007502494352913245,0.19584422620105893,0.004964549762625657,0.0042905990385855765,-0.0028964383791507844
-1.0055351561638954,0.02743646631010805,-0.0232595767477612,0.0018142128161307844,0.01202831855809697,-0.0040478302308938965,-0.005097053622318009,-0.0011746371482564359,-0.00030010883732161167,9.73221793175524e-05
-0.9955972491724104,-0.1395401985717752,0.055800100837599925,0.007158285089547502,0.031389328896008976,-0.007833177269751248,0.028367081772039098,-0.0023701308917617927,-0.0006725109451341234,-0.0016975398457094954
-1.0069934261489724,0.023363073371485635,-0.03198356517050508,-0.00908135123190972,-5.060175444019993e-05,-0.005789189598724247,-0.007757328767961607,-0.0023148861985938015,-0.0012585916257824717,0.00042817414687422125
-1.0068593947986912,-0.03141038013052047,-0.018151866727231413,-0.02236086002762918,-0.012932951993458789,-0.007444540012889906,0.001948426805246426,-0.0025201771416914413,-0.0017493203709766439,0.0013874041382608605
-1.007543045948054,0.011004177436637126,-0.017602752262970138,0.0012885468219786815,0.014114851688043491,-0.005682630908376376,-0.004107263678012208,-0.002410103329022778,-0.0009722006092542919,-0.0006657399772416223
-1.0073448096803943,0.018328771227807794,-0.024525559808280743,-0.0030110688434360814,0.008195694528285042,-0.005754302412112894,-0.0061757186321826545,-0.0024284059885053364,-0.0011222493952807373,-0.00024302051840598696
-1.007055308012262,0.027754332911533088,-0.0257477541684419,0.0006323568209251728,0.012165071913189916,-0.005432812787841032,-0.007717357512235519,-0.0024102062508211146,-0.0010038301264912695,-0.0005496002196707738
-1.0069849806533746,-0.02299999627136262,-0.02067203471688311,-0.02212107688904961,-0.011524626628174302,-0.006816505427527574,0.0005613189514248173,-0.002186963330102555,-0.0012865101618274829,-0.005091427023705895
-1.0066583590292117,0.018438758236053537,-0.03841788160802446,-0.01954896721989892,-0.012702798022297481,-0.0064937060839863146,-0.008216189233997636,-0.0025018466450935683,-0.001682973883625603,0.0012906654011514878
-0.9932854650236977,0.03272481183920283,-0.022373131048025418,0.003780844517036819,0.010169016561992893,-0.0010697175560117735,-0.006222487013138688,0.0011362783965135593,0.0009305394372356942,0.002568909915105156
-1.0068490682673221,0.02838368005600652,-0.02536924559945565,0.0010089003106757432,0.011933197275520098,-0.004915714542819048,-0.007535493258932001,-0.001992659291655679,-0.0007771813356379194,-0.00023207379818305905
-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
0.026446339453107547,0.021920039135550753,-0.08636320690441905,-0.723975354033692,0.6603798665740023,0.013791583275399703,-0.004546625096258487,-0.017004256359832194,0.06008856366314954,0.20769605374145114
0.027637263725442767,-0.17275694556815852,-0.3214206139189528,-0.9359972653591203,-0.04031678346580975,-0.009366488721017443,-0.012770917953706547,-0.012022449522445288,0.03339942753551277,0.05430817070453714
0.012872359195474416,-0.2550358863871109,-0.3555856047626041,-0.5926248818118738,-0.6745132831128833,-0.025460705080689674,-0.013025589448641387,-0.00021819554156640242,-0.01065532562309966,-0.13157628726938042
0.032464366649156376,0.02957539341989121,-0.08421366846776872,-0.714178382489205,0.6165590025925463,0.023201702528803814,-0.0015460636065754414,-0.008146199783872002,0.07491626968575622,-0.33269305082108314
0.03188611607624927,0.031177694505807468,-0.08275204686472311,-0.7351582030171758,0.6684935544554633,-0.049107748698968993,-0.0032706265976848708,-0.0031761471064532497,-0.10675222861101288,0.07824544792115125
0.022155476648496306,0.04696709667016776,0.036374591389346574,0.029798932497011626,-0.004321213797802979,-0.9429014369493354,-0.02188184203237172,-0.04655466843794199,0.3456731972325446,0.0017739789890805974
0.025932190285013576,0.05429925246972541,0.04060399962012915,0.0248115832199832,0.007404237807868179,-0.9963295009394417,-0.02052775292666111,-0.030727338155238145,0.12708301422461557,0.0007522857184853311
0.02369764011950072,0.046931378730826666,0.02934863168911306,-0.015976108233354495,0.05192061420092502,-0.5214843439079535,-0.000605806665726846,0.05577461139018896,-0.856753950395227,-0.021609283245124716
