mean_large_scale_precipitation_rate_mean_PCA_1,mean_large_scale_precipitation_rate_mean_PCA_2,mean_large_scale_precipitation_rate_mean_PCA_3,mean_large_scale_precipitation_rate_mean_PCA_4,mean_large_scale_precipitation_rate_mean_PCA_5,mean_large_scale_precipitation_rate_mean_PCA_6,mean_large_scale_precipitation_rate_mean_PCA_7,mean_large_scale_precipitation_rate_mean_PCA_8,mean_large_scale_precipitation_rate_mean_PCA_9,mean_large_scale_precipitation_rate_mean_PCA_10
0.5454475416292518,-0.6813642252582248,-0.3520655645703045,-0.23094529593251098,-0.22540393382310867,-0.04444537218761506,-0.1161836875812872,0.060608499464937966,-0.05873614812245881,0.016010529451340433
0.5701612255284786,-0.6944870611398021,-0.33496671178222737,-0.22220035156271806,-0.1889229820610829,-0.01898535664164138,-0.0813817688948377,0.017584878464673645,-0.033953226884668966,0.006920602038097045
0.6076016597120705,-0.6986390534526745,-0.31923081996064223,-0.200797792198538,-0.07428798417197308,-0.037391724923657686,0.0040936690909036955,-0.06258998598188473,0.04958580502535356,-0.02241178495682449
0.6348178774653047,-0.6894207981293855,-0.3120385951829752,-0.15037496587893023,-0.027158028865642826,-0.01980802936494382,0.07063373286810856,-0.07430445208563023,0.06327264059797193,-0.011352728557802769
0.6621078975598736,-0.6768387524698452,-0.3112269137418368,-0.06650636376411394,0.04268868055864581,0.017530306548794505,0.1078434477684416,-0.03569537298745164,0.026187550395256564,-0.0035429314437237483
0.6978125351129693,-0.6415435823495177,-0.2956713330230228,0.002959728076954057,0.09601491944636148,0.050248717656154775,0.1195770492048898,-0.009475137454125522,0.014537630143738173,0.009224685141318741
0.7372514895299326,-0.6066722522444856,-0.24558906470950545,0.02667164973980389,0.14819769429363439,0.09147737834318244,0.08537652660763871,0.04785754587518413,-0.01349706463951943,0.001311904506469201
0.7728908912172604,-0.5786711279449547,-0.19305933281994886,0.06933735417466805,0.15128757897240785,0.089079340590046,0.030469468785220426,0.07425117837748559,-0.023576960011223797,0.022582340307924456
0.811146496622591,-0.5429567321555879,-0.1266942068708598,0.10779846405610384,0.14544419468870143,0.05304560993244424,-0.029563017245505314,0.06688018355378264,-0.05240604338071517,0.0046967718214221705
0.8428076137505071,-0.49823318318835963,-0.057369572799648154,0.15003741936984025,0.10350687887632244,0.017887206287694933,-0.12091402059315032,0.01981956671811354,-0.008643046586974042,-0.02249906841003364
0.8581746235787848,-0.4664773325890427,0.01688159150000162,0.17438927539154572,0.095461465728976,-0.009839763456382804,-0.12721306357397766,-0.011773367146506631,0.006473334646178243,-0.03297573023411374
0.8713086687258709,-0.43565158373784707,0.09311725716926994,0.1935766073813061,0.04153283231655575,-0.04412814255870214,-0.09568307847542977,-0.04399751144069722,0.0006310463365112068,-0.01769639186457958
0.8967027679615154,-0.35754653994664365,0.13015688432301123,0.19813136719159274,0.0060727392140179385,-0.07469035976930322,-0.07766459326012523,-0.08702959181894847,0.032634319600560284,0.041243615742868216
0.9085229929991189,-0.31161862701524584,0.21384250811002045,0.16706147064928464,-0.052520066483125336,-0.08491006748029778,0.008192387792819689,-0.06027745536461039,0.020031703700298248,0.035051214348383895
0.9023297770482757,-0.2809319004545219,0.2651283973258519,0.1604460233624195,-0.09691603901625306,-0.08834292093128333,0.06340916894322066,-0.04058884709078779,-0.01510519828991435,0.02186904521953907
0.9116603862998303,-0.21172086861429398,0.2817097894422547,0.12153520312241568,-0.15177484494394505,-0.0639068943983358,0.10352410291843836,-0.003167358975328299,-0.03202813399022587,-0.015636424759042256
0.9263523778109982,-0.13651699184086394,0.31665802467258836,0.07977228901809126,-0.13901728111736922,-0.008720596605000082,0.08057468884623108,0.04082964411372353,-0.04144159649576419,-0.02289326310420569
0.925916354029121,-0.06164414234841525,0.3532345957011911,0.03513190968498215,-0.1285183637226433,0.020280732159135534,0.058598543974469945,0.06303399048609927,-0.017472235678883744,-0.0197319234300037
0.9270119411578611,0.02000581242596522,0.37368783291504026,-0.030250035209621575,-0.07096651996174846,0.046427053588171084,0.015674115437725834,0.06455210749160947,0.009613875797406494,-0.019445561588579345
0.9216043728206001,0.08332637363610257,0.36779083555052194,-0.08310633684764661,-0.032598808787098595,0.07259389377444309,-0.01942450520545337,0.046927563366298324,0.051198849922323326,0.0010948654740918081
0.9238249270134046,0.1521533628272196,0.3240131627148256,-0.14356283223515046,0.00527660136754797,0.08088580132373602,-0.0273696209443553,0.024166975281930726,0.06225037081718226,-0.0034749259953379993
0.910345843068193,0.21689735608334906,0.3038179141924803,-0.17709562538774132,0.02600455648778927,0.09402839466018813,-0.041468750136050066,0.0046852365396056915,0.05136210053912394,0.0020243684465129975
0.9045462036766239,0.2892000793629217,0.24803906539420054,-0.19121966735625187,0.06477510736266313,0.07069263721481114,-0.0337286244448252,-0.02069877291204655,0.026254371630861573,0.00816702655145004
0.8827573508099615,0.37782061989647064,0.21111619564274237,-0.18713521040684503,0.07014401395951406,0.04381994454996129,-0.017560022065737608,-0.03774800407286379,-0.015489257103260913,0.018734340420108065
0.8649509756108326,0.45924497475256,0.11944825826026804,-0.15712149068969178,0.0855279498944761,0.0008615138017047946,0.004139500989700998,-0.06041885845373846,-0.05751270133605299,0.04630167252524813
0.8397533591861269,0.5179728823807004,0.04524303239317877,-0.1458002176010201,0.09118925636656834,-0.026850420069840696,0.00802093619195741,-0.05329751980656307,-0.07002328468248444,0.03319779483264736
0.8158821809840244,0.5577892594197158,-0.03949691757252936,-0.11949171676324417,0.08888528698144135,-0.07758248698476278,0.016821870978995197,-0.03128021363033257,-0.07044273288202153,-0.004185796286063508
0.7772255144363739,0.5958548547650556,-0.13305350452039547,-0.08352756500627109,0.07292109458886205,-0.12791951688606262,0.02085690043181032,-0.008337337109550317,-0.02571474216681082,-0.06803652415461092
0.7549399605284087,0.6181246262852874,-0.19645883004006537,-0.024364227263803443,0.0666333551222586,-0.11126942992107593,0.0060627502890846,0.020088204739357962,-0.002515155022071253,-0.07040712821745379
0.7242011690150717,0.6419032904508951,-0.23950639106897445,0.020474933924858114,0.036341975398257766,-0.10817241597609481,-0.003159215693675082,0.04242608821534566,0.03355719725424571,-0.04446645168465393
0.691691708432167,0.666666831951378,-0.2690662241648013,0.043400156171097,-0.00040719183360959644,-0.1031788180290632,-0.004740726689263881,0.05483337459843929,0.05661924705973051,0.004030982495604467
0.6817565520752702,0.6624124302341763,-0.30168246875427923,0.07102057180251178,-0.03170500005121151,-0.06859813265108337,0.001494541946452762,0.06059197800493064,0.0498626102901558,0.05203633963773621
0.6641474840120493,0.6699565740756569,-0.32816530731386195,0.08662261936954128,-0.049999653110923886,-0.017297488664523533,0.004577653640470373,0.041091854431816274,0.031119600424965446,0.05974415009601105
0.6291662715595566,0.6885865479795378,-0.3450568047232534,0.11233086953472927,-0.07889045315068526,0.059884032419620946,0.004666740341957251,0.0068182908133924405,-0.00482815989136903,0.052360541809449046
0.5849822534478386,0.7018657193937538,-0.35026272323298124,0.15095552994760708,-0.10121682376304297,0.1444197612572681,-0.006420202602578882,-0.045180662210745334,-0.02827464520929609,0.01250701520631729
0.5416357425010688,0.7057133483915958,-0.3293815288520723,0.14989116428011584,-0.1505177568170918,0.2382024774834761,-0.01632666288316817,-0.08417651091871468,-0.010466410660989208,-0.0744866072001704
