10m_orientation_of_wind_mean_PCA_1,10m_orientation_of_wind_mean_PCA_2,10m_orientation_of_wind_mean_PCA_3,10m_orientation_of_wind_mean_PCA_4,10m_orientation_of_wind_mean_PCA_5,10m_orientation_of_wind_mean_PCA_6,10m_orientation_of_wind_mean_PCA_7,10m_orientation_of_wind_mean_PCA_8,10m_orientation_of_wind_mean_PCA_9,10m_orientation_of_wind_mean_PCA_10
0.5317979101222874,-0.5816079304465277,-0.512041493309214,0.2093590904942981,-0.1932458511007656,-0.1585504630479081,0.06949197073940228,-0.048642901145814654,0.014545528183469797,-0.11266358114899559
0.5686167982226987,-0.5801006853244975,-0.5262519439061363,0.18658703870086224,-0.12602695872828665,-0.1337950921759153,0.06896384682832911,-0.052935227198895665,-0.007291785766311637,-0.01183996300262943
0.6251593491973199,-0.5814896946727801,-0.4881042733156624,0.16065720889903862,-0.0694036924253321,-0.07863331601097066,0.05561777487941523,-0.030083081680199332,0.00457204890445682,0.04004987801013336
0.6772258112900112,-0.5583984279723393,-0.4559268656295773,0.15949077020700142,-0.014136679232914357,-0.03740543457024345,0.004665537355988989,0.03910775516139688,-0.015042617485590921,0.06855794951033303
0.7162668722335512,-0.5418102994751297,-0.4140104664522389,0.12239390760099171,0.014183587690169757,0.01334855121489237,-0.05615516855479575,0.062459152797234636,-0.02393540284668339,0.08984704706163268
0.7633900206404564,-0.540419296949604,-0.3271933256284147,0.08370998097529768,0.07598960450662401,0.07625187898041588,-0.07533054547950689,0.0638892208528587,-0.03201131271262109,0.03862313030994848
0.7991860646111397,-0.5271908119399754,-0.23092053837590482,0.02950131588013211,0.09068975727165922,0.11438760216728211,-0.12189332629963545,0.06643913005547318,-0.012798977264327062,-0.013448637690253576
0.8251322127919424,-0.5174112089152736,-0.14428653361826993,-0.028744071822537853,0.0856747798679294,0.1129123883959316,-0.13198434763605255,0.032050058769824925,0.014269417875873316,-0.04938496949255869
0.8419037538737556,-0.5066566016238833,-0.06502256069040106,-0.08495152801910455,0.08190501558810873,0.11877476035494938,-0.08529162435535222,-0.007745000768311534,0.057425140206195095,-0.06057777602943827
0.8564110548631155,-0.4751251250514135,0.009859591897372098,-0.15096447799503288,0.10437226148011125,0.09494298059489932,-0.006019208171848919,-0.06311616505178952,0.04810218156872055,-0.043362712391049815
0.8702300027690045,-0.44209995204873936,0.08876258393690178,-0.15912235709857972,0.07043735471167921,0.07002331733704664,0.04491787107013962,-0.10118528133171338,0.029154180219070153,-0.010162478768571908
0.8872777610912679,-0.3684064900484839,0.1692935236778108,-0.17967052574032313,0.07960412214124485,0.040660076200711395,0.09924115614100855,-0.1013827372845089,0.005774988761220682,0.016985166309103145
0.8861215931550236,-0.3314501937133267,0.2217408968628671,-0.20107786428439006,0.07854809990450595,0.018326614581740522,0.10073662630060051,-0.07325769557641253,-0.043969771763240635,0.02091475893886208
0.8893216090793948,-0.2894537774218682,0.2610623469498856,-0.21750555056427057,0.04969940433708428,-0.0007880746368202844,0.09511036569867218,-0.02212652246898738,-0.05851756960726872,0.009347960701247658
0.8971157277028259,-0.23552970051130734,0.2783426211788092,-0.23061811477013244,0.03908840874065708,-0.05990832247336636,0.07882882451903761,0.05629369691200347,-0.05708873212669521,-0.03127184840492971
0.8983091786992735,-0.19182555645683838,0.2995092853820128,-0.21865065229907252,0.014493899195911044,-0.0975219748872841,0.06457408295236675,0.11106827065577583,-0.03130169930068203,-0.028672494802202516
0.9101884407516546,-0.1083284695036054,0.3166983822433004,-0.19178150776383573,0.0007257859161859256,-0.1295813919785904,0.0376348493973827,0.1058208032178973,0.011075343548204344,-0.010913878106150238
0.9341434165938041,-0.027805514170375696,0.31086868736270745,-0.12027034548354779,-0.02654120483530606,-0.139414671160378,-0.0036195631616855826,0.04161856191171639,0.04893156293137256,0.037329228251503886
0.929352470853692,0.038224981599436735,0.3302043284623141,-0.08866015738648146,-0.09283397592255888,-0.10255386632919428,-0.06955930052387313,0.014199572041498227,0.052988215835163326,0.042213874649236344
0.9220085000143119,0.10685203941977342,0.32028734174078705,-0.0036866880019504034,-0.1338587053529485,-0.06007801045317388,-0.12559785347715097,-0.031486802269639964,0.06704864763299628,0.0702397732363168
0.9118274655516414,0.16162149899484515,0.3160143370487099,0.08946218429832672,-0.16773053936278648,0.00200101947084693,-0.10739298101573337,-0.05797936769880049,0.04590739671911931,0.028123080613326492
0.8857276027404457,0.23457398670374052,0.311952574587759,0.11535191922114635,-0.21685261384663196,0.05385765479173828,-0.08580656073973207,-0.04669787878398042,-0.015962387308107708,-0.02476261253241564
0.8717328103769433,0.29020091325877584,0.26835178094021667,0.180815344512873,-0.21225507031822766,0.07653945712003073,-0.07001587790806442,-0.00825827841370635,-0.0693222054753558,-0.04236900056622702
0.8737430950931131,0.3450446578653284,0.18156477794833606,0.258057210413716,-0.11178664656866495,0.09060131311083397,0.02572104606127514,0.040943555052796635,-0.07696271936313369,-0.04787915428485985
0.8517501045285218,0.3898047302801077,0.11150333098910999,0.3160876018556514,-0.02771032432288077,0.08647500715900888,0.08710868357304012,0.03936181559324222,-0.038049386427400696,-0.0065430157424311505
0.8078213815064162,0.4631833420644574,0.06680224848104205,0.3408427678418731,0.03700391163082135,0.0758474151584241,0.11828415587683891,-0.00109742173889133,-0.02117382569857536,0.03853192006673299
0.7762094005265783,0.5162675124236155,0.04587124905123825,0.3350593525927707,0.09637718672466786,0.06161365990895169,0.10348899795493313,-0.023087862266964194,0.03423929981677204,0.039647499772763245
0.7519136721756453,0.5730297539982199,-0.019773634099022715,0.28168485122853426,0.16843875967407126,0.005810828542031861,0.07658576999452611,0.01630436017312587,0.06174765692788099,0.020432763929527642
0.7141012459852848,0.6282991674021686,-0.10591963926269733,0.2152178211946996,0.18255237335948551,-0.06377366024225627,0.0185472292356609,0.008733503855886473,0.08145499457446485,-0.051516737506611426
0.6780254868510683,0.6853009216082663,-0.1780388218745299,0.08213616296978475,0.14527253414028793,-0.11560978555734329,-0.0631852883416325,0.015204421841799001,0.02634979992650378,-0.06270314578312462
0.6445669283690896,0.6969020786964001,-0.2436205641478064,-0.020981022194206757,0.14850991968126007,-0.12064100330536792,-0.1044477778960758,-0.026131595758448794,-0.03324550805572273,-0.013178081660864774
0.6037552890803659,0.7059480339128977,-0.28621912085147594,-0.15869325229373807,0.1029525069493601,-0.092777104244941,-0.10570287564266252,-0.05698068648729253,-0.0981249976137429,-0.001452014519852597
0.5402472547231738,0.6962205724435152,-0.3935092365790445,-0.2605785520863381,0.02295405282804661,-0.025099089033103907,-0.04477990487155744,-0.05701026375409322,-0.06702110827182962,0.02586288875409458
0.4986580261235264,0.6707012511782939,-0.453700887407077,-0.3082046418912914,-0.06696526034072361,0.05595718269069531,0.010860690756492212,-0.024362580765724295,-0.0047729679647216215,0.026556237191535634
0.4640859908026964,0.643990547221636,-0.4748363913835604,-0.3518541661992034,-0.14054009776949805,0.08834588990964866,0.06381082298960122,0.019762628746382595,0.038435758393592125,0.017268263412327525
0.4241848955905253,0.5999466074759523,-0.5076850205658102,-0.36909568730973163,-0.19529692864935982,0.11486634790922784,0.09781904802825096,0.08470386062794621,0.06854313097850492,-0.024534538822617528
