relative_humidity_150_min_PCA_1,relative_humidity_150_min_PCA_2,relative_humidity_150_min_PCA_3,relative_humidity_150_min_PCA_4,relative_humidity_150_min_PCA_5,relative_humidity_150_min_PCA_6,relative_humidity_150_min_PCA_7,relative_humidity_150_min_PCA_8,relative_humidity_150_min_PCA_9,relative_humidity_150_min_PCA_10
0.775380135811929,-0.5397353431450862,0.25303621638395896,0.15769887840594554,-0.1730729860908217,0.05338190340667733,0.005355758112036067,-0.010180530919503595,-0.002585467352330391,0.00911360350912651
0.7719211650534766,-0.5684901646006615,0.26210168261370853,0.13582456693788855,-0.08606582901132113,0.03756193922161136,0.013230462650243111,0.010525688211050373,0.007883558016405357,-0.004741061670410366
0.7836226286760881,-0.56675811271293,0.25170060719606663,0.12109523193329982,-0.017801265481534,0.017677391576944545,0.024413607892538356,0.021005107094228495,0.0022825283304498097,-0.00454144274388728
0.7940215756745784,-0.5693074092999688,0.22350620410244718,0.06352790530010485,0.062491671425636976,-0.028188791175359725,0.025339891615773553,0.016869641390854267,-0.004333835060122702,-0.011943040228071631
0.7928919076396873,-0.5759372601463832,0.20281417989665376,0.02713619957978177,0.09890908585641747,-0.04347253607302472,0.013193992862872369,-0.00541556454608651,-0.021401684397756682,-0.0015609849852448886
0.7931073134437897,-0.5694412393624612,0.19369915786015118,-0.022387739726768583,0.146619747245993,-0.03961485748429029,0.01651187001947735,-0.012267536598400339,-0.015300737739353946,-0.003824172703035539
0.8175299461522059,-0.5568416736200404,0.12233316736154276,-0.09014171164726344,0.10259776894141924,-0.034580529718384045,-0.014400271649939879,-0.005259358266742645,0.00944958627474173,-0.01036866161076339
0.8423255488299822,-0.5383005687579233,0.05251433214836629,-0.08892370255167413,0.042437126224308674,-0.029765914428287993,-0.02441277032878007,-0.00258741630425049,0.03375845209806966,0.008193856248866527
0.8527850847873772,-0.5214387112134123,0.03423532276729666,-0.09293464669480152,0.0009779488761019889,-0.009142392358671123,-0.06048373526738264,6.87433666842057e-05,0.04397569271628004,0.017296506773167943
0.8724992839468916,-0.4815158985179127,-0.020551147937880213,-0.10204316073669456,-0.06018076482921274,0.008645512413430024,-0.0703176076430055,-0.022936107376147822,0.02694732122011222,0.023446321053939952
0.8890519871230241,-0.43856207791652724,-0.08866389150155268,-0.10437352286659086,-0.09372962405882986,-0.025412365157085712,-0.014955463718829018,-0.05658236393461686,-0.018331035926914686,0.013936919380183356
0.8800960122345436,-0.4323020550594398,-0.16400538118270572,-0.10366530439094444,-0.09180924481529858,-0.04441574701722728,0.028670958280221547,-0.06394285358932458,-0.02882913288824681,-0.0020909796671663506
