mean_sea_level_pressure_std_PCA_1,mean_sea_level_pressure_std_PCA_2,mean_sea_level_pressure_std_PCA_3,mean_sea_level_pressure_std_PCA_4,mean_sea_level_pressure_std_PCA_5,mean_sea_level_pressure_std_PCA_6,mean_sea_level_pressure_std_PCA_7,mean_sea_level_pressure_std_PCA_8,mean_sea_level_pressure_std_PCA_9,mean_sea_level_pressure_std_PCA_10
0.9176834030616957,-0.24192333599635743,0.28778543446951704,-0.15071642080041753,-0.013553940378817592,0.029691813839067875,0.05273636422252578,0.016992650421618023,-0.019141944297957195,0.04216472384927703
0.9364811511589747,-0.16001829041199164,0.29171101292771207,-0.128350733848048,-0.05232346816807551,-0.004970923594406234,0.07281547459889251,0.03341386158679783,-0.006566780127435432,-0.01149223180771223
0.9363374827067722,-0.11212564449547485,0.31894737277218566,-0.08917286930919155,-0.08444150901105081,-0.0321985667697267,0.0662999172966013,0.03868603736245344,-0.00249462478336542,0.01080066434700063
0.9480207116424764,-0.04371574118355329,0.30865829382195087,-0.020802374058535005,-0.10684440235541272,-0.0432086758623239,0.04191398230925494,0.0037468404852822623,0.04252706525081314,-0.00782897932087972
0.9459389928341041,0.003337920705368196,0.3171854598529294,0.028279559912029167,-0.10431116541706553,-0.06333649663241636,0.014998382343481503,-0.018047874265459327,0.02001866859253568,-0.0032524213553010548
0.9515487419400145,0.09006902339322163,0.2669410040103778,0.07941845944873918,-0.1198811987484633,-0.05991690337621726,-0.028516497913777923,-0.05842209111184263,-0.0071060680488065865,-0.015740431446065562
0.9486434851389227,0.17553420171122727,0.2154593723142092,0.13170369183260153,-0.10441852439050286,-0.025934110489337994,-0.03641378566741817,-0.04375014644636822,-0.011770592339115028,-0.05079243075277365
0.9538953304416378,0.1935398519667775,0.18025000650945516,0.15396593514710546,-0.04901208724284958,-0.0004996762100775118,-0.07236910669358573,0.0005239251262872446,0.015236149496996717,0.05590680773347873
0.9386915636825119,0.25284743962783296,0.16111906703487958,0.18523773927317563,-0.019029217391945453,0.01823335685532279,-0.07176876969583033,-0.0068431260694837735,-0.006645929256050489,0.046786360003469245
0.9304616768978694,0.30432304370719543,0.1033497729213211,0.19682955170314856,0.015059224007984167,0.023346403201283585,-0.05258816734526739,0.02281783432643897,-0.03332069815742141,-0.001113340015051892
0.917801318469943,0.34671637184859816,0.054524323920510195,0.20870247894726981,0.03848669408341761,0.03564437118396992,-0.010623620047610619,0.03079395663495519,-0.009406404154233133,-0.023241869274759807
0.9119623653401674,0.37723676909435433,0.001401100056558354,0.184726652668758,0.05763715513961148,0.03257854469743554,0.009279283850667218,0.027123356474532893,-0.015371324769048848,-0.030973982992326028
0.8991064630728496,0.41698660084361555,-0.04064374994471437,0.15046012966437694,0.07356645301412773,0.02540640334913097,0.024433880290590997,0.0342789089147198,0.00967052450494124,-0.007893098730694464
0.8907788243663775,0.43431414120322587,-0.09216964325125784,0.1151158423124001,0.0814159571958688,0.019528421242892967,0.05102410673054712,0.019249508617097285,0.022883559938318164,-0.010189247807893266
0.8801392122487993,0.44357661206742527,-0.1593658026150396,0.07490676795797276,0.08548059488476366,0.01757997014287486,0.05914494100679844,0.012267558825416488,0.02535193957284426,0.01977072982421567
0.8700942295111141,0.4535998587516653,-0.19480937996433673,0.031227578763401227,0.09287637072103362,0.0066500990601887425,0.05698520842463843,-0.007945331026845822,0.03286425432754246,0.004373188574612784
0.8619992868749152,0.4595558816143604,-0.22563036145500565,-0.014409069171186928,0.07145621175123659,-0.014488788307779964,0.049243626095723414,-0.030452331668467034,0.001422028089665815,0.0009962235685963105
0.8499065164551991,0.46407741275252196,-0.2581764802241592,-0.060231857550471286,0.044485510349114875,-0.019050476257407287,0.024592694837777988,-0.054285999179526215,-0.0034118578107353473,0.010130572721482626
0.8418458186145515,0.4640658537992979,-0.269466565590556,-0.10706421583513183,0.004814208767196917,-0.03273396304992744,0.025305174113705604,-0.06233757029019576,-0.02973235099672768,0.0023918259240468037
0.8393364765727659,0.4587242394383007,-0.2771952780969502,-0.13297725579417494,-0.03475081139597165,-0.025174857156053814,0.0009623893278858861,-0.04143574850829032,-0.025303860987615234,0.01847532552640057
0.8252788449785208,0.4618478706206307,-0.289818225265032,-0.17497896675978822,-0.06262960248713449,-0.008471118536416276,-0.024369488536582763,-0.0036091937094152827,-0.024197008362197608,-0.0057935483567768025
0.8025963895686515,0.4716793953458533,-0.3036626784426333,-0.2023203162581418,-0.09765721128147924,0.008607926316008006,-0.06178094397472262,0.043723769520946094,0.006017500091437113,-0.012115853077153673
0.7869720422349991,0.4717836841389274,-0.3158058067039563,-0.2155086012364635,-0.11441397743730973,0.005558795072452279,-0.08305723078931396,0.07733624221552297,0.030294541323167532,-0.007073080252107768
