mean_sea_level_pressure_std_PCA_1,mean_sea_level_pressure_std_PCA_2,mean_sea_level_pressure_std_PCA_3,mean_sea_level_pressure_std_PCA_4,mean_sea_level_pressure_std_PCA_5,mean_sea_level_pressure_std_PCA_6,mean_sea_level_pressure_std_PCA_7,mean_sea_level_pressure_std_PCA_8,mean_sea_level_pressure_std_PCA_9,mean_sea_level_pressure_std_PCA_10
0.42222621810760785,-0.8083293037463666,-0.35265146490468524,0.09923230327164984,-0.18653144466147226,0.0789047055651453,0.051121472596742795,-0.03603424271802201,0.03845792681793329,-0.00951756336461243
0.4813427519393258,-0.7822128121778148,-0.36032653519043145,0.1314412179557471,-0.14184532756618337,0.0436482222989657,0.0008487206452402063,-0.006754769861305967,0.013433003550873032,-0.0017683149670691491
0.5234903445834428,-0.779751829773146,-0.33255428619548044,0.1010954441955217,-0.07894206410466963,0.03137393331564054,0.0032422689078145314,-0.005610688118939613,-0.018641496464599366,0.023885078645247075
0.5767587169771696,-0.7692440504584087,-0.27645461396841475,0.1016998391104864,-0.011534297987305516,-0.02568567848688335,0.012381519150088954,0.024594581749623545,-0.01118781982825526,0.0027447024858408492
0.6467894673292867,-0.7276049147772687,-0.21754916540817346,0.07896354523885325,0.052428923372636466,-0.06820175414325345,0.026543492629458897,0.015937042042685458,-0.05874772705204763,0.0071543129891186285
0.6743767177162628,-0.7188789998719972,-0.15310671473534673,0.008312478353528755,0.0570200707751235,-0.08738262172397639,-0.002073799966321518,0.05816152735328686,-0.017439864046905146,-0.03998406284461454
0.7204955766352558,-0.681679832202386,-0.09611034286456037,0.0021366532286924075,0.10309267649740517,-0.07618964063592591,-0.039931149395729754,0.0116080544109204,0.003299645006836839,0.02853371703208382
0.7709572469437214,-0.6245937077316699,-0.010138540930694625,-0.06129626211238056,0.12906941493121912,-0.048516760096698704,-0.04792475248325631,-0.007459924144208643,0.05143089313127418,0.011533103642965484
0.8224514673327766,-0.5466539741790745,0.04667610171310915,-0.07347138218305158,0.14656510600766026,-0.0028735171200612777,-0.048443968914781664,-0.04017842206460117,0.05377039565356461,-0.00854707433191236
0.8536461766182487,-0.4842348864745395,0.10734765014532094,-0.12811801127709851,0.10863603044141361,0.05493315132136634,-0.0367440584564874,-0.03314495952610882,-0.0003918193527403668,-0.054800201697683605
0.8777891234749384,-0.43721681315183053,0.14202705311651204,-0.11413217289729798,0.08371948411160268,0.08934887874031518,-0.03898885826826881,-0.018498005551650567,-0.02803202702234816,0.0059418018186128884
0.9011028953787573,-0.3590580017727072,0.21076871720594093,-0.1407169985990315,0.025994166247791852,0.07442188491488971,-0.00397664715833062,-0.01529853464401847,-0.02789736831371775,-0.0042974359176631465
0.9136867911372248,-0.30703970278961124,0.22755284103208012,-0.16367152273484398,0.00666514608935803,0.05496616555188136,0.02669081827841972,0.022388256071370276,-0.0039036179773717806,0.014412775688016854
