mean_sea_level_pressure_min_PCA_1,mean_sea_level_pressure_min_PCA_2,mean_sea_level_pressure_min_PCA_3,mean_sea_level_pressure_min_PCA_4,mean_sea_level_pressure_min_PCA_5,mean_sea_level_pressure_min_PCA_6,mean_sea_level_pressure_min_PCA_7,mean_sea_level_pressure_min_PCA_8,mean_sea_level_pressure_min_PCA_9,mean_sea_level_pressure_min_PCA_10
-0.677650731475586,0.7134301002085321,0.17557887559840946,0.07501874381535602,-0.013042881339494992,-0.0893124686729185,-0.04815977990759395,0.018643032937087405,-0.007066766373104797,-0.0050477805142465255
-0.7119444413045252,0.6881479818106689,0.1648234696102668,0.07311617061292851,-0.019829061464918255,-0.04875046254384364,-0.006382693309972771,0.00884047350314887,0.003560785599350228,-0.002259948978376943
-0.7479531263042767,0.6554315702026181,0.14219275122280803,0.0702981284239351,-0.0208226862238765,-0.008040996849571354,0.023027953105685027,-0.008519919001961319,0.012311957309435895,0.0016736502324743478
-0.7888748345159754,0.6137209009130689,0.11119771235467753,0.04607868020258201,-0.0145988162238034,0.0225608972104659,0.0335367544697864,-0.016943771059196432,0.004085331209318796,0.005323700986658972
-0.8264151631613486,0.5682499957640444,0.0791273374670256,0.02148084950915883,-0.004092347584789932,0.04422558381129022,0.031785211856576914,-0.017127665387636864,-0.0014284735205510298,0.004798729081919597
-0.8621182563194515,0.5160224203767255,0.036073498101594985,-0.002804264148502533,0.004691656776770033,0.05772845868216029,0.02185410066889204,-0.015105638157804174,-0.010128833553295895,0.008318819558181659
-0.888221802011234,0.4694840129931176,0.000908354925227319,-0.0388414206842118,0.019866624481266262,0.062399244171422535,-0.005075000758770261,0.008917291662066463,-0.012659675165189614,-0.007084472569054899
-0.9073636690386505,0.4259118545923612,-0.03086422478011413,-0.0659534317955484,0.035969112309739426,0.0515326100782071,-0.020144930805419358,0.023237811753791072,-0.024867577704659607,-0.01609548375613441
-0.9332105176038186,0.3630193532678635,-0.047488793076653976,-0.07449044109780817,0.035642818291781814,0.03776259731578313,-0.04223767882143578,0.006781589388042654,0.018819573235241683,-0.018793299733846466
-0.9532174969486411,0.3010243925992081,-0.08269530912972814,-0.08194920595937517,0.03689168999528479,0.003169581645642631,-0.031118796010597718,0.0038813496473796305,0.01726615352687972,0.011756761333557962
-0.9698513990994129,0.2346491413268703,-0.09915087710518736,-0.09197674084110231,0.02931193395745001,-0.017177572047416684,-0.007111159701929362,-5.83036636367614e-05,0.012078916794494849,0.023116810673654977
-0.9808714149675937,0.17631085670779456,-0.11501045924262429,-0.08217391121665991,0.01624832226693577,-0.0377822560429794,0.00739920819443416,0.004803103418744777,0.005455174531980418,0.026872814650809564
-0.9875796798996626,0.12577198288884234,-0.12465854282669672,-0.07703273986132014,0.015005514871348354,-0.045917812203237415,0.022785616741061374,0.004878221034425017,-0.0030402145114803024,0.002896119956189956
-0.9909120262378378,0.0785270670004312,-0.1417032781549673,-0.0651317029708309,0.002961183593374955,-0.04917391601120427,0.0282429744627069,0.0023076553276216126,-0.007724379793150268,-0.010661490647123245
-0.9935852291234135,0.03603666685823096,-0.1491093479738886,-0.042806656573676445,-0.010752321686368076,-0.04438196744863011,0.025796026205635605,-0.007284021906342586,-0.00830699094770346,-0.017198027710656236
