relative_humidity_900_mean_PCA_1,relative_humidity_900_mean_PCA_2,relative_humidity_900_mean_PCA_3,relative_humidity_900_mean_PCA_4,relative_humidity_900_mean_PCA_5,relative_humidity_900_mean_PCA_6,relative_humidity_900_mean_PCA_7,relative_humidity_900_mean_PCA_8,relative_humidity_900_mean_PCA_9,relative_humidity_900_mean_PCA_10
0.5983016071230408,-0.5549832675698205,0.36394599686141993,-0.3208078159854591,0.20653904371946058,-0.1247057727713377,0.08521110145086444,0.15964180747816906,0.1278092919345424,-0.043165613932297904
0.6212933425479034,-0.5941907156639759,0.3664350480019234,-0.27646777306287684,0.2008753728207035,-0.08902519607288643,0.058520698613757895,0.08652242324769409,0.02634011657284321,-0.013270130160867677
0.6541728849520113,-0.599672845416381,0.36918143013066224,-0.21420012673294736,0.18505191545252878,-0.013389683869927732,0.018219839905816056,0.025519684785948647,-0.03483880265618105,0.029069621599206515
0.6900029888854449,-0.5694322165303974,0.38794532848137947,-0.1538046490766805,0.13279270908667531,0.021181871981006396,-0.06869412382169611,-0.03450856787450084,-0.07506630901973103,0.0673453695306685
0.7071912074572667,-0.5612881863509689,0.38850538172145727,-0.0655222566365887,0.09426555442756722,0.04273229055343883,-0.11702656781900017,-0.05963452021610749,-0.09251221744491371,0.011884164259894098
0.7620229737482557,-0.5290595002145876,0.3406903871929555,-0.0345825470877982,-0.013247026929189306,0.1071598386235748,-0.10251902953428335,-0.09254520088906504,-0.02703773319912422,0.018015597195851427
0.797486077775899,-0.48366043930553637,0.3074187647008918,0.019815315608123652,-0.10599701501755163,0.1389536561982273,-0.0321589074296388,-0.10847431591091818,0.009018560414031577,-0.028959894226107518
0.8156239211485979,-0.4535387484901502,0.24496393153415547,0.10698384110125478,-0.1727694561718711,0.14443961327604035,0.05320134691545639,-0.09472039007626412,0.04324220270731741,-0.057424844817307426
0.8552692227536065,-0.3989732471628423,0.1678489482308747,0.1435525920716537,-0.19411404758426648,0.10853917010762137,0.10133734971362482,-0.06320796771059717,0.04893948377944056,-0.0592190852074582
0.8661431782557584,-0.39694188796952923,0.07665119090686685,0.15339120881081242,-0.22706986654363653,0.07547218139037584,0.11006780282199749,0.018381023809885245,0.009961146229087755,-0.0244614176132246
0.8928681156575708,-0.3625066467238936,-0.04190751991540205,0.17762708074455008,-0.1851340405504385,0.008978418201354635,0.08725962946042232,0.06701516120945325,-0.005118646423663619,0.019671459247359406
0.9050220897141514,-0.3342219097295785,-0.08079077542268408,0.19598264255422512,-0.14502795575923275,-0.003984151524851022,0.02392093229355169,0.09491693626729296,-0.002596671693319996,0.056782583791960065
0.9007955578380212,-0.3057050135661485,-0.1414926880578228,0.219571604221629,-0.12674906529443705,-0.03410481739292665,-0.001423600906163533,0.11309309149498017,-0.009713240195116,0.07743812881088136
0.897067850260424,-0.2905137775996648,-0.19161743221555497,0.22809144302504158,-0.09441216036105127,-0.09069741301539407,-0.03496857146782027,0.10312732875820955,-0.024821548662316933,0.03571305310203237
0.9006973229297345,-0.28086192717980196,-0.22866149171385458,0.1875581666681089,-0.044458222872421904,-0.1226671601252787,-0.053413330658065694,0.06016997139346438,-0.008681958776037384,0.00839438215093347
0.9061083442934068,-0.24012847982732866,-0.25592066348006165,0.14789669661583466,0.045851127582723174,-0.1509101820088813,-0.12104101108763805,0.01847146895369034,-0.016753827342383665,-0.06061134545077196
0.8983489492478657,-0.19356440367556507,-0.30213161596772503,0.0888328029029916,0.10716246102816115,-0.1696531808684563,-0.14643341365971843,-0.024283308369553842,-0.016021201533366877,-0.07301237378175544
0.891419158113945,-0.13408796023923084,-0.3849841612349953,0.028311932211870977,0.10580313962564204,-0.15461380709705935,-0.06316933163551741,-0.09084679376283815,0.03693276041315709,-0.043950611736601045
0.8961071635989698,-0.054840520294299616,-0.3895781520186161,-0.03966022514303518,0.10945525336242463,-0.09336145070864875,0.03613768476275331,-0.14236337522049738,0.07119032399274529,-0.013180277803962609
0.8848345571978975,0.0055621468427418195,-0.4192461949152518,-0.09516661042400408,0.13596750478097996,-0.01566357778115312,0.0769420998995309,-0.11823799887085995,0.043808212543905406,0.06346675103382511
0.8800975410743077,0.08730101944737234,-0.4153944662870422,-0.12994983508865446,0.11833103178931596,0.03891545952119231,0.09668001359273642,-0.08396510022435813,0.003023291749414317,0.07967318170959922
0.8709672770191219,0.17467186098342774,-0.3979197427922524,-0.15496461378957513,0.12192264699144202,0.0841236848971629,0.09429315158504013,-0.016562313376317084,-0.036977326301766575,0.048002640147476114
0.8565133360134112,0.26252486027615096,-0.37163683801513725,-0.16257866093867132,0.08411972595095643,0.15102385228787502,0.07898475001417352,0.05004988624747981,-0.057354273594447724,-0.03190477409519204
0.8417898047524137,0.37211875713620696,-0.3023344750621883,-0.15255800512724546,0.07762343135336781,0.16258590098104547,0.007207775771845663,0.08550506654888741,-0.07410866776039127,-0.07013681410013783
0.8148695000956829,0.4848477659684372,-0.180389569460883,-0.1810186656594218,-0.01629792074476369,0.1671274846756647,-0.05648180256224069,0.08597923276732579,-0.0401661154833673,-0.062030758536675376
0.7922346974232742,0.552882003998576,-0.06733933853976068,-0.1843178130518167,-0.08438091532361618,0.13781930593075153,-0.08208435498145061,0.05052430208455995,0.050218104848224254,-0.007327444006320575
0.7524553800149422,0.6026377661874196,0.0674114056096679,-0.18783411041068926,-0.1361422848515739,0.07792540266234968,-0.11441684527571577,0.024074089311790677,0.06419741631876519,0.02666346647185739
0.7045107894361015,0.6506789722967643,0.14332372542446492,-0.18598724303230266,-0.15657014260474447,0.010046153034575256,-0.09329535839748743,0.012335036397771228,0.045180321265344915,0.03706718133933563
0.6744422940489326,0.6626121182004464,0.1976121414928374,-0.172649739633063,-0.1902940073333674,-0.08261140264225304,-0.050327204827361784,-0.011913406524463514,0.03652022742869609,0.029396748578817036
0.6578639086101364,0.6790069453980888,0.24313882031425085,-0.11282181363429784,-0.1686047420731279,-0.1285675948011513,-0.013220468475081005,-0.021367250495096423,0.0024581877873313092,0.008608810463823351
0.643290463712399,0.6755162931680071,0.2990476272470219,-0.057915239284050096,-0.1284276145899469,-0.16483762564109855,0.03673521286534337,-0.04683853928330343,-0.033422533852884066,-0.002324717241419963
0.6256957665752837,0.674208741860203,0.3368035575233594,-0.009163812869673858,-0.07621068829671371,-0.1798770172380696,0.09157908754647004,-0.03773236916269385,-0.05462113923798796,-0.0051575446580888334
0.6006348478872849,0.6959766933605951,0.3479067872122308,0.08808154658053384,0.04476424649990685,-0.12359352197994763,0.11445149776181081,-0.0152169884325731,-0.06576072467679107,-0.03266279329355755
0.55934983790405,0.6973918529955174,0.304009888802413,0.2569294885613973,0.20212972711972393,-0.018344847034524926,0.07537532441998027,-0.0046719110151840215,-0.03727674486169047,-0.019266692087397053
0.5203736830273266,0.6210584159772078,0.264894073504424,0.4083604347698403,0.319664988695097,0.11996681462852639,0.004016080622636437,0.01946865909657627,0.022644074989555563,-0.002546009313569053
0.5120041825314925,0.5940975897950638,0.31044839335996416,0.3999695119023069,0.3200682462627302,0.1252940036449112,-0.08164260280536384,0.020343954777280508,0.09090280835826656,0.04066764000444985
