convective_available_potential_energy_std_PCA_1,convective_available_potential_energy_std_PCA_2,convective_available_potential_energy_std_PCA_3,convective_available_potential_energy_std_PCA_4,convective_available_potential_energy_std_PCA_5,convective_available_potential_energy_std_PCA_6,convective_available_potential_energy_std_PCA_7,convective_available_potential_energy_std_PCA_8,convective_available_potential_energy_std_PCA_9,convective_available_potential_energy_std_PCA_10
0.24516782163563572,0.7235219792692886,-0.2789013249850794,-0.4775175601687424,-0.056872038924152095,-0.1949513621644495,0.18256051940534776,0.13913336847916707,0.08783566418989645,-0.07233395882273133
0.31415147870286475,0.7805843834551605,-0.31343979783603343,-0.411424240590261,-0.003925166276653121,-0.09158607558615993,0.09279676367985416,0.009330272176517482,-0.01434239361674067,0.058341955119200935
0.3837114412460092,0.8342695919189679,-0.2806010556662988,-0.2376299872699822,-0.016028304610019813,-0.02533191792178574,0.01432856602896605,-0.05014240468879176,-0.07896905167057734,0.051438562047716165
0.29296640170232924,0.8656418588832736,-0.26660004668288845,-0.04112491769018421,0.0666856724249409,0.07306636102859816,-0.22242066860291976,-0.12756361779078781,-0.08307359028243926,-0.13572006611239623
0.3485782198798563,0.8639835026524361,-0.26484547071150205,0.06621818522586269,0.06195297302837463,0.061780321936718674,-0.19564980703360463,-0.09186778495392993,-0.05207778649795077,-0.015273859432857206
0.40412513215728313,0.8326811662775991,-0.18210871409671747,0.1874510667187975,0.09310416396866676,0.1141995655683231,-0.09934954110951016,0.027109746374676554,0.1112052815767273,0.1883167475262916
0.5102978607148303,0.7153331678175303,-0.11911762892313654,0.3402926523965961,0.09423513221205067,0.17907661053910648,-0.022409241207417326,0.16879313635705362,0.1662098756953682,-0.058463670002826526
0.6909193674969281,0.5554610634408136,0.06266326538424723,0.3788758749480984,0.020174233064220552,0.06330809513058297,0.19095076176709025,0.07858095087119545,-0.0634973915014111,-0.09710561763483912
0.7698481427045583,0.4863499991265079,0.1572256712664283,0.3156664534102859,-0.0021433596631088288,-0.0911039745174427,0.1655208647737538,0.014722277051371697,-0.1143066447255172,0.004937551395444596
0.7863330048797114,0.4289246208106731,0.26336380219441247,0.27279241908668717,-0.057625952524826766,-0.1633104590869166,0.09426748245443677,-0.00907118299023692,-0.08845752962708671,0.07033131035404419
0.836879082148454,0.34237202265121197,0.33860986078980243,0.11895434738733414,-0.07060899300287943,-0.204613183618561,0.04324602716100296,-0.0679460978454308,0.030329501575841047,0.02243102914188877
0.864106767303536,0.21535227579762248,0.3765298393734756,0.056241526734118266,-0.10665899233362333,-0.17548174211843412,-0.032554069551714325,-0.1266706496854906,0.10006634842359098,-0.028391731075898773
0.88572747521252,0.1571934420933002,0.3807193311346547,-0.07118321230599724,-0.16107321016016637,-0.024841030135258204,0.004177059741466424,-0.12207751019000693,0.08592011041726204,-0.02942726373956149
0.881002316353437,0.13029838393362866,0.3789941757847985,-0.1399908792602804,-0.17616217688573083,0.10707780056569773,0.017699775694998705,-0.08983841835133281,0.04351776981039145,0.016655708881031607
0.8861109631787952,0.0738011724026414,0.3651725686676588,-0.16329452039638478,-0.13540438783794495,0.18347668709043774,0.014638555787819649,-0.05250447251219333,0.007754224542840604,0.023222927858784194
0.9013991243774562,0.03418828642777204,0.2931903716451457,-0.15868676222418873,-0.12767684892694542,0.23993672629564883,-0.004991885254807002,0.06644736337886345,-0.04243003550533764,0.03118358067104445
0.9352931926153776,-0.01125484786496624,0.2565030921616954,-0.1477012179664923,-0.05561334976599297,0.18213822989479644,-0.012093129099522657,0.0817368307257552,-0.025002295790930277,0.006706672905973943
0.9565903192080737,-0.041731904764820076,0.23988238636743128,-0.13098463198810478,0.013815957541311654,0.10499280532612641,-0.036551289767072705,0.052371244297742474,0.002019185131900184,-0.012171209869797082
0.9571078972901522,-0.09242486224235905,0.2165401113090332,-0.12518920072374734,0.06091633473276885,0.04868627029145836,-0.028556644890673423,0.0625366004996142,-0.01975291605454558,-0.051379716627936334
0.9577883143909625,-0.12808152142330612,0.187352837653914,-0.11029816144304991,0.09816846215273126,0.015562954187398295,-0.044268404488735875,0.07700696464459668,-0.03733302442131694,-0.05003938454172169
0.9538994002256607,-0.1827425510162774,0.13840934691582482,-0.09530338162317221,0.13533967842748867,-0.0042549675697522394,-0.07221422036055282,0.06530699964362255,-0.06934677557914015,0.0006344932020347051
0.9485013852004155,-0.20344520576973235,0.04687089461695914,-0.05483728591799564,0.161787149609125,-0.08067040849860001,-0.06971887274700359,0.08867841948170127,-0.06255327101275178,0.043600714702710874
0.9525336975860735,-0.21113445511336976,0.013100420531576347,-0.007491697728815321,0.16036028622004783,-0.1198384349090861,-0.07767784887216907,0.02742768826819628,-0.008120634598306038,0.03959942682427573
0.9485447943399411,-0.20801519309401428,0.013990639056765376,0.005796145839399393,0.1962166313260084,-0.13625127787272984,-0.07643187418157557,0.007316104695879632,0.020288370243050628,0.02132215601913094
0.9446115908595656,-0.22880906484796337,-0.044337470175463196,-0.01514048516329428,0.19830810626613174,-0.11638745359352325,-0.06251654247775647,0.014392456082168041,0.021317194552458455,0.02655430077812087
0.9413279103799496,-0.24214908829000134,-0.08609390985555149,-0.012692054364706164,0.2070328880360463,-0.08103819522586835,-0.023376177295678296,0.008713116568086342,0.026230769402530354,-0.0028574394353282438
0.9259631460108162,-0.2597840925214943,-0.13557203085823005,0.012399119921852952,0.2152778915907637,-0.05150723254408461,-0.003382882038566388,-0.04539851267237255,0.05607604408527148,-0.032873107679213705
0.9202414753886888,-0.2832634784583529,-0.1782325136810174,-0.005715064164232346,0.18492426735459438,0.01714702872390023,0.07222158232437695,-0.0691784743230942,0.026258503822324242,-0.02680779692113488
0.9081369105135944,-0.2869433396682811,-0.2511767271210599,-0.0012716671107012765,0.12670716843451993,0.06933285021208566,0.11042202983854485,-0.0831739814926293,0.004796591414235329,-0.005878841048126928
0.8700269754409974,-0.3153727349958148,-0.329086972740582,0.006036194588839094,0.08283445630342631,0.11316866621839525,0.13505662445174563,-0.08195317339266174,-0.011089144737604301,0.00202138379870619
0.8387817074308531,-0.3258515343357693,-0.40528808963299207,0.014851616287463055,0.00697394389281819,0.12655163473172126,0.11929247795011033,-0.062049000633761224,-0.008687428158148661,0.022319271990368456
0.8465926869079834,-0.29619058543348137,-0.41451619348145835,0.0602629050747699,-0.09829931227719409,0.08417581037181471,0.08358704376195673,-0.06341373803949593,0.02655362215817217,-0.005241375711149908
