100m_orientation_of_wind_mean_PCA_1,100m_orientation_of_wind_mean_PCA_2,100m_orientation_of_wind_mean_PCA_3,100m_orientation_of_wind_mean_PCA_4,100m_orientation_of_wind_mean_PCA_5,100m_orientation_of_wind_mean_PCA_6,100m_orientation_of_wind_mean_PCA_7,100m_orientation_of_wind_mean_PCA_8,100m_orientation_of_wind_mean_PCA_9,100m_orientation_of_wind_mean_PCA_10
0.5296802179197341,-0.5841158111246071,-0.5104055787793104,0.2137225370955039,-0.19018274970478571,-0.1582444743839638,0.05912552347378551,-0.056780277786146485,0.05326559960023121,0.10757179146640834
0.5703920156190502,-0.5840786162590809,-0.5207470883062586,0.19146767689148703,-0.12605102670469961,-0.1312024539204119,0.060437602534369854,-0.0497895214247811,-0.003046417237438937,0.011131258050364683
0.6236479014510367,-0.584070919798843,-0.4861336674563693,0.16279229924429128,-0.0702906425134665,-0.08154043877871721,0.05015752873424681,-0.031535705034336184,-0.01027303506764389,-0.041426975463418406
0.6762607089657391,-0.5634079274348952,-0.4499807934355359,0.16105663636208706,-0.01357452421702982,-0.04427232132200923,0.0005337468929505049,0.036376904035537276,-0.04154044827511009,-0.05944300179176138
0.7159551936052746,-0.5432468619483463,-0.41179356094463415,0.1266591291270378,0.015186853746689608,0.010736355011216829,-0.057272059516316906,0.060751680237068846,-0.05641138173879282,-0.06958475802497911
0.7617042717435114,-0.5424975002025689,-0.3266805635694171,0.0836071503366352,0.07813014208202962,0.07678326639647153,-0.06894247100278347,0.06804515659659097,-0.04272612419384111,-0.028017432417618147
0.7983487135771014,-0.5313424641332667,-0.22537860361962306,0.022912275259662516,0.09216385333835488,0.11858357858508754,-0.11595725336355515,0.06812102066753527,-0.007464931198744177,0.01225375883706763
0.8232987236807023,-0.5206938149539416,-0.14165851553632142,-0.03592558038352293,0.08502778831558587,0.12201972062801669,-0.12284106846770657,0.03289489310302823,0.033624552177205724,0.03596585135034708
0.8414943314612634,-0.5044197410624682,-0.06320529496365393,-0.09607107866787247,0.07827910203257599,0.12465887032538511,-0.08125802017458922,-0.006424949746625156,0.07961390379502334,0.038098804082707396
0.8539868640851096,-0.4763653087066358,0.006986366930701375,-0.15731901466512657,0.10444673088399196,0.10030489240697324,-0.0011373144995937585,-0.06180162896930928,0.0615314747642015,0.026607456623089717
0.8683433069466828,-0.4428493649359032,0.08621120893578035,-0.16609905375489523,0.0692930300578839,0.07410398647410177,0.04935844704594223,-0.1007259560169836,0.03678924311398394,0.00022956121363398147
0.8865286228760321,-0.36809908143028114,0.16982212032107127,-0.18120689854983166,0.0793895913707803,0.03709715293045164,0.10740973224592608,-0.09942350728162028,0.0009689694601882518,-0.02143943570394627
0.8860359103403154,-0.33326357026101033,0.22026137456034295,-0.20459166012603824,0.07403004893416067,0.011832746149725754,0.09990674388921501,-0.06547999964610425,-0.05267379733303945,-0.003883413168217648
0.8899782892178573,-0.29273460435046483,0.2599700409461961,-0.21458645953625993,0.04901093693104581,-0.00953239445057564,0.09094383832664595,-0.01572801752463737,-0.06350815589790927,0.019367000498622614
0.8966145330515837,-0.2330191795295259,0.2797217326003666,-0.23168663105298065,0.03599355941453803,-0.06692036699868872,0.07627162417042517,0.056274201181151694,-0.04811251753257601,0.05083090859057431
0.8984688805354395,-0.18874188789430685,0.2987884489516075,-0.21972547670890727,0.011843870434529426,-0.10434706934985133,0.0559412842912174,0.10709477645843958,-0.024572598189232936,0.039053696114865186
0.9132578140893131,-0.10370842990136762,0.31707596656503667,-0.19031656616866469,-0.002344886668005223,-0.13298940682508514,0.027893670833780585,0.08525599972168858,0.018954586769411842,-0.00424270330223511
0.9343439022745799,-0.02755908663663517,0.31084548494231273,-0.11598418748517898,-0.026636439387933877,-0.14314742973072492,-0.007388384300922746,0.042539727899393184,0.03345288196015447,-0.054400613031651036
0.9294905509851193,0.04152951114224477,0.3309014542236963,-0.08211690922025931,-0.09495590734983338,-0.1007802879386463,-0.07418181484452321,0.015447919131653927,0.03484146305940658,-0.05323373276859721
0.9210372846199618,0.10769565800937672,0.325292642839634,0.00015651305432112065,-0.13572404522728668,-0.05130479324794001,-0.12303489322392142,-0.031116639005403218,0.0413870445570226,-0.0850672279847076
0.9101698204154616,0.16091926380130928,0.31721935790643424,0.09685053283805739,-0.17129780616939005,0.011913868853814453,-0.10311088616377975,-0.05914534688678593,0.032240548064792464,-0.046317328943794644
0.8846232759441104,0.2362688172257248,0.31358152284634233,0.12255243887518781,-0.2136828263715913,0.06345077100128028,-0.08072322568279057,-0.044547808029500376,-0.006811989763109223,0.033385693562963656
0.8723893775608758,0.28901719310517693,0.2671799407825055,0.18740404844069752,-0.20612904816994376,0.0823036910802045,-0.06673822113034353,-0.005440537511282477,-0.05007314914981751,0.06519733304908672
0.8751945029333964,0.3401557261685444,0.17968212668366232,0.2642623626441672,-0.10792845212862105,0.09013252185985601,0.028425058467183413,0.03955679386548396,-0.050524541316512676,0.06822549788391785
0.8525468896865201,0.38443708458930237,0.11384656997733454,0.3193013893213478,-0.024292204331150757,0.08219209674590434,0.09015848527807332,0.04804052617289723,-0.0361134234228186,0.01461104760038336
0.805634168021276,0.46149207439362394,0.06257666106199039,0.3469439933578842,0.04183346929640724,0.07388167032921343,0.11837933205776298,-0.009828866208281882,-0.03646481778601608,-0.038291030626427525
0.7779967056341345,0.5116313960524059,0.041030992221213265,0.33517187068796667,0.10429402574716261,0.0605359041683985,0.10939334711375329,-0.022460827711550845,0.021111179041241705,-0.052170799482966664
0.7540436646694377,0.5694997619304625,-0.028023773726894394,0.27963873959542807,0.1749056758213611,-0.00991813407167486,0.07569300616731173,0.01597013182880368,0.05828459341098564,-0.027546238375865298
0.72005583087371,0.6228597013050433,-0.10793551728105555,0.20316693297263178,0.18523340872091376,-0.07823725745427472,0.013283285220474056,0.016992959605755635,0.09371151617828873,0.034714438791300914
0.6839573637222299,0.6801046095328749,-0.17618050426216503,0.07654313585493691,0.14615649585025886,-0.11315070883748633,-0.07484975806210471,0.010503591486299951,0.03962359940984337,0.05269274367509939
0.6484502899143711,0.6943174555761756,-0.24136849489033846,-0.031459342616536684,0.14783215459664828,-0.111244506587339,-0.11241203227962215,-0.03371004658596049,-0.028986446376536225,0.018932294120490373
0.6072805824512396,0.7052461431480813,-0.28206416924182237,-0.16468242740009292,0.09412074008042237,-0.0772236351734184,-0.11263695274278797,-0.055792226859990586,-0.09257311649507838,0.028129740574618197
0.5431054520155087,0.6936993987208814,-0.39484918791207246,-0.2623388607473327,0.01847959049017938,-0.008683063113318483,-0.04048825422403008,-0.05892439783538974,-0.07147460718060807,-0.006821334444825427
0.501854317652424,0.6697689409797385,-0.4508501205718672,-0.30504961325567254,-0.07263169790181094,0.061723471540172735,0.017402318687357952,-0.03585255228306266,-0.016000037136111714,-0.025492060340861607
0.4725102503451311,0.6441264422647635,-0.4744331476266199,-0.3432898347912493,-0.14026252148062948,0.07260764430900217,0.0681240358567265,0.0307005790124535,0.03412923086835881,-0.02961743457918702
0.4335910500981105,0.6002539537520639,-0.5071668278347515,-0.35806149901946677,-0.1988839315365639,0.10045250789543188,0.10339642618645449,0.09257919898084245,0.07323940310605682,0.005667307882286931
