mean_top_net_long_wave_radiation_flux_max_PCA_1,mean_top_net_long_wave_radiation_flux_max_PCA_2,mean_top_net_long_wave_radiation_flux_max_PCA_3,mean_top_net_long_wave_radiation_flux_max_PCA_4,mean_top_net_long_wave_radiation_flux_max_PCA_5,mean_top_net_long_wave_radiation_flux_max_PCA_6,mean_top_net_long_wave_radiation_flux_max_PCA_7,mean_top_net_long_wave_radiation_flux_max_PCA_8,mean_top_net_long_wave_radiation_flux_max_PCA_9,mean_top_net_long_wave_radiation_flux_max_PCA_10
-0.43878612184671806,0.7311921299140576,-0.3103036110528491,0.023857513056533226,-0.10471697904032494,0.36523815126253584,-0.12471648104860168,-0.03375036192846787,0.05376745607038299,0.11771896201850045
-0.4714020342321693,0.7492044188345193,-0.30570484073711013,0.06296755399893834,-0.14841179737932303,0.2995696994277536,-0.08650690861572935,-0.004406953718041343,0.06756593830164526,0.04281409803033497
-0.5356284049079839,0.7443217632067436,-0.30765038595626515,0.07669166361841845,-0.1384181315052083,0.16776036680754491,0.03303042764846176,0.027828530863780024,0.0464572112069555,-0.030829477684978776
-0.5759872609521887,0.7053962355997797,-0.3551269478342989,0.11874425648768581,-0.08763740846998685,0.07456902105862352,0.028662131293231512,0.026334649175212117,0.0032340940549434732,-0.12780401303688235
-0.6200020206810973,0.6078942864407563,-0.42100117057951597,0.08673141729647506,-0.04144228387791338,-0.054979849967637516,0.11661043733224695,0.06758674952929632,-0.06938468098113587,-0.1863406571949056
-0.669319422856175,0.5768559306989907,-0.3942510214946443,0.07753478223945931,-0.03810671333113372,-0.1173033335993072,0.15751966353141364,0.007112090767076352,-0.10483894835970546,-0.011780786174741086
-0.7175472751281622,0.5381778360452998,-0.33217191487150527,0.040239161387581796,-0.02781438837904919,-0.20235908739744696,0.13948463439751238,-0.0682479888994583,-0.10064526748472341,0.09814916482274742
-0.7718647560301695,0.5247802691657839,-0.22225374499273046,-0.022582807982159826,0.01763609604295022,-0.227872922520441,0.07151801617369949,-0.04137860716884097,-0.04524021864864105,0.15426117031274966
-0.8064672840422332,0.5215749480661326,-0.10359350882710815,-0.056063427963251915,0.07959374302794722,-0.20808193805267927,-0.06976533961057474,-0.058270787082089874,0.028038295859849266,0.058117320031090554
-0.824575593204959,0.46914711729672415,-0.011635218776476518,-0.05682871218563673,0.160034619134324,-0.19036260858867562,-0.13383811760877953,-0.03596893277155639,0.1181499115419948,-0.025748046310768425
-0.8661779119890399,0.3892111908815828,0.04117498271627238,-0.06879225660229253,0.10752067404044968,-0.19792335133384775,-0.14019142660409029,-0.04297186485745111,0.12362169214838575,-0.01750286068314434
-0.8753324373935544,0.34386906954709273,0.1550409472435727,-0.09311641854345654,0.18826132339633253,-0.09703185713856678,-0.14123244024685513,0.0455765105944017,0.06181152363551991,-0.04167472330752607
-0.8949233234126351,0.29781698632786,0.2274669054701357,-0.10304146728881766,0.1514379688059517,-0.005826405375829601,-0.11148114162004676,0.08048190769357971,-0.029549328879318444,-0.04943846064269853
-0.8912242349354439,0.24244427908056296,0.2935430555036664,-0.09730957685468594,0.12982832129334632,0.06297136359988438,-0.0905620199460642,0.1092031046984474,-0.08249802066698166,-0.03969646392288666
-0.8723860608264501,0.19174755563505683,0.35767117705778595,-0.1354202918191048,0.08668778343100024,0.12886685002496698,-0.06441040679351019,0.0825459658554875,-0.13453737842382799,0.042848472807884355
-0.8641134909274639,0.17385890534460371,0.37408507309334266,-0.11357570674471062,0.17071009672715853,0.15569300005220105,0.022030803456437018,0.05300832855537402,-0.1010918577165095,0.05782823794393398
-0.8780884002256002,0.08522340737082083,0.3794993450956063,-0.11490634710953186,0.1387008724412519,0.1568604857717246,0.10879531232762857,-0.03994418648045896,-0.04969113917370233,-0.0032462548137273638
-0.8702867793596081,-0.025822652511664164,0.400917853197406,-0.14409756740086602,0.05272425738132512,0.13105526198439568,0.15668159992329664,-0.11600674459805667,0.03963154900126178,-0.05383882000445257
-0.9060880205252555,-0.06905880789616374,0.3411895901914365,-0.062467129115321894,-0.04403266104815681,0.06142107305769022,0.15198236376558122,-0.13128444958228763,0.05840973572409201,-0.010890878011911107
-0.9049590280802282,-0.11668540927903402,0.33302854787850716,-0.05402426128588827,-0.13773481132613782,0.016091763964432414,0.13168249351130162,-0.08757035780348162,0.0877992405749802,-0.0039879872124229405
-0.9017196108705333,-0.14609607718776355,0.29984473432576786,-0.07176749574929155,-0.20827581435747775,-0.03875710751201818,0.12887302072546405,-0.056692612705292245,0.03697697730209542,-0.0182502166177937
-0.9108055773111513,-0.2034913478772116,0.24770107425262922,-0.02195035195144854,-0.24574856879028342,-0.06105910674318487,0.04264650923678679,0.03043845209256742,0.045573536713283666,0.0032210001733563127
-0.87209568149227,-0.2783850409477028,0.22018335371167264,0.05037366748602073,-0.27534836965610693,-0.06084036843830464,0.001359486519447213,0.15305599269383535,0.02183467105442864,0.03148400193368112
-0.8630312214695156,-0.3389323445254741,0.17777949391983397,0.1712557535371781,-0.23598632851754686,-0.08156092770313803,-0.06270599765146251,0.09957598434228054,-0.004538440814140217,0.03978256648461799
-0.8272781046538494,-0.3694786071387415,0.1689620230092123,0.22790672795746617,-0.25756792354715813,-0.06715877271736609,-0.1491434431396905,0.04016996821012919,-0.024900171530993834,-0.010091777079980244
-0.8130953768042202,-0.46994687374122623,0.05304093696974423,0.2659049147442088,-0.10910422181329582,-0.03568638582885217,-0.1361792229121348,-0.014205991299602696,-0.06662756337953075,-0.02527794865564266
-0.7842784454843565,-0.49788690267410934,-0.0543752914141235,0.2799579962097054,-0.003856765292391063,0.04605328622031046,-0.10775604060382904,-0.17264371435838455,-0.1106319222541818,-0.029313178413613777
-0.7487999235252519,-0.5129151406391327,-0.18381985145865062,0.33653754955764165,0.07537838367789854,0.07941780435534826,-0.04660241134891708,-0.09858742410535026,0.028795931255261788,0.012832129363971352
-0.7229236193038284,-0.5239260489686345,-0.23527303990248558,0.26657781585401535,0.23605815922399098,0.039342587036569975,-0.010168486034032975,-0.09570817416263715,0.020551594418842665,-0.028102181487991422
-0.7299873519862496,-0.5248347296431646,-0.24085017153835656,0.216114536937569,0.27671235179256215,0.0513716752034446,0.047703195284746085,0.05051397322317414,0.0196392878541483,0.03857384227243403
-0.6930624678334895,-0.5830259806621549,-0.27078666489478415,0.13584449389734438,0.24560606027371643,0.052370181918316557,0.1128176118706596,0.10119181614426007,0.05105617556578042,0.02552382080977841
-0.6744329286575848,-0.5988368240742855,-0.3531842720899911,-0.03930518201204889,0.10482763847327851,0.04234996753320736,0.1313314793328979,0.13599541548961958,0.07631049266961847,0.007241498785062522
-0.634434215530175,-0.5838995023664719,-0.4157572176260803,-0.20024067310878246,-0.03958233362458041,-0.0031234908829433704,0.05650945589034676,0.1424878893463671,0.08655805240585072,0.03629739902186972
-0.5718761130990975,-0.6030641391622769,-0.4465716742024606,-0.2929078247948981,-0.07315613538385075,0.02844010033263246,-0.0012858606413173232,-0.014305250570100484,-0.09358390788625323,0.0025114929585423676
-0.5154842959726074,-0.62443036525991,-0.415786446281146,-0.3765906109549962,-0.0748727146956706,0.01862509052079329,-0.10920623610874833,-0.08956976580334146,-0.05116299466084295,-0.010768028531784522
-0.45499705745259417,-0.5305347825562899,-0.4961729647643145,-0.48205568760999007,-0.08291243185950811,0.019769445451678285,-0.11611416699006911,-0.07022797918204504,-0.0059223921746963,-0.04757683576521021
