relative_humidity_20_min_PCA_1,relative_humidity_20_min_PCA_2,relative_humidity_20_min_PCA_3,relative_humidity_20_min_PCA_4,relative_humidity_20_min_PCA_5,relative_humidity_20_min_PCA_6,relative_humidity_20_min_PCA_7,relative_humidity_20_min_PCA_8,relative_humidity_20_min_PCA_9,relative_humidity_20_min_PCA_10
0.8489321039002924,-0.4425733138935951,-0.1501673743144416,-0.26542203067484677,0.006679598512449906,-0.04015307571138585,0.05366338149284722,-0.03211873200754542,0.002720369871537481,-0.007625515711261484
0.8487824345822271,-0.44215802048869424,-0.16508741413807615,-0.25693383129820824,0.01581721014631075,-0.02859810595532997,0.06663591040986018,0.0202025240203943,0.023844723083736617,0.0071240484173113496
0.8684523479330576,-0.42786801420240134,-0.14279623064019212,-0.23713887864965627,-0.0077999660748694485,-0.014298636688343858,0.03679133890200025,0.016081112173065692,0.0032232256296841075,0.0012612908471821484
0.8851949147748537,-0.42329046508694823,-0.10808007194321474,-0.19249196200577728,-0.02244134127009108,0.04532869888902444,0.004367515842842867,0.020546638635762653,-0.015359705133114587,-0.011177565760043397
0.8996585668839058,-0.4151948275060447,-0.0974336845060175,-0.12904119340340078,-0.022780064091868148,0.0621793483546103,-0.04261151369607211,0.0029236932399629273,-0.02541204073726588,-0.01531247038669983
0.9173037785429198,-0.38897164379623356,-0.11552043305567368,-0.05957902091640659,0.0215370115240227,0.016959831373653193,-0.06016403721292668,-0.037126621817178754,-0.00857730829499731,-0.0014185407350705637
0.926858853710073,-0.37139257488237765,-0.11395804227282072,0.015056791561255627,0.02879509386047573,-0.02350022896309755,-0.04196474870223603,-0.040321381894265984,-0.0258112041341401,0.006208884086711429
0.9237419158040444,-0.34892880583452923,-0.1632043385330307,0.08825165230762302,0.03051778869511704,-0.06141771238199639,-0.028322124537708136,-0.013808184872549856,-0.016615407493493058,0.019259837444669897
0.9402544552905736,-0.31475293036068697,-0.15000817442849712,0.06634660048014493,0.04713615285341209,-0.03631453378711627,-0.03487790557185812,-0.0036403193065201993,-0.0012932688965652383,0.030996670690899866
0.9445870726263993,-0.3049913370679779,-0.14860279435578055,0.0519024053449663,0.01658902832599373,0.005881822506375356,-0.062152040678559534,0.025148188783277958,0.028191132854029938,0.007871964935493322
0.9507254512588262,-0.29525391371819465,-0.11663615919195572,0.060971602540001606,0.013055274069518653,0.04404037411152565,-0.0508669913427904,0.04363441906736919,0.027854943602626275,-0.005970869985583128
0.9427766678093505,-0.3172244765292893,-0.08793452265788504,0.1159886114689526,-0.055228459605410424,0.021129585687422972,-0.010557687946916283,0.01822108592613156,0.019127716546281537,-0.02039017941482039
0.9331491336724644,-0.33404365744286985,-0.037931584263594775,0.15253838680825765,-0.08351445912367075,0.025422750229439333,0.02661457296387754,0.019529553795584957,-0.0009580553503739577,-0.0067957885778697205
0.9357405169516483,-0.3348389297729113,0.014880635270792971,0.15324028938406323,-0.06225406297304193,0.00019146887602031602,0.01436921410370917,0.0004234156950919365,-0.012053731852108661,0.0013205002724558461
