time_step,variable,PCA_1,PCA_2
1,mean_total_precipitation_rate_std,4.3580963217204856,-1.916066149267896
2,mean_total_precipitation_rate_std,4.651727793334783,-1.7234787416822723
3,mean_total_precipitation_rate_std,4.682526430202312,-1.5974191221369682
4,mean_total_precipitation_rate_std,4.843641720101339,-1.6946801080245495
5,mean_total_precipitation_rate_std,4.780855617842126,-1.7921116673184676
6,mean_total_precipitation_rate_std,4.576553261520219,-1.7615627297065497
7,mean_total_precipitation_rate_std,4.354990076178478,-1.2842917447608062
8,mean_total_precipitation_rate_std,4.222779974022749,-0.9937750901176721
9,mean_total_precipitation_rate_std,3.838561478601555,-0.7497895772079327
10,mean_total_precipitation_rate_std,3.447956177791691,-0.4517401212624316
11,mean_total_precipitation_rate_std,3.164233101581926,-0.22152340300779944
12,mean_total_precipitation_rate_std,2.9427392278776447,0.23838139003518624
13,mean_total_precipitation_rate_std,2.1788970040290656,0.6410182626894465
14,mean_total_precipitation_rate_std,1.9998603584211796,1.6487355582683672
15,mean_total_precipitation_rate_std,1.995753777435233,2.1165395242096947
16,mean_total_precipitation_rate_std,1.8071373828303865,2.3549221389556636
17,mean_total_precipitation_rate_std,1.148091147567607,2.810727303819663
18,mean_total_precipitation_rate_std,0.4650931885473838,3.227384792077284
19,mean_total_precipitation_rate_std,-0.6550014450813343,3.5016705064559717
20,mean_total_precipitation_rate_std,-1.281717815758265,3.561888301393482
21,mean_total_precipitation_rate_std,-1.7148552573109728,3.4366017924173327
22,mean_total_precipitation_rate_std,-2.1741841360151084,3.2285666293775925
23,mean_total_precipitation_rate_std,-2.5649613190658065,2.7716051038983833
24,mean_total_precipitation_rate_std,-2.8273145315259236,2.3170132238541825
25,mean_total_precipitation_rate_std,-3.2010355297778985,1.753370613792667
26,mean_total_precipitation_rate_std,-3.399253888520574,1.1824967385569125
27,mean_total_precipitation_rate_std,-3.6470230274828612,0.3471864011638802
28,mean_total_precipitation_rate_std,-3.9302297347144823,-0.7474649928004766
29,mean_total_precipitation_rate_std,-4.06463687115647,-1.4818273292656068
30,mean_total_precipitation_rate_std,-4.156748146541611,-1.9104861333084462
31,mean_total_precipitation_rate_std,-4.3088208788893825,-2.1282305390967386
32,mean_total_precipitation_rate_std,-4.255296900627898,-2.4255498295996163
33,mean_total_precipitation_rate_std,-4.296949836795734,-2.80040727238966
34,mean_total_precipitation_rate_std,-4.370651851088632,-2.9717007406697653
35,mean_total_precipitation_rate_std,-4.328254782247193,-3.212010196265894
36,mean_total_precipitation_rate_std,-4.282558087006019,-3.273992793076171
