time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,mean_vertically_integrated_moisture_divergence_min,-2.717820631141628,-2.3745714086740257,-2.0884074328883235,1.4648068203650444
2,mean_vertically_integrated_moisture_divergence_min,-3.261081190816726,-2.6701752464482458,-2.261794410325151,1.0666438193651522
3,mean_vertically_integrated_moisture_divergence_min,-2.939104072906499,-2.717458737691044,-2.2896781674387334,0.7427426318270439
4,mean_vertically_integrated_moisture_divergence_min,-2.9997245661109466,-2.5592350845170846,-1.92407230997315,-0.09159891963062639
5,mean_vertically_integrated_moisture_divergence_min,-3.045539707674671,-2.699966017514476,-1.2142603004933779,-0.8460778300290845
6,mean_vertically_integrated_moisture_divergence_min,-3.0006088645141054,-2.3246608439372074,-0.758341072227538,-1.070410821426134
7,mean_vertically_integrated_moisture_divergence_min,-2.817621995528201,-2.053397379663878,-0.266089115987219,-1.564421426346547
8,mean_vertically_integrated_moisture_divergence_min,-2.883506090793113,-2.092330895322549,0.26881204625107613,-1.262163882027844
9,mean_vertically_integrated_moisture_divergence_min,-2.9829338595120567,-2.0111281688282205,0.9197759816583289,-0.9654197362996614
10,mean_vertically_integrated_moisture_divergence_min,-2.9618061706544974,-1.061114798547487,1.7764235763744642,-0.894570506190839
11,mean_vertically_integrated_moisture_divergence_min,-3.04654429276618,-0.5141352908927029,2.214890285895815,-0.3878717670536809
12,mean_vertically_integrated_moisture_divergence_min,-3.0208937530868822,-0.16344195943598808,2.2260535662489422,-0.21995422292152855
13,mean_vertically_integrated_moisture_divergence_min,-2.5284147516698012,0.46617497628457516,2.3716851340217113,-0.41717992860038905
14,mean_vertically_integrated_moisture_divergence_min,-2.2593179608479184,0.9882345514409413,2.142787433771198,-0.48320023787326677
15,mean_vertically_integrated_moisture_divergence_min,-2.3102723675621184,1.2448912308139806,1.6620466815524626,0.1467475062232834
16,mean_vertically_integrated_moisture_divergence_min,-2.5389867171184766,1.333786401625662,0.9360009526425338,1.1564544813879611
17,mean_vertically_integrated_moisture_divergence_min,-2.2260701662936384,1.768412496068323,0.8476255661221315,1.957245181734879
18,mean_vertically_integrated_moisture_divergence_min,-2.078966892607277,2.2525612629353864,0.4171205298517016,1.7532002789436407
19,mean_vertically_integrated_moisture_divergence_min,-1.5814238740472177,3.0333810637611545,0.005677193705841204,1.748684369785182
20,mean_vertically_integrated_moisture_divergence_min,-0.7620237562453952,3.722706659226485,-0.3454290376970978,1.1789845917341861
21,mean_vertically_integrated_moisture_divergence_min,-0.4564554927991911,3.5610467032993296,-0.8008973854247894,0.9489718641659896
22,mean_vertically_integrated_moisture_divergence_min,0.22180118219714862,3.4737792543693478,-1.4284679312214608,0.69454482957544
23,mean_vertically_integrated_moisture_divergence_min,0.4558902589500548,3.198519252728067,-1.560284717986729,0.03928973484413228
24,mean_vertically_integrated_moisture_divergence_min,0.6890584049165587,2.926565564115117,-1.3993106609268462,-0.7481839028248984
25,mean_vertically_integrated_moisture_divergence_min,1.972348737704892,2.7250287656587173,-0.9264813577802541,-1.6863323425669465
26,mean_vertically_integrated_moisture_divergence_min,2.6100644491509026,2.311599189512578,-0.7854680635648217,-2.2112343586019514
27,mean_vertically_integrated_moisture_divergence_min,3.002563927956103,1.519097866994519,-0.6773962505635174,-2.2180274544204086
28,mean_vertically_integrated_moisture_divergence_min,3.2786091460917466,0.911702863443215,-0.4113654552661457,-1.82765004302647
29,mean_vertically_integrated_moisture_divergence_min,4.00574491929799,0.009758712061120776,-0.1996511598115716,-1.1107461365562663
30,mean_vertically_integrated_moisture_divergence_min,4.150140847641208,-0.6159842536365605,-0.06514322998596069,-0.6563635122017182
31,mean_vertically_integrated_moisture_divergence_min,5.220184601385999,-1.2261863210570962,0.47223849984899025,-0.4068317530528816
32,mean_vertically_integrated_moisture_divergence_min,5.227381434908011,-1.4712887064162892,0.7700486221596756,-0.09149675372512901
33,mean_vertically_integrated_moisture_divergence_min,5.516866470193191,-2.0601884019349446,0.9334786633575027,0.5927107492517573
34,mean_vertically_integrated_moisture_divergence_min,5.570877849351913,-2.441033877818354,0.761382560818668,1.0095400469704856
35,mean_vertically_integrated_moisture_divergence_min,5.435492574990966,-2.394423073218389,0.48393973740104007,2.070360548537416
36,mean_vertically_integrated_moisture_divergence_min,5.062092369959852,-1.9965263487839793,0.19255102788061437,2.588808080664662
