time_step,variable,PCA_1,PCA_2
1,2m_temperature_mean,-3.33347232859277,-1.7493346674658152
2,2m_temperature_mean,-3.2383824106265178,-1.7078297309188801
3,2m_temperature_mean,-3.026170800214281,-1.5841977742811009
4,2m_temperature_mean,-2.9728382859580833,-1.4726459554319238
5,2m_temperature_mean,-2.8056072938960903,-1.320490810658333
6,2m_temperature_mean,-2.7509190564592814,-1.1502627255770814
7,2m_temperature_mean,-2.5582203672353905,-0.9032621176972544
8,2m_temperature_mean,-2.4601034441258434,-0.647789729041748
9,2m_temperature_mean,-2.287206222721433,-0.33063996853183647
10,2m_temperature_mean,-2.130871153251387,-0.03145826953696041
11,2m_temperature_mean,-1.9371655056742871,0.2700953371619048
12,2m_temperature_mean,-1.8536113189341288,0.5214425138787804
13,2m_temperature_mean,-1.7068264985455355,0.8213363370161639
14,2m_temperature_mean,-1.4595699559524695,1.0253528569884227
15,2m_temperature_mean,-1.2589272451922302,1.1375631041742025
16,2m_temperature_mean,-0.9676011628303652,1.3645377884301526
17,2m_temperature_mean,-0.7789796119660227,1.573372010126593
18,2m_temperature_mean,-0.5235117119179363,1.82019706054053
19,2m_temperature_mean,-0.2704905993040716,1.960676081973005
20,2m_temperature_mean,-0.00014815129495245966,1.9601686443089867
21,2m_temperature_mean,0.32557020466405173,1.7643399760359302
22,2m_temperature_mean,0.7208797384967086,1.5868106784622307
23,2m_temperature_mean,1.0829458531523288,1.2879237582161922
24,2m_temperature_mean,1.4033332006521562,1.0626755052487773
25,2m_temperature_mean,1.7608833273293734,0.8336435471073521
26,2m_temperature_mean,2.0473343728954227,0.626795915701902
27,2m_temperature_mean,2.322565362101806,0.26821150160197105
28,2m_temperature_mean,2.548462199314353,-0.01910648612615482
29,2m_temperature_mean,2.782874917091731,-0.33456026047100185
30,2m_temperature_mean,2.9390683014099075,-0.6919456041845623
31,2m_temperature_mean,3.105203480259131,-0.8975062566856283
32,2m_temperature_mean,3.249862824367394,-1.1404842932999695
33,2m_temperature_mean,3.3744484325210093,-1.3229419324744256
34,2m_temperature_mean,3.4923713272160564,-1.41591689293333
35,2m_temperature_mean,3.547036008793547,-1.4978498070723507
36,2m_temperature_mean,3.6177835744281035,-1.666919334584746
