time_step,variable,PCA_1,PCA_2
1,geopotential_1000_mean,4.773366534508136,2.778956006090959
2,geopotential_1000_mean,4.724326051762279,2.509272077697277
3,geopotential_1000_mean,4.523214670984141,2.2871521138955426
4,geopotential_1000_mean,4.308544443249089,1.9882041856958557
5,geopotential_1000_mean,4.15974821362463,1.7406766651795638
6,geopotential_1000_mean,3.971171395903589,1.2861631174529804
7,geopotential_1000_mean,3.8109899024123353,0.9413436644580974
8,geopotential_1000_mean,3.479718190282899,0.4689056129164635
9,geopotential_1000_mean,3.3047916694976642,0.12400455665701093
10,geopotential_1000_mean,2.997920688991643,-0.2751253279821653
11,geopotential_1000_mean,2.6952345884987534,-0.6777628834953358
12,geopotential_1000_mean,2.3640218596183433,-1.0363706869173244
13,geopotential_1000_mean,2.074043996049767,-1.3907342645875047
14,geopotential_1000_mean,1.7388449692825316,-1.6487402774346898
15,geopotential_1000_mean,1.403755430219578,-1.8629819042529905
16,geopotential_1000_mean,1.088394205904849,-2.134093005201195
17,geopotential_1000_mean,0.6738891351364975,-2.2667885435126545
18,geopotential_1000_mean,0.340349476415158,-2.2818448511303693
19,geopotential_1000_mean,0.0745596383040118,-2.2367529369197032
20,geopotential_1000_mean,-0.36676953301231885,-2.136357712628749
21,geopotential_1000_mean,-0.6027855214599177,-2.0508918161995653
22,geopotential_1000_mean,-1.0802112956436065,-1.8989213563435068
23,geopotential_1000_mean,-1.4838639024072477,-1.6944245736487604
24,geopotential_1000_mean,-1.9950490056395573,-1.4558220205538321
25,geopotential_1000_mean,-2.429767554682638,-1.1496099629335392
26,geopotential_1000_mean,-2.85266006244074,-0.8885287208832282
27,geopotential_1000_mean,-3.191483257286854,-0.5045850376091907
28,geopotential_1000_mean,-3.571216742990786,-0.10029300605679341
29,geopotential_1000_mean,-3.9647384084246826,0.390347726811518
30,geopotential_1000_mean,-4.180555310182855,0.8638893857764027
31,geopotential_1000_mean,-4.244870009994351,1.196675910350231
32,geopotential_1000_mean,-4.368575827707899,1.5342211811902955
33,geopotential_1000_mean,-4.448538266012068,1.945781048592056
34,geopotential_1000_mean,-4.564877238053773,2.2905571491593864
35,geopotential_1000_mean,-4.582186741571828,2.525938840476372
36,geopotential_1000_mean,-4.578736383134787,2.8185396458910854
