time_step,variable,PCA_1
1,convective_rain_rate_min,1.5555626042606958
2,convective_rain_rate_min,1.5555626042606938
3,convective_rain_rate_min,1.5555626042606938
4,convective_rain_rate_min,1.5555626042606938
5,convective_rain_rate_min,1.5555626042606938
6,convective_rain_rate_min,1.5555626042606938
7,convective_rain_rate_min,1.5555626042606938
8,convective_rain_rate_min,1.5555626042606938
9,convective_rain_rate_min,1.5555626042606938
10,convective_rain_rate_min,1.5555626042606938
11,convective_rain_rate_min,0.3700661851126209
12,convective_rain_rate_min,0.3700661851126209
13,convective_rain_rate_min,0.3700661851126209
14,convective_rain_rate_min,0.3700661851126209
15,convective_rain_rate_min,0.3700661851126209
16,convective_rain_rate_min,0.3700661851126209
17,convective_rain_rate_min,0.3700661851126209
18,convective_rain_rate_min,0.3700661851126209
19,convective_rain_rate_min,-1.0286753068615508
20,convective_rain_rate_min,-1.0286753068615508
21,convective_rain_rate_min,-1.0286753068615508
22,convective_rain_rate_min,-1.0286753068615508
23,convective_rain_rate_min,-1.0286753068615508
24,convective_rain_rate_min,-1.0286753068615508
25,convective_rain_rate_min,-1.0286753068615508
26,convective_rain_rate_min,-1.0286753068615508
27,convective_rain_rate_min,-1.0286753068615508
28,convective_rain_rate_min,-1.0286753068615508
29,convective_rain_rate_min,-1.0286753068615508
30,convective_rain_rate_min,-1.0286753068615508
31,convective_rain_rate_min,-1.0286753068615508
32,convective_rain_rate_min,-1.0286753068615508
33,convective_rain_rate_min,-1.0286753068615508
34,convective_rain_rate_min,-1.0286753068615508
35,convective_rain_rate_min,-1.0286753068615508
36,convective_rain_rate_min,-1.0286753068615508
