time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,vertical_velocity_800_max,-3.88103079421661,3.579721116008786,-1.0182784845988595,0.3173616873242795,-1.4942330652217684,-1.1742106770670904
2,vertical_velocity_800_max,-4.718345334611387,3.4631858626571166,-1.2931012206430583,0.02553171954706843,-0.8257713521550667,0.28361295356552135
3,vertical_velocity_800_max,-4.594249770152409,3.2840687958687633,-1.8990030790303793,-0.1759692391315421,-0.41251076142124665,1.4307352081681046
4,vertical_velocity_800_max,-4.578341808417843,2.714513325332292,-2.3489191264487044,-0.2662233676497508,0.2113182375757978,2.3485071477631525
5,vertical_velocity_800_max,-5.015935411487657,0.643284283969196,-0.9855141255510979,-1.1655784820472652,0.4290873887472093,1.2903993264533333
6,vertical_velocity_800_max,-4.641168998593111,-0.5182968587723037,0.13257479802884467,-2.8302111680696416,-0.02431101716383994,-0.5430786776506437
7,vertical_velocity_800_max,-4.643673120239947,-0.8775923580191197,0.7327822039607778,-3.3738961187335628,0.21544436765560007,-1.556692844566394
8,vertical_velocity_800_max,-4.566373674700084,-1.3481719874072775,1.2775963376159416,-2.206679578463515,1.0825840389198371,-1.4839435780133607
9,vertical_velocity_800_max,-4.8305203145819995,-1.241480133832507,2.993640049479548,-1.0845118930746567,0.9012093125148775,-0.5440509319488931
10,vertical_velocity_800_max,-4.1666710497505965,-0.5333671254364957,3.4409488749105153,0.30849277574491485,0.952520035140266,1.1057021839758758
11,vertical_velocity_800_max,-3.200774669075245,-0.4503916676994184,3.1760343354525276,2.282700016223725,-0.09751969355526167,0.6553680763310309
12,vertical_velocity_800_max,-2.52170517741989,0.09472513572724164,2.430012392723132,2.9902346037383443,-0.6931362510972072,0.25176904091903524
13,vertical_velocity_800_max,-1.3220174393367812,0.2817177563998984,1.2799342352452259,3.3916468513814477,-0.6570581252552009,-0.12299615763624411
14,vertical_velocity_800_max,-1.6505926849781039,0.050022230286892254,-0.18429456288675847,3.126643432172558,-0.2969076136812046,-1.1438796582585178
15,vertical_velocity_800_max,-1.313385830305949,-0.6029372486233965,-1.787203070190875,1.8284451175179057,0.10233519176419871,-1.7226548137998703
16,vertical_velocity_800_max,-1.0467873516448953,-1.8502740452020836,-2.5323940209771423,0.6304098075050589,0.13703309292990717,-1.5697481013183454
17,vertical_velocity_800_max,-0.9330292500666815,-2.9779758015838613,-2.552864468785668,0.09893522296555854,-0.027326892706727637,-0.5115683321302532
18,vertical_velocity_800_max,0.4240477096413353,-2.788854514371984,-2.0431164859909994,0.3272607316922259,-0.020889214176971975,0.3058414327141162
19,vertical_velocity_800_max,0.626617577554355,-3.223906704421721,-0.832900293966328,0.06081549926973083,-0.1989783260061327,1.0518878791909723
20,vertical_velocity_800_max,0.9724083650780602,-3.392066707103465,-0.20427792306204137,-0.302186722377815,-0.5656221215607211,1.5375329258695913
21,vertical_velocity_800_max,1.5416167603490896,-2.645531128144901,0.04855461694479723,-0.41062356291507957,-0.8949908559538938,1.383179777309583
22,vertical_velocity_800_max,1.7969455310652926,-2.4547658141154574,-0.36512890920351415,-0.35366573374004556,-1.5872644785641883,0.9528661474096962
23,vertical_velocity_800_max,2.892281657731826,-2.1118914087443135,-0.27619556779177273,0.11842107111855664,-1.6269371234650962,0.3988548069936984
24,vertical_velocity_800_max,3.309730449689373,-0.3072918797282591,0.11876219791146153,-0.6482376255753732,-1.4099696251857938,-0.4253635617656802
25,vertical_velocity_800_max,2.7776255336432016,0.5771812135634087,0.06789529601415993,0.09498506036690159,-0.5507665158411691,-1.3559995964874518
26,vertical_velocity_800_max,2.2040056928406915,0.39021756778737227,-0.3457480002098098,0.5305722285783262,-0.11423249394206746,-1.3275516850395432
27,vertical_velocity_800_max,2.569261627273084,0.7267367919882658,-0.33793880058685566,0.8441608661219744,1.4235782556689873,-0.7873039827302255
28,vertical_velocity_800_max,3.0713393908816706,1.0198338917199263,-0.741948506802178,0.39515847187365405,2.3407661184697837,-0.29352904881264325
29,vertical_velocity_800_max,2.9278204596156847,1.027386885648025,-0.5487467791168177,0.7053644940430723,3.005740642250841,0.33813866717181057
30,vertical_velocity_800_max,3.903972540335602,0.8923415106613851,-0.46505243047716743,-0.01751742539313294,2.2935781438302656,0.3180696867204739
31,vertical_velocity_800_max,4.427007678987958,-0.005831410231564509,0.15621828488608633,-0.16017149415816476,1.7338585253262777,0.6028343181709744
32,vertical_velocity_800_max,4.615129469379305,0.37791786872034644,0.8385751094914237,-0.602350562211478,0.7714665092649892,0.2308636534007748
33,vertical_velocity_800_max,4.552610022524207,1.9768520160199563,0.8939516205806131,-0.9899424081526952,0.47896030267573636,0.5651236869710426
34,vertical_velocity_800_max,4.678755887952479,1.9360917611025916,1.4025673361449973,-1.180095954396029,-0.6851532995714937,0.2711665494859174
35,vertical_velocity_800_max,4.923231041057739,2.025419750468126,1.213144835972738,-1.3917509880391667,-1.746830006583796,-0.7751730158371393
36,vertical_velocity_800_max,5.4101952839782435,2.269409029508544,0.5594333309572437,-0.9175273330563898,-2.149071329625736,0.015291194477582884
