time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12
1,convective_rain_rate_max,2.4247890810475132,-2.052587983581197,-0.14906080825183218,3.2851659575074788,-0.14309858591706207,-1.995952075204664,0.2990950305012324,-1.7669920127404353,-0.5088546190600898,0.3869801375523156,0.4703489137657356,-1.3374512770146807
2,convective_rain_rate_max,4.412751226010262,-1.262938362056262,0.3713815455777698,1.4563867486049873,1.5624010939606614,0.4683880187727625,0.09849930876436465,1.1845277198719681,0.248224556882427,-1.0343941143327418,1.2373807863681903,0.649574821060009
3,convective_rain_rate_max,4.380972333607902,-1.6083642572113896,0.815864706906665,2.7254800822503724,0.7379334032445658,-0.7347706189817989,0.014592888510883303,-0.061828125342819805,-0.28843140248845206,-0.40803978011741004,-1.0635859631660936,-0.29253915638257294
4,convective_rain_rate_max,4.996460708027264,-1.656898768741724,2.161576935458536,0.9972245878705711,1.4744163876933414,1.6043578777580132,2.163901887583921,1.4886709306654344,0.4595024944616924,0.036274649101807964,0.03784828350432045,0.7507889962125046
5,convective_rain_rate_max,4.417764512685106,-2.9301060074413385,1.4781827373700833,-1.5446002969002959,-1.0795233414722356,0.6189150712399867,0.9205680363831499,-0.3161776828515915,-1.5895295053020024,-1.3286250161878657,-1.5815433350673789,-0.18576035753940606
6,convective_rain_rate_max,3.331682685210263,-0.9493472768794418,0.5508564586405499,-0.8061307435197822,-0.17197818817101018,0.3163171560331599,-1.6410600539522744,-0.12062957884462544,-0.3403944345654774,2.8563476826824963,-0.6481296213633382,-1.4180696552776764
7,convective_rain_rate_max,3.1570945970156044,-1.7269197481956005,-0.47595891407626234,-0.9737489721092751,1.0879004559447356,2.1381762189444564,-2.0888895017538323,-1.9064458947246117,-0.159557871986873,-0.18278763879764054,0.8091013190162408,0.5998566930684427
8,convective_rain_rate_max,2.2198923789867484,-0.5946384323502362,0.570587481065176,-0.5859511216791258,-0.6705115773538947,1.4605425810546457,-0.5253550300733807,-0.8219377234497696,0.3698056010675898,0.26087630902055386,2.6605244502363763,0.007788569738645391
9,convective_rain_rate_max,3.971222966893844,0.2657926261209055,-0.226937491896847,-1.487661408432921,-0.8047593559468824,0.08524584382139824,0.061111206096864865,-0.6759041601358744,0.5789159547817962,-0.37854202881369015,-0.1493890602156314,-1.3408875975374273
10,convective_rain_rate_max,4.085726339229286,-1.1543014314784246,-0.6587565028035347,-1.2842076246542733,-0.7303931850942973,0.0884642168989025,0.11941338059029054,0.996165718764382,2.52564117576226,1.1498129072507826,-1.3117666099769731,-0.0692595422226328
11,convective_rain_rate_max,3.279336018710969,1.4155059395601544,-1.6564092990117936,-0.25587883586632754,-2.0274326192896965,-1.7979736268513231,1.8825443791347705,-0.8427576077907946,0.5284440921946142,-0.6937283071199006,-0.2792872767035996,0.549132972690135
12,convective_rain_rate_max,2.6497254540518123,1.0147975996740075,-0.6365364242086541,-0.13500599476820804,-0.9172271994564835,-2.276299439792053,0.08474694769146064,0.006456163775137517,0.09485789734796826,-0.30938863695296637,0.9768897899293486,0.7356240086772474
13,convective_rain_rate_max,1.5940029246385927,0.32477349798724475,-1.147297348016327,-0.39054867923827935,0.032015993975378486,-2.237046052188594,-1.3376822632951522,-0.3734475163157046,-1.568852199609693,0.41920467851380394,0.6941125294552659,1.5304906475941265
14,convective_rain_rate_max,1.4784256053626055,0.35535926847186955,-1.5989449068625254,-1.4471296737062265,1.0678270121535947,-0.40490414554688764,-0.5971139024729729,1.2942519382560749,0.5788801446987608,0.5990808776106845,-0.16925274522459813,1.3565598506408556
15,convective_rain_rate_max,1.3175702089290005,1.8674974790124774,-2.441262993289854,-0.38665145473466406,0.8461149383674517,-0.9185782152548281,-1.5939685832975294,0.777144902603436,-0.46779147207390087,-1.470361445475125,-0.868959717486374,-0.25541084890653043
16,convective_rain_rate_max,0.712388427072831,2.4944009020828264,-2.3674418010728555,-0.1902112842403816,-0.3052066240443142,0.4971321487841303,-0.8313920502108795,2.272688188073331,0.251167974748404,0.19507800725568084,0.7640480405413356,-0.98333801654319
17,convective_rain_rate_max,-0.07521379272638433,3.500605989373111,-1.363982334931973,-0.14048432211397077,-0.9100358394391752,2.5396301454169894,1.467246059755711,0.12304605983372593,-1.9533171542171885,-1.017006297328552,-0.0825057714026313,0.0643031937703708
18,convective_rain_rate_max,0.16567049380718263,3.0411209208529257,-0.3374889404003731,1.1623591026044744,-2.404676936700237,1.3168204436022553,-0.7683391965397586,-0.17656731616967097,-0.4921732637023858,0.7319786670114864,0.460966778493212,-0.9486760570573797
19,convective_rain_rate_max,-0.3339968012255299,3.585150000684518,0.6842776968525427,0.61696452748122,-0.13989570840460705,0.4642650465422594,1.003081753133376,-0.12275734616428066,-1.1623307344305773,1.6319550880774756,-0.7305794751489949,1.8087423688706754
20,convective_rain_rate_max,-1.2670867345767893,4.2671969382077535,1.1474625475875564,2.16570473995014,-0.38131073495975637,0.8893901408467896,0.4739427291778341,-1.3714833101668134,1.9567493463509977,0.4882009649624798,-0.7003900407128986,0.7691898947147664
21,convective_rain_rate_max,-1.4118988364814655,2.4665770440799872,-0.06268372921335442,-0.11846849374739135,2.477748625772729,0.8527706548240702,0.07508583622389836,-0.12687856835598932,0.3566203409380196,-0.9767134737427322,-0.12949648707054398,-1.398367785441868
22,convective_rain_rate_max,-0.8591379675031673,3.064472467241569,0.6699161372500724,-0.8460936206811369,2.7576131324809134,-1.1008909664224233,0.1095778488705896,-0.6215862016083706,-0.29402826677609833,-0.31683748206277784,-1.2839525062255879,-0.8659999046006719
23,convective_rain_rate_max,-2.251281664884044,2.015200720025436,1.7562888503759135,-0.2951576748253589,1.861994920758315,-0.11535575276795469,-0.009213138399722797,-0.9725982243175106,0.39241851417607865,-0.1895860333330382,1.414368520498335,-0.28361239221060847
24,convective_rain_rate_max,-2.2955504933633,0.7268321064200409,3.0120681765992945,-1.903985626490831,-0.8818424975918703,-0.9675478388508206,-0.7483335823490163,-1.3105033939844344,0.3202204112617571,-0.1490148784189172,-0.438956019309626,0.7696276552774531
25,convective_rain_rate_max,-2.102287984702271,0.03012419095143697,1.9646599536029161,-2.0608958865369784,1.0974025067460067,-1.906905427775371,1.0679668424005908,0.5425651013197565,0.342818125977739,0.20165868346573998,0.8835311314949312,-0.10241940580938637
26,convective_rain_rate_max,-2.7916849890300397,-0.7099397110401525,1.7780916393959407,-0.7189832144519205,-1.9832028686169696,-0.6465787025040198,-0.31704223439500306,0.500389448046614,0.2885227006630281,-1.6079699794616877,0.41604124070793885,-0.8042697687850128
27,convective_rain_rate_max,-2.5424098358942815,-1.0372045546496156,2.883278006299282,-0.5875103676624618,-0.8190931811563812,0.8771162448513989,-0.5993740144406228,1.395057008685371,-1.5735055954762294,0.48428772747590876,-0.322501344712997,0.05018568533546981
28,convective_rain_rate_max,-3.3556327379943096,0.11237630314055273,0.9949238608817741,1.0008506942428925,-1.0665232579662076,-1.0279469856334567,1.0906216043713104,1.9435484689875073,0.03774047139393486,0.4478030857221862,0.9625015088400619,-0.6451055929326014
29,convective_rain_rate_max,-3.9545394781981282,-0.28960542513458737,0.7048014496561447,1.4581833190941698,-0.46142778300264553,-0.09269749734629573,-1.9676346031158842,0.8645345235252909,0.49363742597667765,-0.4798241827174796,-0.9708267577264497,0.0010539611316665678
30,convective_rain_rate_max,-2.9142645762108565,-1.7944871134825344,-0.18240297810143652,1.4142639978707718,-0.7481165094449956,-0.07785811988666255,-1.1836695593158189,0.531912079195617,0.4059845292804695,-0.8419442553034923,-0.10047970234244813,0.667962148836809
31,convective_rain_rate_max,-3.79387827049875,-2.1838185137508246,-0.6536916087864946,0.658823075861611,0.40778475837442857,0.37917428285097204,-1.0969396578832575,0.19844853669409507,0.42706957281420876,0.016541839715324417,-0.3645150821275221,0.7121104969153635
