time_step,variable,PCA_1,PCA_2
1,2m_temperature_max,-3.3454468677786715,1.7993962563997152
2,2m_temperature_max,-3.348276615652572,1.6255932889403062
3,2m_temperature_max,-3.218720279275844,1.4766084043449155
4,2m_temperature_max,-3.063601449516959,1.2534818580810072
5,2m_temperature_max,-2.9681174151321503,1.0618577866287184
6,2m_temperature_max,-2.932577254161551,1.026733212422545
7,2m_temperature_max,-2.8364019925623727,0.9180587132163086
8,2m_temperature_max,-2.637851121544408,0.5688521468115304
9,2m_temperature_max,-2.402458102773128,0.38009901695616105
10,2m_temperature_max,-2.2645853765771764,0.15517957142764083
11,2m_temperature_max,-2.174423277496376,-0.09532648328115251
12,2m_temperature_max,-1.9219517251527456,-0.3177567322198184
13,2m_temperature_max,-1.7725916116637206,-0.5718410832048636
14,2m_temperature_max,-1.6213641981842357,-0.6850527265006211
15,2m_temperature_max,-1.441881654191659,-0.8496794209893694
16,2m_temperature_max,-1.0817169086653216,-1.064928583842004
17,2m_temperature_max,-0.7889759576326857,-1.2319119416755075
18,2m_temperature_max,-0.5303180091712463,-1.4090603920992286
19,2m_temperature_max,-0.4065202788687291,-1.7015773785738435
20,2m_temperature_max,-0.19718133767392876,-1.7610399283524947
21,2m_temperature_max,0.07927880764324194,-1.6898723492359249
22,2m_temperature_max,0.39986711824258586,-1.5622341437777825
23,2m_temperature_max,0.7479821668381599,-1.4188017109007565
24,2m_temperature_max,1.1247716457443886,-1.256684172762242
25,2m_temperature_max,1.4573773015587237,-1.067907775779685
26,2m_temperature_max,1.7864164549045758,-0.9354316526988811
27,2m_temperature_max,2.32099094417284,-0.47049185000473176
28,2m_temperature_max,2.7689685074754276,-0.1575756474037404
29,2m_temperature_max,3.223868270554649,0.07562945761386382
30,2m_temperature_max,3.4850254533648197,0.2710467610675903
31,2m_temperature_max,3.69149381403115,0.4717701649777897
32,2m_temperature_max,3.8638900364402327,0.8261146952716085
33,2m_temperature_max,3.953362065746641,1.2772330754061822
34,2m_temperature_max,4.020874127123383,1.4729092973199847
35,2m_temperature_max,3.9914045448896243,1.7180096554486404
36,2m_temperature_max,4.039390174945033,1.8686006109681559
