time_step,variable,PCA_1,PCA_2
1,total_precipitation_mean,5.69635268609255,-2.5470560397568036
2,total_precipitation_mean,5.865982185298875,-2.4457216920722145
3,total_precipitation_mean,5.775654277474008,-2.2677035842669113
4,total_precipitation_mean,5.744708364276668,-2.296619305132982
5,total_precipitation_mean,5.705559399295409,-2.2363606282674007
6,total_precipitation_mean,5.4621776101111585,-2.046905828032068
7,total_precipitation_mean,5.170685730142253,-1.5212788488099918
8,total_precipitation_mean,4.856946097085672,-1.044551563350499
9,total_precipitation_mean,4.5126801956787865,-0.4641796852219217
10,total_precipitation_mean,4.053991219589704,0.1836759114281696
11,total_precipitation_mean,3.7353518352194466,0.6878721791998657
12,total_precipitation_mean,3.3823895413588034,1.3315590587910497
13,total_precipitation_mean,2.7137895945653545,1.8216344653202734
14,total_precipitation_mean,2.233815665331566,2.511399119699896
15,total_precipitation_mean,1.8427538082084272,2.9138854912028838
16,total_precipitation_mean,1.2618741951013188,3.0457186161337964
17,total_precipitation_mean,0.5352089754948075,3.3002032953365594
18,total_precipitation_mean,-0.05153687843163073,3.4793177065852867
19,total_precipitation_mean,-0.7741109516025241,3.5117209806927563
20,total_precipitation_mean,-1.2727169111969834,3.4002128286222875
21,total_precipitation_mean,-1.8673979261229796,3.0831535316030108
22,total_precipitation_mean,-2.331366796772524,2.8912122041347024
23,total_precipitation_mean,-2.792103641767114,2.4454386184593395
24,total_precipitation_mean,-3.351755501456155,2.02943017149019
25,total_precipitation_mean,-3.884229538854967,1.2756498905119935
26,total_precipitation_mean,-4.223775070436918,0.6429613979121581
27,total_precipitation_mean,-4.467330301172697,-0.037358119537648546
28,total_precipitation_mean,-4.555684786098689,-0.7942959114270128
29,total_precipitation_mean,-4.697725127173721,-1.5109704693666206
30,total_precipitation_mean,-4.798801207292454,-2.0060660978713627
31,total_precipitation_mean,-4.877879156973917,-2.3494782940624357
32,total_precipitation_mean,-4.805945754577302,-2.6449472561372804
33,total_precipitation_mean,-4.871435203331647,-2.882348641998625
34,total_precipitation_mean,-4.932440320887643,-3.048665023938618
35,total_precipitation_mean,-4.982868034860992,-3.177054834445285
36,total_precipitation_mean,-5.01081827131394,-3.2334836434285372
