,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,-195.25807,-189.85883,-183.56648,-160.44229,-161.7979,-162.85226,-158.85396,-155.28696,-150.52324,-146.81575,-145.28316,-143.42874,-144.35089,-152.80106,-160.11693,-179.82684,-184.01143,-185.83426,-181.9621,-172.68987,-160.3527,-138.48227,-116.191864,-96.40493,-77.48843,-60.861713,-51.475056,-48.614586,-40.08771,-42.338825,-48.85926,-55.191254,-62.603004,-68.44834,-63.06184,-54.92891
1,2,-99.857376,-98.50519,-97.49787,-97.10346,-96.08789,-99.41355,-105.758125,-103.15053,-101.02927,-87.48373,-83.754265,-81.14131,-82.56281,-85.913826,-83.577225,-88.5232,-85.824524,-80.67921,-72.0997,-60.027252,-47.954838,-43.356667,-35.48215,-28.50428,-22.186945,-18.40056,-15.828929,-14.492894,-15.217817,-17.044155,-22.501987,-17.963491,-16.296968,-16.369568,-15.914531,-16.29701
2,3,-153.58722,-146.08792,-138.03223,-127.12041,-124.67513,-124.353134,-124.299515,-125.05782,-125.39621,-125.57864,-126.45798,-130.44963,-133.01134,-142.95065,-150.91202,-171.35632,-191.31981,-208.897,-214.55807,-204.2749,-160.88693,-106.44946,-70.688965,-50.99108,-39.170406,-37.333134,-45.196968,-59.696922,-70.24604,-84.21202,-87.34856,-91.78047,-89.35284,-82.567894,-74.748375,-60.29826
4,5,-84.07397,-77.50521,-71.89168,-63.497417,-49.431824,-40.067623,-30.503561,-28.616398,-33.06905,-44.419983,-53.14729,-58.837845,-67.772156,-63.456245,-51.246857,-36.47517,-5.2859635,17.581905,29.650967,39.03183,51.189445,51.09167,45.09912,40.602276,27.287363,16.379107,9.6179695,0.52105933,-1.3900583,-8.099917,-13.767982,-23.662975,-25.812298,-29.858353,-30.362886,-38.212757
5,6,-100.53877,-87.11067,-84.55286,-82.46153,-79.94819,-79.55603,-73.25855,-73.42945,-70.80162,-71.32629,-70.589615,-66.74749,-77.29464,-75.555374,-78.58169,-82.41225,-87.4252,-98.45232,-105.57065,-109.54613,-114.8151,-110.730034,-105.27064,-93.36565,-82.98954,-73.17116,-62.45568,-51.97005,-44.592186,-40.887688,-39.533295,-47.17882,-65.13976,-91.749916,-107.87514,-123.079445
6,7,-86.09544,-81.479836,-77.415306,-76.16761,-77.12454,-77.03125,-78.091255,-78.70842,-76.17161,-77.177055,-76.532455,-80.297226,-85.58649,-86.515144,-90.236626,-93.15037,-97.7188,-104.50318,-107.360725,-114.064896,-117.11042,-121.37862,-125.01501,-129.90346,-131.06,-133.90674,-139.30426,-144.9256,-160.06857,-165.2409,-172.48732,-174.7107,-174.33931,-172.00258,-170.1479,-166.69272
7,8,-264.88614,-263.91675,-272.53622,-279.64413,-283.9541,-273.5179,-275.58148,-266.91998,-246.64299,-230.0248,-216.57936,-191.74432,-176.59442,-166.8523,-151.65929,-142.20432,-134.57657,-130.01057,-127.11817,-128.17154,-130.46666,-132.16214,-133.10483,-141.01067,-142.25487,-130.4215,-113.63146,-91.92914,-68.2508,-48.529938,-37.240242,-30.626886,-29.0298,-29.082972,-34.021183,-46.036003
10,11,-119.90322,-122.938736,-125.34036,-126.69146,-128.52394,-130.27483,-126.9544,-130.75964,-131.26826,-129.42613,-127.41446,-130.6804,-137.16875,-140.94792,-142.16373,-142.6246,-140.53093,-137.82843,-138.4781,-136.74725,-136.933,-137.66376,-139.56712,-141.96959,-146.0655,-156.88882,-161.6433,-165.36584,-162.38402,-161.57228,-159.74556,-149.67203,-147.21742,-144.78442,-141.20709,-140.78888
11,12,-128.68315,-124.37325,-119.307785,-117.38215,-116.23997,-113.576385,-107.78913,-101.26719,-102.83068,-99.67599,-96.47195,-94.306885,-93.114365,-93.67831,-93.49594,-91.98558,-90.47769,-89.81057,-89.71545,-91.1688,-103.00988,-104.316505,-104.86992,-105.31692,-106.637405,-108.25958,-109.15232,-109.47274,-109.29378,-109.621735,-107.43203,-105.631714,-98.54245,-102.73792,-103.721146,-105.29125
12,13,-61.573936,-66.96681,-70.98334,-75.04305,-78.07386,-82.56477,-85.20376,-90.43152,-92.70126,-98.97215,-103.68414,-106.61424,-107.97242,-108.31058,-107.91365,-110.001335,-115.8249,-125.0103,-134.12846,-143.86676,-155.08655,-163.63472,-174.77223,-185.03911,-192.81209,-194.8331,-197.11668,-198.5068,-201.77611,-204.78535,-204.67535,-207.51598,-208.07552,-195.908,-196.00697,-195.1837
15,16,-100.45456,-109.49565,-114.95964,-114.07616,-119.272156,-130.53923,-132.18437,-139.98468,-145.45512,-161.73175,-167.76845,-175.34831,-182.65364,-188.79356,-209.43584,-213.85468,-219.75769,-224.52213,-217.4734,-224.88272,-233.21234,-240.99397,-246.57501,-249.44585,-251.2011,-251.9235,-279.68314,-279.42413,-288.04425,-283.94437,-291.30017,-286.6866,-295.89157,-297.39288,-293.5922,-293.8062
