,PCA_1
0,1.5953439887597185
1,0.6805719954842002
2,0.3371237639881469
3,1.4770051149889483
4,1.1255059255454822
5,1.7654612262273113
6,0.8311632324037559
7,0.1829102950430087
8,2.4729478173823516
9,1.9735885535835775
10,1.718601345325148
11,1.618169240733331
12,0.2449852358352571
13,-0.028699262667466363
14,1.4714360744961712
15,1.1546061635121256
16,0.8624810891841371
17,0.3707325920311533
18,0.7226761096245347
19,0.06796126201458552
20,0.2182083361387107
21,1.7654210643251402
22,0.07959653087823515
23,1.3434251345055117
24,0.6254379583475929
25,1.7308289112734654
26,1.8724478605050978
27,0.7887666660716447
28,0.7446709276076156
29,0.32222919492826385
30,0.12759852664643556
31,0.3218430890876476
32,1.5449310148242654
33,1.1211144695624335
34,2.3326224567813116
35,1.4464217403012076
36,0.4397386689205749
37,-0.07447502118798632
38,1.107147895165309
39,1.971629181354903
40,0.4715504577262288
41,0.9523635603079064
42,1.0260288966510782
43,1.9942162964226509
44,0.24103799308967144
45,-0.5014665209058697
46,0.21387077409591493
47,1.1763839118723125
48,0.9635717378895251
49,1.8076678805794844
50,0.5710791972242867
51,1.6793502392529305
52,1.0783860743714677
53,-0.3405000301650325
54,2.3023008526605127
55,1.6208889120523224
56,1.647254310256236
57,1.7002317470914168
58,1.7933021577783774
59,1.5892023778199638
60,0.4691010987998194
61,0.7911227543907229
62,0.21974892908609023
63,0.9811632447548678
64,1.6511975693701326
65,0.0637857265299051
66,1.228883734250485
67,-0.061674540055334126
68,0.8121136205798997
69,1.4294625775102512
70,0.9049722667688594
71,1.762218473424247
72,1.8189299904055065
73,0.6784916970512768
74,0.5523109293884587
75,0.7292069673452759
76,-0.0460433821745132
77,1.1598282833106113
78,0.7876878296628198
79,0.8490236918643252
80,2.2162736943202774
81,1.790983377702232
82,0.12146124407572734
83,0.6753404145604537
84,0.7427526557328078
85,2.3787108729331843
86,0.35555055031910454
87,0.8932824144902414
88,0.8232547658975223
89,2.2085949952629464
90,-0.04723023628874856
91,0.49404801768927864
92,0.6805719954842002
93,0.9607325767719422
94,-0.02479338840480383
95,1.8135566841235975
96,0.755661537612379
97,1.4867199094891164
98,1.4009817176629296
99,0.15692705735217327
100,2.5108692140097206
101,1.2665750378436695
102,1.6115808118738553
103,1.7101186229892997
104,0.8375019948079601
105,0.5854614482664875
106,0.4636496520501666
107,0.526309880267476
108,0.6461290945563314
109,0.524729067961699
110,1.4961711714314032
111,-0.5616107409742828
112,0.9970521895709413
113,-0.30876408357807117
114,0.0727672838223351
115,1.5313983498480237
116,0.684507555463775
117,1.6230739148816073
118,1.8764954792779984
119,1.3774256224910078
120,-0.11028767855042254
121,1.0401222003313058
122,0.22792973810490125
123,1.0507439988195642
124,1.2414805522130423
125,1.2251085920546898
126,1.9280985440284342
127,1.9300503320352398
128,-0.6219022405027326
129,-0.2598979461665869
130,0.5955030729338235
131,2.3100232950581194
132,0.5716999159888887
133,1.630112743098909
134,1.9432268067126826
135,2.26632143817733
136,-0.22931916797694885
137,-0.1544573440256014
138,0.8817844660074065
139,0.7900280217592928
140,0.9647039511325665
141,0.8707139918481105
142,0.46236818668331964
143,1.6049361908250757
144,0.8383527299984447
145,-0.7349307034072969
146,2.5890530880172324
147,1.4807307682218394
148,1.5366182480057597
149,1.7909454757449614
150,2.268525612234118
151,2.1112040678803203
152,-0.4856570572028196
153,0.644327267300122
154,-0.00066790203042566
155,0.387620892143028
156,1.370372947323172
157,0.8253501944700335
158,0.5261024632905977
159,-0.8143296540273934
160,-0.014642596907531336
161,1.6698066643070835
162,1.9784570877655225
163,1.544834296843357
164,1.12319781317535
165,2.1441516705191956
166,0.7519341606927
167,0.8531515386811913
168,0.33460526606944474
169,0.9514730654088344
170,0.6497976746044481
171,1.600732501789517
172,2.235815227201486
173,2.017982892055595
174,-0.9342059415010224
175,0.14487829518004636
176,1.1455914731292063
177,2.252623260965245
178,0.6091659720229717
179,0.18527232050546882
180,1.425917528348641
181,2.2262525001802116
182,-0.362742101441881
183,-0.4259194356957303
184,0.4807568603841767
185,0.6309673540442355
186,0.21935343872851465
187,0.3930646780625101
188,0.13578144239354306
189,1.3991155394332844
190,0.8736040400301042
191,0.8128283760348499
