time_step,variable,PCA_1,PCA_2
1,10m_orientation_of_wind_mean,-4.510545815975271,4.322369596268829
2,10m_orientation_of_wind_mean,-4.527890043715134,4.303694495675869
3,10m_orientation_of_wind_mean,-4.592748576518909,3.8479262246519332
4,10m_orientation_of_wind_mean,-4.4616268106567505,3.432732237923588
5,10m_orientation_of_wind_mean,-4.371416196417024,2.999330421955692
6,10m_orientation_of_wind_mean,-4.414036187855937,2.224985755618013
7,10m_orientation_of_wind_mean,-4.355509764842137,1.4182975755891507
8,10m_orientation_of_wind_mean,-4.313793771550311,0.7180400716763181
9,10m_orientation_of_wind_mean,-4.255433845520486,0.10064615402809635
10,10m_orientation_of_wind_mean,-4.031735203438145,-0.4866225543807616
11,10m_orientation_of_wind_mean,-3.7968086681243274,-1.1076680763556621
12,10m_orientation_of_wind_mean,-3.2466277921279985,-1.7710885553166633
13,10m_orientation_of_wind_mean,-2.9643476406455562,-2.158272217812105
14,10m_orientation_of_wind_mean,-2.6441977919530224,-2.4672337258220995
15,10m_orientation_of_wind_mean,-2.2311845565706974,-2.6393829500989594
16,10m_orientation_of_wind_mean,-1.893423646741419,-2.816672618619925
17,10m_orientation_of_wind_mean,-1.2528722216932713,-3.0224472684025416
18,10m_orientation_of_wind_mean,-0.6426438693554365,-3.1065729268802915
19,10m_orientation_of_wind_mean,-0.12504492734891526,-3.26588597596373
20,10m_orientation_of_wind_mean,0.4189356056667875,-3.217707696706779
21,10m_orientation_of_wind_mean,0.856061352352251,-3.193440443632074
22,10m_orientation_of_wind_mean,1.4496971424851264,-3.117833573066841
23,10m_orientation_of_wind_mean,1.902997942427936,-2.7977607221039027
24,10m_orientation_of_wind_mean,2.343040907433384,-2.223192550831808
25,10m_orientation_of_wind_mean,2.722039571631625,-1.6838960596258368
26,10m_orientation_of_wind_mean,3.3400206117287152,-1.2646578618459652
27,10m_orientation_of_wind_mean,3.785254884477241,-1.0419414344809612
28,10m_orientation_of_wind_mean,4.260553755881211,-0.5168912884156946
29,10m_orientation_of_wind_mean,4.739234132913826,0.2045989247123507
30,10m_orientation_of_wind_mean,5.228610709013631,0.8302206752176743
31,10m_orientation_of_wind_mean,5.35888487282503,1.4159368593923674
32,10m_orientation_of_wind_mean,5.472470653691502,1.8704191837473647
33,10m_orientation_of_wind_mean,5.4683182700072575,2.868633992603079
34,10m_orientation_of_wind_mean,5.314130514223126,3.4587291906762245
35,10m_orientation_of_wind_mean,5.138501983789674,3.7457363905997507
36,10m_orientation_of_wind_mean,4.833134420502441,4.136870750026298
