time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,surface_pressure_std,1.3942889741349422,4.722604558478267,-0.4332684846438625,-2.376838148144702
2,surface_pressure_std,0.9987569543503635,5.665809979972125,-0.5611543235398307,-2.464206981185821
3,surface_pressure_std,0.3284130072237602,5.572521502710762,-0.05225066503787102,-2.465452276812433
4,surface_pressure_std,-0.2740482579447851,5.317848768519511,0.9662654367061346,-2.1171584831423464
5,surface_pressure_std,-0.29782673650013114,5.065470859727092,1.1727595088462357,-2.1819383228523304
6,surface_pressure_std,0.3082759681796797,5.106248268370475,1.4271743207076977,-2.013458639697394
7,surface_pressure_std,0.7473968783302721,4.472210537081208,1.2166719989480832,-2.4060522001296665
8,surface_pressure_std,4.263118151295289,2.2885633284011737,0.28096865361271367,-1.6173392338301666
9,surface_pressure_std,6.369450131457761,-0.5174583290430238,0.46774676071344395,0.5856710561268462
10,surface_pressure_std,6.7404922115639625,-1.1335160022392023,0.6229029140455519,1.2744248946405423
11,surface_pressure_std,6.748202660418476,-1.4848334528981493,0.5153763342893298,1.395470825616323
12,surface_pressure_std,6.579507021206238,-1.8930325400424477,0.2990908259403481,1.433825731054563
13,surface_pressure_std,6.448822493088831,-1.9802112077674683,0.21753005614073592,1.4985410768945346
14,surface_pressure_std,6.084891262584694,-2.313414116719757,-0.1914627287427788,1.1576911426569634
15,surface_pressure_std,5.464495325700497,-2.6636392414442747,-0.6931457650841258,0.7270115681453357
16,surface_pressure_std,2.0890623333363716,-3.293825602686563,-0.3552653434102863,-0.3498878501284226
17,surface_pressure_std,-2.643591620502398,-1.275497583815374,4.8514956135266125,1.3016779955180169
18,surface_pressure_std,-3.2405080391574574,-1.159426038611974,5.301111160037926,1.3584819482302868
19,surface_pressure_std,-3.387495648984434,-1.4172015695382525,5.205380890104093,1.1460833039605949
20,surface_pressure_std,-3.499085356736766,-1.804508247302166,4.947896184354189,0.7734690376495761
21,surface_pressure_std,-3.5093761685115883,-2.51914767378067,3.9976556916340016,-0.05756424582357236
22,surface_pressure_std,-3.193500739703184,-3.392118408775896,2.271376530819422,-1.2068294251944196
23,surface_pressure_std,-2.672452550513015,-3.855485521709891,0.6498091759492366,-2.1109258342139623
24,surface_pressure_std,-1.9310892945804186,-4.062625143910306,-1.2023666718672772,-2.91288462023972
25,surface_pressure_std,-1.7958179537532089,-4.099822661805389,-2.036376527458463,-3.0855628570051334
26,surface_pressure_std,-1.760143569275151,-3.827395087775672,-2.9957602110840296,-2.6602342132694594
27,surface_pressure_std,-1.878181691877359,-3.4449656209056903,-3.452427857042351,-2.1017619929224356
28,surface_pressure_std,-2.1376573505271406,-2.976235997371243,-3.8665208411862486,-1.2355633617755402
29,surface_pressure_std,-2.8271998959556237,-1.903477051308379,-3.3716596748192895,-0.016635253040164763
30,surface_pressure_std,-3.260295554457214,-0.2430026314151913,-2.62544387127864,0.9420336066254766
31,surface_pressure_std,-3.3299819606102856,0.6975784619212597,-2.579474718003611,1.7473621444401
32,surface_pressure_std,-3.298277166415512,1.3670737887439008,-2.402675359969823,2.4212133433688314
33,surface_pressure_std,-2.849838833700253,2.685976613679263,-1.9402897955662672,3.5474371396885394
34,surface_pressure_std,-2.5425399388592895,2.8058691249185,-1.8393847059755541,3.893562504430292
35,surface_pressure_std,-2.134187298426586,2.803019675393723,-1.8332682479657463,4.0529327813322915
36,surface_pressure_std,-2.102077745879318,2.6900442629497054,-1.9790162636997084,4.123403839028573
