time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,relative_humidity_900_max,2.1821447969996495,-1.497037222924515,4.674560376670696,0.72311266735874,1.9578849409562658,-0.8715920790883127,3.288539899245965,0.4203585041046501,-0.051692221757194665
2,relative_humidity_900_max,5.405359182887318,-1.7302737071603038,2.3168934240615853,-0.27383951531625605,-1.0522304900798565,-0.12633058281806356,1.1707157849216074,0.5625235973250745,-0.7726369369412036
3,relative_humidity_900_max,5.789180781202139,-0.7764785117426921,0.9733563069620061,0.371169790427762,-0.8237923472163492,0.07316688895668329,-0.32185611403069186,1.3578761925762082,1.0224757998901395
4,relative_humidity_900_max,5.999485076693369,0.22007869779085087,0.26090044970177095,-0.5691922516432445,0.1243301982771983,-1.8254003635719225,-2.4985024422889692,0.07787410714171016,2.0876939034869784
5,relative_humidity_900_max,5.5324392357625545,-0.09985251913574303,0.4043994333545801,0.804713320470748,1.0228392994401119,-2.1146952574078464,-2.401165753380305,-0.18328056212171356,1.608958331662261
6,relative_humidity_900_max,3.993652122736209,1.325190057492142,-1.7963885142566123,2.7061199659180843,3.728043162500661,-1.0677846171550105,-0.5458811119242988,-0.6037964529831757,-0.8044666504311612
7,relative_humidity_900_max,4.8982106243264525,-0.07636988823464803,0.3134289851229397,1.1903447287370112,1.889975072479548,0.8135624617361523,0.2894244634192901,1.0821377963879948,-1.2012604381293726
8,relative_humidity_900_max,5.135748483712592,-0.8307558846749092,-0.22081484577795796,1.00239150948052,0.24267613715327058,-0.6108330456027793,2.130306735673738,0.36125281936209425,0.08515603372217952
9,relative_humidity_900_max,5.428650982306942,0.27994287306069027,-2.2398685465939256,-0.8826689383535251,-2.194211870583061,0.3677360615416252,0.17929764376999052,-0.9986556894581428,-1.34954962646664
10,relative_humidity_900_max,3.9455070237172847,-0.733966654647054,-1.319048826265004,-0.865765558470938,-1.8692653363393408,0.030651922387752016,1.4497321776567096,-0.6954804004884141,0.19817586387890504
11,relative_humidity_900_max,4.27695168432582,-1.0543935869498693,-0.5614973632973039,-0.41464637273712196,-2.20341291958114,1.2819564408379032,0.13185081102187143,-0.5942917791592345,-0.4308001357125498
12,relative_humidity_900_max,4.072555390696341,-1.0878076202377995,-1.4985478288774072,-0.6068600025213119,-1.7559799280051787,2.1543871337176803,-0.7243915068975765,-0.5211845268009626,-0.7213986603143697
13,relative_humidity_900_max,1.5178013092214881,-0.3388039526987893,-3.0393937984014543,-0.39951346434034746,0.9841972550082252,2.7030736561319757,-0.881875277701226,0.07273914116935308,-0.21682159667283815
14,relative_humidity_900_max,-1.5896903841904932,0.42331212635207915,-2.6015204904511084,-0.19286678355957376,3.425899887256788,2.277189650585788,0.150941268858715,0.7319824023092983,-0.7415404777444823
15,relative_humidity_900_max,-2.756093997078827,-1.6347349005125187,-0.958616385132746,-1.5634503652679128,-0.09972659265533881,0.579954367670914,-0.24208080755089664,1.3483921846801639,1.3940310639255078
16,relative_humidity_900_max,-2.8727522865003583,-0.7652215816693956,-1.5309996075605066,-2.0063507644753544,-0.7945698367643456,0.2900167002725816,0.36412608359494136,1.2773783498713356,1.5788314467332132
17,relative_humidity_900_max,-2.903271992430728,-1.240543777632206,-0.4833003156545317,-2.273853873007254,0.2759049975186863,-0.10577130424339151,0.10197126376058464,2.7587433277693196,0.18671109232736544
