time_step,variable,PCA_1,PCA_2
1,relative_humidity_50_max,3.0213538777565154,0.5869642664420563
2,relative_humidity_50_max,2.900160830848029,0.49001449177207557
3,relative_humidity_50_max,2.868872533768083,0.4353018511792762
4,relative_humidity_50_max,2.9796740676354596,0.4090943600033684
5,relative_humidity_50_max,3.090015892743698,0.36890750466638905
6,relative_humidity_50_max,2.9607488042016454,0.37414556753896805
7,relative_humidity_50_max,2.391187125644182,0.16525111906475043
8,relative_humidity_50_max,2.0248748475267755,0.13649335262705983
9,relative_humidity_50_max,1.625128604092874,0.051173443465997136
10,relative_humidity_50_max,1.4199970292235173,-0.09682413476629263
11,relative_humidity_50_max,1.2999226074892865,-0.1274397258353866
12,relative_humidity_50_max,1.026189166936934,-0.13524753067027004
13,relative_humidity_50_max,0.8759774175063495,-0.2646090267522541
14,relative_humidity_50_max,0.8242171367817314,-0.27149946536638425
15,relative_humidity_50_max,0.7245629904556485,-0.4550320326808309
16,relative_humidity_50_max,0.74682133275141,-0.4536356378403369
17,relative_humidity_50_max,0.49134550593210957,-0.49387943151282754
18,relative_humidity_50_max,0.2168028682824976,-0.4302484773863784
19,relative_humidity_50_max,-0.004647960478072785,-0.39363655370455974
20,relative_humidity_50_max,-0.3187827602547104,-0.4675116137934123
21,relative_humidity_50_max,-0.4074956638598075,-0.4167066725392121
22,relative_humidity_50_max,-0.39779977586017673,-0.38320520822772336
23,relative_humidity_50_max,-0.4087021366190319,-0.37188373325566915
24,relative_humidity_50_max,-1.327596297690206,-0.49589291690864334
25,relative_humidity_50_max,-1.5958147345214482,-0.759763588848289
26,relative_humidity_50_max,-1.6905289391707203,-0.816279258110445
27,relative_humidity_50_max,-2.0112609772380585,-0.47289176902594193
28,relative_humidity_50_max,-2.3097598988176036,0.8425776096188867
29,relative_humidity_50_max,-2.3891919625823594,0.6127131879436971
30,relative_humidity_50_max,-2.382185896822788,-0.017532273294320663
31,relative_humidity_50_max,-2.724770626000882,2.5967316958526223
32,relative_humidity_50_max,-2.834342042612553,2.817444881428168
33,relative_humidity_50_max,-2.689167410511223,0.7038341511901295
34,relative_humidity_50_max,-2.541085830378148,-0.9580439729186752
35,relative_humidity_50_max,-2.7218458673464343,-1.0857721896020172
36,relative_humidity_50_max,-2.7328738588125434,-1.223112269753583
