time_step,variable,PCA_1,PCA_2,PCA_3
1,100m_orientation_of_wind_std,-4.989303141117033,4.088767253101583,1.721365217808521
2,100m_orientation_of_wind_std,-4.988346802000006,3.9869952588806408,1.551207234458097
3,100m_orientation_of_wind_std,-4.930173192269895,3.810575509267162,1.2893209444410054
4,100m_orientation_of_wind_std,-4.882738011070737,3.511533285352895,1.058511500108551
5,100m_orientation_of_wind_std,-4.779223606605325,3.046284343749925,0.7786594548859889
6,100m_orientation_of_wind_std,-4.513348168260081,2.4641220962424124,0.5650662331937544
7,100m_orientation_of_wind_std,-4.251609735720085,1.8373584257514481,0.2436794211004697
8,100m_orientation_of_wind_std,-4.0382672760294165,1.2027580744423176,-0.10467980059114894
9,100m_orientation_of_wind_std,-3.9708480697602964,0.8138903129849698,-0.344469951973166
10,100m_orientation_of_wind_std,-3.7264268853765627,0.22026599411874725,-0.7392605665189127
11,100m_orientation_of_wind_std,-3.544109453813664,-0.5571297631153116,-1.2331281201651056
12,100m_orientation_of_wind_std,-3.1884897929054765,-1.144551946454276,-1.7208237219200455
13,100m_orientation_of_wind_std,-3.035171335885126,-1.4694471819060004,-2.0496562948690964
14,100m_orientation_of_wind_std,-2.947300502731699,-1.8034779716732496,-2.1559100321781584
15,100m_orientation_of_wind_std,-2.554637971176348,-2.255244789024257,-2.341149745776414
16,100m_orientation_of_wind_std,-2.3252405885401157,-2.584881011517152,-2.2389466035461236
17,100m_orientation_of_wind_std,-1.8472327925170882,-3.1314010814621915,-1.8927467926524144
18,100m_orientation_of_wind_std,-1.285269359241795,-3.58566796453342,-1.5249810062766598
19,100m_orientation_of_wind_std,-0.790098400801607,-3.9282016979986096,-1.0722942507513875
20,100m_orientation_of_wind_std,-0.33600812268633545,-3.9791267958819803,-0.6529195762854287
21,100m_orientation_of_wind_std,0.35340641980799264,-3.7633015903881804,0.5241110239321674
22,100m_orientation_of_wind_std,1.2240463159424022,-3.3749854323020494,1.2903368022718251
23,100m_orientation_of_wind_std,1.588358057973688,-2.9347464863590136,2.1951200413947074
24,100m_orientation_of_wind_std,2.086530208020202,-2.522408188349218,2.8734196221017316
25,100m_orientation_of_wind_std,2.4487420282824104,-2.1341750218584443,3.321326808325629
26,100m_orientation_of_wind_std,2.8536643599403675,-1.403549316512623,3.4937886057667877
27,100m_orientation_of_wind_std,3.303706803893875,-0.9101133813070656,3.457788312127984
28,100m_orientation_of_wind_std,4.126777579915909,-0.30242555209579075,3.0453273608375238
29,100m_orientation_of_wind_std,4.990740182770148,0.5348111906864779,2.210084303254716
30,100m_orientation_of_wind_std,5.764368687635163,1.4025682522808134,0.6385810808969675
31,100m_orientation_of_wind_std,6.271738103305125,2.2804757768432444,-0.8206084926489458
32,100m_orientation_of_wind_std,6.501159607394847,2.6610625693149554,-1.7735495842045812
33,100m_orientation_of_wind_std,6.526544819908101,2.675639996306396,-2.36140689219517
34,100m_orientation_of_wind_std,6.39005371716073,2.6513798677341214,-2.2633192212097
35,100m_orientation_of_wind_std,6.404046174989822,2.3455041683314044,-2.4672539240279687
36,100m_orientation_of_wind_std,6.089960141567918,2.2508427973493226,-2.500589389116009
