time_step,variable,PCA_1,PCA_2,PCA_3
1,surface_latent_heat_flux_min,-4.241886538580119,4.187237966708761,-1.2877338885453649
2,surface_latent_heat_flux_min,-4.444015744869848,3.8153919413715878,-1.1690694525827903
3,surface_latent_heat_flux_min,-4.558108273896736,2.9926433932355287,-1.0862373899725053
4,surface_latent_heat_flux_min,-4.654845595859171,2.5287356737868896,-1.166606885807826
5,surface_latent_heat_flux_min,-4.516092472787198,2.03696764761514,-0.8320020521472642
6,surface_latent_heat_flux_min,-4.327081600327398,1.5477203504650452,-0.5160224128244376
7,surface_latent_heat_flux_min,-4.270531994266436,0.978802718069582,-0.43719085043078293
8,surface_latent_heat_flux_min,-4.173053386158429,0.6641166087482095,0.012436762084960373
9,surface_latent_heat_flux_min,-4.011721940021925,0.271848806388171,0.3755562455079454
10,surface_latent_heat_flux_min,-3.687275509425056,-0.07762353878194674,0.8398263184745365
11,surface_latent_heat_flux_min,-3.287859272369606,-0.406588359111123,0.9973399439104361
12,surface_latent_heat_flux_min,-2.980013103456372,-0.5840961390974253,1.2032890203866868
13,surface_latent_heat_flux_min,-2.4967735444288692,-0.888773994575431,1.797034897474829
14,surface_latent_heat_flux_min,-2.0511261352542207,-1.1474082868285786,2.3995047950537836
15,surface_latent_heat_flux_min,-1.9921953456664179,-1.7507940524781216,2.603755273876511
16,surface_latent_heat_flux_min,-1.7178634329303726,-2.599246005015175,2.4847239223054083
17,surface_latent_heat_flux_min,-1.55003303251136,-2.7537162354577664,1.874118461860552
18,surface_latent_heat_flux_min,-1.0399087957466626,-2.8307711548067656,1.2942824378027702
19,surface_latent_heat_flux_min,-0.5780919469362267,-2.748500837339606,0.4741030915827869
20,surface_latent_heat_flux_min,-0.3122494668081521,-2.6117281940029304,-0.43769287543663116
21,surface_latent_heat_flux_min,0.25264022308784373,-2.5117004570313366,-1.2166308421366494
22,surface_latent_heat_flux_min,0.46650954597997846,-2.480554892023678,-1.4144502611555398
23,surface_latent_heat_flux_min,1.053508364457351,-2.476877632757041,-2.009153123551339
24,surface_latent_heat_flux_min,1.5138116373316186,-2.2052356937542807,-2.526859387790735
25,surface_latent_heat_flux_min,2.2015783178367703,-1.8407758546435051,-2.2679655657246
26,surface_latent_heat_flux_min,2.82378979723954,-1.3230257765677018,-2.331242863011013
27,surface_latent_heat_flux_min,3.5856376390047604,-1.0133738389570854,-2.3566522927877513
28,surface_latent_heat_flux_min,4.030305141733025,-0.5318625526533725,-1.7617189411582967
29,surface_latent_heat_flux_min,4.4979826676942425,0.21079942556039358,-1.1686647860524773
30,surface_latent_heat_flux_min,5.207582873679053,1.1495800496515185,-0.33995321214437785
31,surface_latent_heat_flux_min,5.684727153761573,1.550680068293482,0.39737388326232576
32,surface_latent_heat_flux_min,6.0144885671736565,1.9498760049672423,0.819950225868591
33,surface_latent_heat_flux_min,5.919602591810888,2.068368807660822,1.4601329126842157
34,surface_latent_heat_flux_min,5.931745648613614,2.114174319300696,1.5967598277227502
35,surface_latent_heat_flux_min,5.843117701084039,2.2727765407139278,1.820165260246139
36,surface_latent_heat_flux_min,5.86369926181262,2.4429331733458803,1.8754938031551491
