time_step,variable,PCA_1,PCA_2
1,mean_sea_level_pressure_min,-2.348643826292859,1.3922371475856807
2,mean_sea_level_pressure_min,-2.2517526934323726,1.3077037490358796
3,mean_sea_level_pressure_min,-2.2703216776445916,1.0411052322595267
4,mean_sea_level_pressure_min,-2.19039623826309,0.9313743481141274
5,mean_sea_level_pressure_min,-2.1278991927861335,0.879797227485362
6,mean_sea_level_pressure_min,-2.036579161707111,0.7956699652180097
7,mean_sea_level_pressure_min,-1.9522006770254554,0.7372441297374074
8,mean_sea_level_pressure_min,-1.8475310843977921,0.6683824981530335
9,mean_sea_level_pressure_min,-1.7183922149393793,0.5637843926656319
10,mean_sea_level_pressure_min,-1.613088243472236,0.44247586534254013
11,mean_sea_level_pressure_min,-1.4662938391536136,0.3112915250882153
12,mean_sea_level_pressure_min,-1.3600966997481514,0.21589935841839242
13,mean_sea_level_pressure_min,-1.2779548641896523,-0.6973322563745099
14,mean_sea_level_pressure_min,-1.135725267211905,-0.8095339687519875
15,mean_sea_level_pressure_min,-1.0827865098814693,-0.8720377478666353
16,mean_sea_level_pressure_min,-0.9734105482881676,-0.9681407213832219
17,mean_sea_level_pressure_min,-0.8541303862328068,-1.0718180413452978
18,mean_sea_level_pressure_min,-0.6945786747422955,-1.159841739352895
19,mean_sea_level_pressure_min,-0.5332378701916323,-1.2549321111755585
20,mean_sea_level_pressure_min,-0.2946098918278581,-1.2768931461248605
21,mean_sea_level_pressure_min,-0.03234834528398661,-1.3092201253178497
22,mean_sea_level_pressure_min,0.1559334586414385,-1.2093248052743952
23,mean_sea_level_pressure_min,0.44538201908098973,-1.1392864278333557
24,mean_sea_level_pressure_min,0.8182663357032267,-0.9847958431379761
25,mean_sea_level_pressure_min,1.1055541838005765,-0.7869491154476583
26,mean_sea_level_pressure_min,1.355409153985544,-0.599799600033376
27,mean_sea_level_pressure_min,1.6309362529939606,-0.3650781793460516
28,mean_sea_level_pressure_min,1.8412155983890799,-0.1548251356331384
29,mean_sea_level_pressure_min,2.0700792922237126,0.13311245805427194
30,mean_sea_level_pressure_min,2.259838069131713,0.27711380399537616
31,mean_sea_level_pressure_min,2.46693099925923,0.4008837040201049
32,mean_sea_level_pressure_min,2.717816237698791,0.5172995330412945
33,mean_sea_level_pressure_min,3.0229845576293446,0.7801553477260509
34,mean_sea_level_pressure_min,3.2243138254556505,0.9137275502651154
35,mean_sea_level_pressure_min,3.4015237536443834,1.1016522725054991
36,mean_sea_level_pressure_min,3.5457941690749046,1.2488988556872338
