time_step,variable,PCA_1,PCA_2
1,100m_orientation_of_wind_mean,-4.532908464971551,4.311266853149559
2,100m_orientation_of_wind_mean,-4.564081797552336,4.252963014387525
3,100m_orientation_of_wind_mean,-4.612133895511686,3.832788629953612
4,100m_orientation_of_wind_mean,-4.498478088890967,3.389174375930509
5,100m_orientation_of_wind_mean,-4.378234132784459,2.978621058280942
6,100m_orientation_of_wind_mean,-4.421780938895822,2.221196200734048
7,100m_orientation_of_wind_mean,-4.378495496445196,1.3772420919826032
8,100m_orientation_of_wind_mean,-4.326892116344749,0.7005036181609666
9,100m_orientation_of_wind_mean,-4.224907774743557,0.08199216317707833
10,100m_orientation_of_wind_mean,-4.024878169954489,-0.46464765077162545
11,100m_orientation_of_wind_mean,-3.7851702022147578,-1.0892355320541587
12,100m_orientation_of_wind_mean,-3.226393773780851,-1.7781011845343349
13,100m_orientation_of_wind_mean,-2.96036753971561,-2.1510821148878594
14,100m_orientation_of_wind_mean,-2.651786622936902,-2.4647917258895107
15,100m_orientation_of_wind_mean,-2.1920852583208377,-2.651514322292872
16,100m_orientation_of_wind_mean,-1.8496203402119564,-2.815042689737417
17,100m_orientation_of_wind_mean,-1.1984976423655458,-3.036565019686607
18,100m_orientation_of_wind_mean,-0.6187917432611494,-3.1040793285733304
19,100m_orientation_of_wind_mean,-0.07698909620631068,-3.267941415326478
20,100m_orientation_of_wind_mean,0.4480389529348747,-3.2428928281555933
21,100m_orientation_of_wind_mean,0.8740308324042456,-3.186706564341642
22,100m_orientation_of_wind_mean,1.485133702730048,-3.1154114742513603
23,100m_orientation_of_wind_mean,1.9142346798218142,-2.7775533376885897
24,100m_orientation_of_wind_mean,2.3243647710424775,-2.1964142649684604
25,100m_orientation_of_wind_mean,2.698251317357756,-1.6833359309413352
26,100m_orientation_of_wind_mean,3.346488226368947,-1.207796828853825
27,100m_orientation_of_wind_mean,3.7643509667882666,-0.9900915029328772
28,100m_orientation_of_wind_mean,4.247201171795194,-0.4403950613899341
29,100m_orientation_of_wind_mean,4.70488550002303,0.22773362131332509
30,100m_orientation_of_wind_mean,5.1935093647985155,0.8250456239677381
31,100m_orientation_of_wind_mean,5.3438596814189925,1.4137608456511042
32,100m_orientation_of_wind_mean,5.469988241365334,1.8536664896470263
33,100m_orientation_of_wind_mean,5.449118910736919,2.892754513209795
34,100m_orientation_of_wind_mean,5.304009472107083,3.4495773810508115
35,100m_orientation_of_wind_mean,5.131021691440044,3.7348411983284437
36,100m_orientation_of_wind_mean,4.824005611975176,4.120471098352724
