time_step,variable,PCA_1,PCA_2,PCA_3
1,mean_top_net_long_wave_radiation_flux_std,-2.811827269356458,2.3437204649773022,3.44194712610787
2,mean_top_net_long_wave_radiation_flux_std,-3.293673301704771,2.3781944080549153,3.4164771770641824
3,mean_top_net_long_wave_radiation_flux_std,-3.639863490764202,2.511211019887876,3.068634465876378
4,mean_top_net_long_wave_radiation_flux_std,-4.1140790880566955,2.426572574899942,1.7480363692548142
5,mean_top_net_long_wave_radiation_flux_std,-4.3003554402011055,2.5469006901622766,0.9261732219765987
6,mean_top_net_long_wave_radiation_flux_std,-4.401699671345936,2.4880849533019873,0.13299212927705825
7,mean_top_net_long_wave_radiation_flux_std,-4.514359311789708,2.156571465803087,-0.21450026418189716
8,mean_top_net_long_wave_radiation_flux_std,-4.422999850576419,2.084671453290328,-0.8171627673008861
9,mean_top_net_long_wave_radiation_flux_std,-4.321556522444987,1.6490706972047875,-0.9797018998325827
10,mean_top_net_long_wave_radiation_flux_std,-4.073674668820912,1.2678426324578778,-1.6756427354091057
11,mean_top_net_long_wave_radiation_flux_std,-3.7585555192865088,0.5632639070487293,-1.9900018237275825
12,mean_top_net_long_wave_radiation_flux_std,-3.599815904477311,-0.32730833034978013,-1.9505787633141713
13,mean_top_net_long_wave_radiation_flux_std,-3.02808221785393,-1.340017390811003,-1.6602517864091229
14,mean_top_net_long_wave_radiation_flux_std,-2.782465119016863,-1.8008935356167624,-1.1011500443478992
15,mean_top_net_long_wave_radiation_flux_std,-2.3426266041123083,-2.192091360601983,-0.6543069696194795
16,mean_top_net_long_wave_radiation_flux_std,-2.1055608153310232,-2.5195170180767628,-0.4453000844343823
17,mean_top_net_long_wave_radiation_flux_std,-1.7493007645132452,-2.8623206026652275,-0.5664667337982721
18,mean_top_net_long_wave_radiation_flux_std,-1.3754874758685927,-3.013820186323086,-0.8210052221567592
19,mean_top_net_long_wave_radiation_flux_std,-0.9596308124243631,-3.145190342181558,-0.7909568275666068
20,mean_top_net_long_wave_radiation_flux_std,-0.5037703031512801,-3.39893831948763,-0.6266319146516577
21,mean_top_net_long_wave_radiation_flux_std,0.190757499898969,-3.6040386396938553,-0.2685570508434606
22,mean_top_net_long_wave_radiation_flux_std,0.9432994169595252,-3.659834919013731,-0.040879140509573225
23,mean_top_net_long_wave_radiation_flux_std,1.5077368300363352,-3.465818459207521,0.13740508126693202
24,mean_top_net_long_wave_radiation_flux_std,2.4500729804473718,-2.822109248128415,0.6973668650494501
25,mean_top_net_long_wave_radiation_flux_std,3.0240523866597107,-2.5665215240835693,1.1502312849385607
26,mean_top_net_long_wave_radiation_flux_std,3.7609401537258176,-2.122311376249214,1.5772153465621133
27,mean_top_net_long_wave_radiation_flux_std,4.180475226240425,-1.5851257004737889,1.7980431187891552
28,mean_top_net_long_wave_radiation_flux_std,4.447694326713616,-0.881728496138709,1.6623582773339274
29,mean_top_net_long_wave_radiation_flux_std,4.897764610457053,-0.22330827663422548,1.1788575228172498
30,mean_top_net_long_wave_radiation_flux_std,5.266986093441823,0.4108824771572648,0.5172871576784364
31,mean_top_net_long_wave_radiation_flux_std,5.574419997953644,0.9895635012365123,0.017068065935726948
32,mean_top_net_long_wave_radiation_flux_std,5.6078472032648765,1.3695093246970198,-0.13164343621291616
33,mean_top_net_long_wave_radiation_flux_std,5.263599178500615,3.342081837533266,-1.467572975050252
34,mean_top_net_long_wave_radiation_flux_std,4.952658904408966,4.166797098565249,-1.6412937134400944
35,mean_top_net_long_wave_radiation_flux_std,5.031827914830183,4.562268773230619,-1.801853585421204
36,mean_top_net_long_wave_radiation_flux_std,4.999251427557691,4.273686446227771,-1.8246354717005469
