time_step,variable,PCA_1
1,relative_humidity_100_mean,2.7856939673970897
2,relative_humidity_100_mean,2.66367405432287
3,relative_humidity_100_mean,2.3999973347462844
4,relative_humidity_100_mean,2.2682630104913994
5,relative_humidity_100_mean,2.2187420705079175
6,relative_humidity_100_mean,2.1828841654741984
7,relative_humidity_100_mean,2.036288079574006
8,relative_humidity_100_mean,2.0153186738086517
9,relative_humidity_100_mean,1.8760304800625587
10,relative_humidity_100_mean,1.7062021244225145
11,relative_humidity_100_mean,1.5463368141442535
12,relative_humidity_100_mean,1.3294945554147786
13,relative_humidity_100_mean,1.072942432978712
14,relative_humidity_100_mean,0.91811262391261
15,relative_humidity_100_mean,0.7951016616330976
16,relative_humidity_100_mean,0.6286937097120032
17,relative_humidity_100_mean,0.42011972310312534
18,relative_humidity_100_mean,0.28666149543121744
19,relative_humidity_100_mean,0.23994492183896038
20,relative_humidity_100_mean,0.046514920256708434
21,relative_humidity_100_mean,-0.13845962770943027
22,relative_humidity_100_mean,0.04085330596982621
23,relative_humidity_100_mean,-0.07120337974926838
24,relative_humidity_100_mean,-1.4776367975803355
25,relative_humidity_100_mean,-1.6185086541009
26,relative_humidity_100_mean,-1.7660397460854151
27,relative_humidity_100_mean,-1.9635530035734483
28,relative_humidity_100_mean,-2.128809322513509
29,relative_humidity_100_mean,-2.2562895454539
30,relative_humidity_100_mean,-2.3512398395448986
31,relative_humidity_100_mean,-2.4850997893589355
32,relative_humidity_100_mean,-2.5774450175030936
33,relative_humidity_100_mean,-2.587100152785982
34,relative_humidity_100_mean,-2.63111264379065
35,relative_humidity_100_mean,-2.688121807224507
36,relative_humidity_100_mean,-2.7372507982285224
