time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,mean_surface_latent_heat_flux_min,-2.7017603928416873,-2.2719596910391626,-2.08199542199129,1.711821035561676
2,mean_surface_latent_heat_flux_min,-2.8468833864110628,-2.36789196158837,-1.8169946589326196,1.49427353145997
3,mean_surface_latent_heat_flux_min,-3.210534081622834,-2.581991848800211,-1.230592841383961,1.0890734419529031
4,mean_surface_latent_heat_flux_min,-3.2841076053910516,-2.317384845051803,-1.0027462796466975,0.6344850464313772
5,mean_surface_latent_heat_flux_min,-3.496541614454964,-2.2072867388111175,-0.6250796066087221,0.2444662318777535
6,mean_surface_latent_heat_flux_min,-3.4285829435331605,-2.1043009397848915,-0.44231817578982124,-0.10847151644988463
7,mean_surface_latent_heat_flux_min,-3.3804436282711916,-1.7773143532273687,0.1522529700717339,-0.48187488227353437
8,mean_surface_latent_heat_flux_min,-3.1316869538248717,-0.9226081297603795,1.3576032755283438,-1.0986519099336982
9,mean_surface_latent_heat_flux_min,-2.951831895418146,-0.3885128152979471,1.8155280613830873,-1.333616542693883
10,mean_surface_latent_heat_flux_min,-2.826907584457702,0.24419002545043908,1.9564110392843632,-1.3545843465969631
11,mean_surface_latent_heat_flux_min,-2.5248515271732828,0.6824833800789373,1.7944149717255624,-1.3847209167991044
12,mean_surface_latent_heat_flux_min,-2.2078817339455963,0.9448387817418203,1.6726227892325645,-1.4894312590333814
13,mean_surface_latent_heat_flux_min,-1.843855050556576,1.8428808365894254,1.86659604692124,-1.31169318106167
14,mean_surface_latent_heat_flux_min,-1.6448807869341915,2.1169055853314553,1.5256927740808808,-0.6000089716004716
15,mean_surface_latent_heat_flux_min,-1.330045023064653,2.3999048213302516,1.3386050835855363,-0.029935274614560123
16,mean_surface_latent_heat_flux_min,-0.9120397568526012,2.6501408932406085,0.4121698005247648,0.943813432166432
17,mean_surface_latent_heat_flux_min,-0.4769127752641827,2.7251683469683323,0.20538059157844893,1.0866370306820983
18,mean_surface_latent_heat_flux_min,-0.12355311155475013,2.537808324832994,-0.09888951834492742,1.4466069884978168
19,mean_surface_latent_heat_flux_min,0.19258001053981288,2.241918134113629,-0.33396342637240173,1.3344307270569427
20,mean_surface_latent_heat_flux_min,0.31195046216054206,2.0678444614599885,-0.9256999942034629,1.3420036231547143
21,mean_surface_latent_heat_flux_min,0.13090888871120893,1.8675116776440204,-1.4669315281623758,1.188181717115055
22,mean_surface_latent_heat_flux_min,0.46540416708780796,1.8541920459075891,-1.7966786074192276,0.763276132030531
23,mean_surface_latent_heat_flux_min,0.958067588425479,1.8033335733913416,-1.8280138626068236,0.10376110721340813
24,mean_surface_latent_heat_flux_min,1.3268684519529956,1.4461363577091912,-1.8871530311044384,-0.29808721162939533
25,mean_surface_latent_heat_flux_min,1.5800811791696383,1.1259518068338819,-1.8762847937425042,-0.5708335335348951
26,mean_surface_latent_heat_flux_min,2.1176501558230223,0.505230622636632,-1.7504790571859816,-1.007729479133598
27,mean_surface_latent_heat_flux_min,2.8824803447627234,-0.28967429416775603,-1.4582322379095078,-1.410637055532703
28,mean_surface_latent_heat_flux_min,3.269286142534324,-0.7138979586867227,-1.319959275054813,-1.534511174996093
29,mean_surface_latent_heat_flux_min,3.4648538156929947,-1.20523370668663,-1.215418899882454,-1.6454791160898146
30,mean_surface_latent_heat_flux_min,3.462916947749238,-1.2196121681606604,-0.757606520580308,-1.632718387484313
31,mean_surface_latent_heat_flux_min,3.454812291651219,-1.246740279972991,-0.5504211248409052,-1.2543458310875368
32,mean_surface_latent_heat_flux_min,3.3158114739151596,-1.3077304328034116,-0.11678613016656438,-0.9787085094824266
33,mean_surface_latent_heat_flux_min,3.8659226520097145,-1.5614853138698304,1.9494318556109023,1.2903663065647568
34,mean_surface_latent_heat_flux_min,3.9310773866215913,-1.6171931971002649,2.6536002521690625,1.4901743002509429
35,mean_surface_latent_heat_flux_min,3.8829403676636725,-1.5253677740169165,2.8369796991234044,1.5933290161121296
36,mean_surface_latent_heat_flux_min,3.709687525101364,-1.4302532264341044,3.044955781109909,1.7693394318994156
