time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,mean_surface_net_long_wave_radiation_flux_max,2.2311869695370037,-2.6678568462767265,-3.0608850887767827,2.3197010705651553,2.756517724366677,-0.4234730885149923
2,mean_surface_net_long_wave_radiation_flux_max,2.461331715061783,-3.4678495915048226,-3.68422717091978,2.037720873759732,2.061563306941242,0.26228448628063955
3,mean_surface_net_long_wave_radiation_flux_max,2.37038524759636,-3.578736757078673,-2.7643232593283793,1.584066773386369,1.2145193350755934,0.29964014301353775
4,mean_surface_net_long_wave_radiation_flux_max,3.132927865991878,-3.1252281574638405,-2.4008303132409012,1.715144611410036,-1.7208109667932934,-0.6420004069354992
5,mean_surface_net_long_wave_radiation_flux_max,3.9221353189602954,-2.8579264475924213,-0.46520212329356453,-0.41204334083508903,-1.0650224493673839,0.15741269292992371
6,mean_surface_net_long_wave_radiation_flux_max,4.034687383230998,-3.1756342955888077,-0.1426314645729471,-1.022954477041552,-2.2023550652860098,0.7787403643695259
7,mean_surface_net_long_wave_radiation_flux_max,4.877930016495375,-1.7107685109391904,1.6288903371314407,-1.915484767860019,-1.0223506876551682,0.8473721939623536
8,mean_surface_net_long_wave_radiation_flux_max,4.552021211390224,-1.7127905856846146,1.4894028167579496,-2.469396204023565,-0.7607982967120303,0.9100738361214856
9,mean_surface_net_long_wave_radiation_flux_max,3.9623481628032167,-0.9929053388072682,1.4739680935884556,-2.694721733092987,0.23068600178651819,-0.07667096415369216
10,mean_surface_net_long_wave_radiation_flux_max,2.783800782526845,0.30599537871249344,0.7703264168742099,-1.9924524022755186,0.5715359078423481,-0.6348345355249775
11,mean_surface_net_long_wave_radiation_flux_max,2.267977389225632,0.3716674118337075,0.9678890900452605,-1.1959779964052408,0.8653263656750664,-0.8016923034305017
12,mean_surface_net_long_wave_radiation_flux_max,2.0085077029580227,2.690160916222572,1.6442370760458547,0.18929111386365233,0.8276816204936742,-0.6656287123866843
13,mean_surface_net_long_wave_radiation_flux_max,2.2410941263935484,2.0429733398904313,1.023044872448486,-0.11776907483521017,0.6156883314917839,-1.149654398861036
