time_step,variable,PCA_1,PCA_2,PCA_3
1,total_totals_index_min,3.857544615343251,1.285321359445626,-1.2608559338618814
2,total_totals_index_min,4.01548118930604,1.6721407743951509,-1.371427224669221
3,total_totals_index_min,4.126138437866021,1.7280032191162393,-1.4938213659818367
4,total_totals_index_min,4.035739848702461,1.4938969902535715,-1.4336713835269614
5,total_totals_index_min,3.8790818469574764,1.28007470102846,-1.1911277735357837
6,total_totals_index_min,3.749658416061252,0.9095639170154262,-0.8544016072080576
7,total_totals_index_min,3.524471892768491,0.4548124454994682,-0.31446576617626454
8,total_totals_index_min,3.5066761703680402,0.28368770272228505,0.030202706670383443
9,total_totals_index_min,3.5911426074276216,-0.04392277920189007,0.395969816286904
10,total_totals_index_min,3.5250234683924138,-0.23298907318573253,0.5920635550122826
11,total_totals_index_min,3.3434124825871647,-0.48115594078741336,0.9360679641118358
12,total_totals_index_min,3.1921941829009173,-0.7335856940783021,1.2170281466674902
13,total_totals_index_min,2.802501476292276,-1.0645036192655783,1.5844612123148831
14,total_totals_index_min,2.0992704902045944,-1.7826814022195272,2.0059664459701327
15,total_totals_index_min,1.7476952232661938,-1.7937431535251316,1.9389331764230593
16,total_totals_index_min,1.1084366654243714,-1.8236518484218764,1.423970776482379
17,total_totals_index_min,0.4295032881916728,-2.0153130265493466,1.042624570923759
18,total_totals_index_min,-0.5839069139608083,-2.1275716928997053,0.10845793830360417
19,total_totals_index_min,-1.14656106674067,-1.928432778968533,-0.3058127676595885
20,total_totals_index_min,-1.720731999601432,-1.9524942329785737,-0.6940613116513092
21,total_totals_index_min,-1.9837596687751922,-1.8092556327407994,-1.251953831662003
22,total_totals_index_min,-2.2870271449703763,-1.582986271656506,-1.3900294453776398
23,total_totals_index_min,-2.6867366359928893,-1.3730754922717163,-1.673921447060276
24,total_totals_index_min,-3.280501981919917,-0.8668196218411933,-1.2209916395543963
25,total_totals_index_min,-3.3421955322495753,-0.580643250968964,-1.0613835220221506
26,total_totals_index_min,-3.358192592023507,-0.4388522642608712,-0.9609460326465049
27,total_totals_index_min,-3.344146881759636,-0.3922222112121463,-0.7396308291245656
28,total_totals_index_min,-3.3556910325012272,-0.1959602430944678,-0.6764925957835363
29,total_totals_index_min,-3.3110224217695663,0.3371540207874969,0.13853323409616922
30,total_totals_index_min,-3.324995508136342,0.5774039173937108,0.2461416928540324
31,total_totals_index_min,-3.3452445238373767,0.8724590298591116,0.42826451230496615
32,total_totals_index_min,-3.0578083771964586,1.5106484091879295,1.15468235220342
33,total_totals_index_min,-3.1101155177549615,2.178694493186592,1.0163932905457815
34,total_totals_index_min,-3.3183024163667816,2.709540636468401,1.0710315008882023
35,total_totals_index_min,-3.0872650038444847,3.038524005830458,1.2275273312770878
36,total_totals_index_min,-2.889767082659047,2.8879346079383463,1.3366742541656103
