time_step,variable,PCA_1,PCA_2,PCA_3
1,relative_humidity_10_std,-2.7895276813520424,-1.562143274323324,-0.9182715188805883
2,relative_humidity_10_std,-2.7526354809987814,-1.5289542732336814,-0.8417615718637844
3,relative_humidity_10_std,-2.881267670756033,-1.4265295569212848,-0.668088449257647
4,relative_humidity_10_std,-2.8919329605708137,-1.3112073070252988,-0.542320156287175
5,relative_humidity_10_std,-2.9113490590749347,-0.9963618110833555,-0.273675078108484
6,relative_humidity_10_std,-2.743856930633396,-1.0839057990905394,-0.2133603623891215
7,relative_humidity_10_std,-2.65287514110128,-1.1231863381480498,-0.3075647240452678
8,relative_humidity_10_std,-2.2415179696880516,-1.2820472718391807,-0.17456410169245434
9,relative_humidity_10_std,-1.3327702866749254,-1.5264626474198444,0.4041620883811863
10,relative_humidity_10_std,-0.5313585921792203,-1.8541439732288294,0.7134542649335742
11,relative_humidity_10_std,-0.09413308850994292,-2.1567317918984834,0.9598962521528863
12,relative_humidity_10_std,0.21068068210654317,-2.009040791241515,0.8977608587008441
13,relative_humidity_10_std,-0.016560668332153985,-1.374798513705528,0.42166366303666447
14,relative_humidity_10_std,-1.2593911817164618,-0.8244714880518138,0.3224222775116037
15,relative_humidity_10_std,-1.2933965418853821,-0.9118855471965005,0.9225679099005613
16,relative_humidity_10_std,-1.399245578419211,-0.6246269740683424,1.1074994309872879
17,relative_humidity_10_std,-1.146457097367326,0.08208267241659349,0.8343084666998716
18,relative_humidity_10_std,-1.1535316835659026,0.898510872858321,-0.40813797047078737
19,relative_humidity_10_std,-1.5237967297815085,1.1489597109640677,-0.9242768928608075
20,relative_humidity_10_std,-1.5125684878505108,1.0545203707760722,-1.01223651905122
21,relative_humidity_10_std,-1.0671414490721944,3.1771173609553616,-0.9976611559681062
22,relative_humidity_10_std,-1.1513457054306686,3.6331457928772757,-1.1696971051959175
23,relative_humidity_10_std,-1.1156236534570982,3.7539979754175326,-1.1540602986077213
24,relative_humidity_10_std,-1.3012113796090972,3.202280916269016,-0.7220997742131218
25,relative_humidity_10_std,-0.28416745330468557,2.837624101688742,-0.3197011058016691
26,relative_humidity_10_std,1.4113481363803058,0.24618481943569265,-0.3046970152793285
27,relative_humidity_10_std,3.2925215876519487,-1.113464096857742,-0.6064263275927018
28,relative_humidity_10_std,3.9628751302496226,-0.3551297789477069,-0.34907739785321557
29,relative_humidity_10_std,5.3121400222418185,-0.6770549390618171,-1.1472089460963328
30,relative_humidity_10_std,5.999524538360378,-1.2440178682416576,-1.7339556490583685
31,relative_humidity_10_std,5.819450896720976,-0.8986408978740906,-1.0144557307608808
32,relative_humidity_10_std,5.275680984648107,-0.34046964978935484,-0.41518240302329357
33,relative_humidity_10_std,3.581314741071846,1.1035595275344168,1.5857651499175187
34,relative_humidity_10_std,1.8684969025765774,2.085948595293056,2.61911023315478
35,relative_humidity_10_std,0.9226117186163307,1.6723812499057373,2.888376538319413
36,relative_humidity_10_std,0.3910171307071822,1.3289606228560502,2.5414931206618143
