time_step,variable,PCA_1
1,relative_humidity_70_max,3.1508976143623153
2,relative_humidity_70_max,3.2436681403695595
3,relative_humidity_70_max,2.529648665104009
4,relative_humidity_70_max,1.8984569206097281
5,relative_humidity_70_max,1.6360261135677665
6,relative_humidity_70_max,1.524479982625381
7,relative_humidity_70_max,1.3529072531764443
8,relative_humidity_70_max,1.3439544255718059
9,relative_humidity_70_max,1.4584797780990124
10,relative_humidity_70_max,1.505763465022512
11,relative_humidity_70_max,1.4830019102055931
12,relative_humidity_70_max,1.3479104510137063
13,relative_humidity_70_max,1.1124247053444614
14,relative_humidity_70_max,1.000493754948652
15,relative_humidity_70_max,0.8911258880883912
16,relative_humidity_70_max,0.7479979364491954
17,relative_humidity_70_max,0.5889005118830709
18,relative_humidity_70_max,0.43648272403392196
19,relative_humidity_70_max,0.4549102801605152
20,relative_humidity_70_max,0.5788981995935064
21,relative_humidity_70_max,0.3985601962661313
22,relative_humidity_70_max,0.560387794662483
23,relative_humidity_70_max,0.24485037796025205
24,relative_humidity_70_max,-1.266617649087994
25,relative_humidity_70_max,-1.589600292234212
26,relative_humidity_70_max,-1.7841620748719655
27,relative_humidity_70_max,-1.9988609761774192
28,relative_humidity_70_max,-2.071153816004627
29,relative_humidity_70_max,-2.1890453689120535
30,relative_humidity_70_max,-2.348098608268064
31,relative_humidity_70_max,-2.4092623921129723
32,relative_humidity_70_max,-2.5300408608047147
33,relative_humidity_70_max,-2.634092276337643
34,relative_humidity_70_max,-2.8456386526319046
35,relative_humidity_70_max,-2.948399762603369
36,relative_humidity_70_max,-2.8752543590714708
