time_step,variable,PCA_1,PCA_2
1,relative_humidity_70_min,-3.7756181554943127,0.8921338564196586
2,relative_humidity_70_min,-3.6918890865980423,0.9386209760931464
3,relative_humidity_70_min,-3.7388876045722723,1.0056691635576367
4,relative_humidity_70_min,-3.6747141268557573,1.007119612272894
5,relative_humidity_70_min,-3.6117970200052136,0.9844262042713179
6,relative_humidity_70_min,-3.3271117972557644,1.0349813601894087
7,relative_humidity_70_min,-3.122806237583361,0.9668556609384574
8,relative_humidity_70_min,-3.1941303605778786,0.785482719021968
9,relative_humidity_70_min,-3.0317737397149904,0.5513710989334913
10,relative_humidity_70_min,-2.8233995343853984,0.49127664600446463
11,relative_humidity_70_min,-2.4904456131291592,0.2129545522637246
12,relative_humidity_70_min,-2.1724311516133428,0.04098965369724816
13,relative_humidity_70_min,-2.2445578274012528,-0.35978533364832055
14,relative_humidity_70_min,-2.190258865276757,-0.5332449646514116
15,relative_humidity_70_min,-1.8095702740690058,-0.8097229032041198
16,relative_humidity_70_min,-1.1460715746380348,-1.3056199147894187
17,relative_humidity_70_min,-1.074718625248036,-1.3508258480432294
18,relative_humidity_70_min,-0.888450167485563,-1.3626837685192648
19,relative_humidity_70_min,-0.4054136558956784,-1.508810925818674
20,relative_humidity_70_min,0.07201877623497609,-1.3600965447533961
21,relative_humidity_70_min,0.6085798531180189,-1.458357806881673
22,relative_humidity_70_min,0.8808739656968773,-1.3956277255562608
23,relative_humidity_70_min,1.2385868907197841,-1.0994328448728479
24,relative_humidity_70_min,1.291732059590451,-0.8013082045583638
25,relative_humidity_70_min,1.6494796644491434,-0.6057446127577394
26,relative_humidity_70_min,2.504782819199672,-1.0581521471523336
27,relative_humidity_70_min,2.9687154410797167,-1.1831383150262746
28,relative_humidity_70_min,3.3938685112788782,-1.2287564051413515
29,relative_humidity_70_min,3.756013591411444,-0.7709439248293238
30,relative_humidity_70_min,4.042786470248949,-0.19568155561052478
31,relative_humidity_70_min,4.11179633577998,0.1847350156286256
32,relative_humidity_70_min,4.197063491862164,0.8051048940244152
33,relative_humidity_70_min,4.207942194207508,1.5643803362803816
34,relative_humidity_70_min,4.378162956053729,1.917405092303761
35,relative_humidity_70_min,4.544165248998523,2.3313403149832785
36,relative_humidity_70_min,4.567477147869994,2.6730865889306563
