time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,100m_magnitude_of_wind_min,-3.8358556572929112,-2.964062033389467,1.6183947499731095,-1.676476583375128,2.088678171659857,-1.6329527469571172
2,100m_magnitude_of_wind_min,-4.449209943517922,-3.4619155341055494,1.4215916736554577,-1.391519842395003,2.0474366763146254,-0.7532906999487585
3,100m_magnitude_of_wind_min,-4.313180460877828,-3.756642873685348,1.3221434156396965,-0.6182509389694557,2.4679412121904383,0.30984361178683756
4,100m_magnitude_of_wind_min,-4.426108770658697,-3.564664325700859,1.0320817752706826,0.7710987897846944,2.1388785393432603,0.3291712056956702
5,100m_magnitude_of_wind_min,-4.584601619891146,-2.9525158550696013,1.1057837134161894,0.5952690389489427,0.8106822851805195,0.8592608768380373
6,100m_magnitude_of_wind_min,-4.857413278266417,-2.5216180310305965,1.2670591708195804,0.9468708081184966,0.14443634630740554,1.2232897565757856
7,100m_magnitude_of_wind_min,-4.6663728905700275,-1.590364588900164,1.0275440982405342,1.0135397417074172,-0.5393120553234833,1.3242148344953788
8,100m_magnitude_of_wind_min,-4.214674763355201,-1.3119777587424113,0.6789103744157077,1.5248266465063738,-0.9212206104513145,1.062560243032332
9,100m_magnitude_of_wind_min,-4.56230554936082,-1.0934648357220333,0.2993966237001857,1.293565334763419,-0.7549746268873194,1.0086454794279038
10,100m_magnitude_of_wind_min,-4.417122090613537,-0.5342214808778669,0.07183699819719579,0.9174219135951128,-1.9513636958188298,-0.37793746964320146
11,100m_magnitude_of_wind_min,-4.234127427872349,0.4363438541857235,-0.12826092700884564,0.06753071550034463,-1.835169364386507,-0.9309737536603891
12,100m_magnitude_of_wind_min,-4.077687554412655,0.679971774482014,-0.16266090377382134,-0.3039317509865003,-2.073790829594454,-1.0540651900872646
13,100m_magnitude_of_wind_min,-3.650725451286615,1.5933771861305654,-1.2866370391592246,-0.7228352796665989,-2.212979968309294,-1.067911446139751
14,100m_magnitude_of_wind_min,-3.6077139661961146,2.6028692743287163,-1.8790151121359366,-0.3535110244838831,-1.2818984609467405,-0.28719813828421376
15,100m_magnitude_of_wind_min,-3.3892188449056166,2.636513123151144,-1.6620861781600575,-1.1328730505011437,-1.8113207749600904,-0.06495776402989263
16,100m_magnitude_of_wind_min,-3.0064299555857326,3.321302431352739,-1.2232850318719635,-0.36739489942738995,-1.2703229905618394,-0.12449084743983894
17,100m_magnitude_of_wind_min,-2.546844590813326,4.068019571081508,-1.4735648560741736,-0.46833951709189653,0.0041169926125108345,-0.6812438836615718
18,100m_magnitude_of_wind_min,-1.7067947675002304,3.986424505054883,-1.7589630081953342,-1.3177425283399358,1.242098855083466,0.5204698400338854
19,100m_magnitude_of_wind_min,-1.4638456964674895,4.456994471180645,-1.0779937151396215,-0.4266793859060983,1.192075287898075,0.41974880192127906
20,100m_magnitude_of_wind_min,1.3493285888695834,3.8448306946287096,-1.5947618931381558,-0.6745826661959052,2.778047811543804,1.1067662604923314
21,100m_magnitude_of_wind_min,1.337106601640672,4.16455148427459,-0.671982948138359,-0.9893407481543588,2.2824618315986207,0.49890088865747284
22,100m_magnitude_of_wind_min,2.49547197888306,4.509103733711569,0.1608700237319967,-0.4887650889573087,1.662469422750484,-0.5855754149745301
23,100m_magnitude_of_wind_min,3.5437242921615963,3.932287454356964,1.103578386156034,0.8977791106412534,1.3009981405682698,-1.5688876779147916
24,100m_magnitude_of_wind_min,4.432770929458704,2.7613234333264076,3.8044834764495725,1.2920531215843445,0.633663944855092,-1.0411569994205048
25,100m_magnitude_of_wind_min,5.278283293828639,1.683034462637306,3.5174934699388554,2.0803377475071985,-0.7486058443540585,-1.1553195477415608
26,100m_magnitude_of_wind_min,4.955818393102334,0.3540235759539532,4.826466910742388,-0.49430048890463024,-0.7975552200652594,-0.12105591067681075
27,100m_magnitude_of_wind_min,4.752587653367111,1.0100794874773718,4.439671700575435,0.40981380042371207,-1.8600880881168331,0.9499671656793625
28,100m_magnitude_of_wind_min,5.361020108719714,0.008306420723671673,0.9700354700697998,-1.8562713156261685,-1.5937929939563473,3.3989723215202083
29,100m_magnitude_of_wind_min,6.0771148553638845,-0.5634582472204889,-1.249271312708166,0.723750991786239,0.5335153386166296,2.737493141907494
30,100m_magnitude_of_wind_min,3.9422119327176515,-1.6684889429676857,-2.9264431705371434,3.8477178725401577,-0.24124127945451146,1.2569688899492877
31,100m_magnitude_of_wind_min,4.4695131235026775,-1.9697641191130335,-2.7185779260098557,4.111571305618644,-0.08848041086311552,-1.0778041884800058
32,100m_magnitude_of_wind_min,3.6502406653251405,-3.293573990667732,-2.772996050631145,4.515310443584951,0.6512089477228058,-1.570497420424142
33,100m_magnitude_of_wind_min,6.078354441505935,-3.6278268770855626,-2.1661091037727997,-1.4649000131433942,0.12244222156703066,-1.3597443767559152
34,100m_magnitude_of_wind_min,4.992801295897827,-3.56931675353393,-2.743615546562473,-3.014614669317577,-0.2616578359285148,0.37131701440943027
35,100m_magnitude_of_wind_min,4.766528859291721,-3.903850249931184,-1.2663734017615231,-4.02441231924663,-0.8626658395937075,0.6634103629032473
36,100m_magnitude_of_wind_min,4.527356265808404,-3.701630440294978,0.09525609378618174,-3.221715271922298,-0.9947111362406766,-2.5859372190856873
