time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,100m_orientation_of_wind_min,5.531405455646353,3.9879016891267858,0.6493810730463098,-2.0565389857346914,0.6911206725081966
2,100m_orientation_of_wind_min,5.668613608000807,4.17835942788412,0.6882084724363898,-2.0905155396774684,0.5652867831083064
3,100m_orientation_of_wind_min,5.476782240548551,4.048486989666442,0.6053474743426149,-1.5645102477744768,-0.29838161926716505
4,100m_orientation_of_wind_min,5.3421890052967775,3.9090231839048384,0.5347275561497505,-1.4123296057463295,-0.6379317001841371
5,100m_orientation_of_wind_min,5.105907370800752,3.741638729568388,0.33710194275818905,-0.36752324235053735,-1.2244347835926852
6,100m_orientation_of_wind_min,4.359385452797839,2.4653751048127823,0.6483299826616061,2.219170740390999,-0.8293877680941399
7,100m_orientation_of_wind_min,2.9017714322290535,1.636261687068724,0.6118780813104114,2.8234142944292175,-0.8222892170150559
8,100m_orientation_of_wind_min,2.871299399356273,-0.510995035130755,-1.5982592426461655,3.4661860151875397,0.8498755826913458
9,100m_orientation_of_wind_min,2.763520213133987,-1.3039681187032208,-1.8985735422728747,2.7702066760537947,0.6899217182767922
10,100m_orientation_of_wind_min,1.9341985456817097,-2.3058493116985628,-2.0385710354294773,2.924539738675807,0.7957486155044752
11,100m_orientation_of_wind_min,1.5954283291887226,-2.8435652342951463,-2.1066257101600097,2.2491984815844717,0.7494265964185987
12,100m_orientation_of_wind_min,1.6331847523765317,-2.953176138066861,-2.1935308969613576,2.1073641145008706,0.7219041196386906
13,100m_orientation_of_wind_min,1.5788946080324393,-3.3631140315704737,-2.4705019272771955,1.2665457311299906,0.7443064793653109
14,100m_orientation_of_wind_min,1.2049844853889942,-3.750607771542414,-2.4782695281594553,-1.1551112417310592,0.28809638524490366
15,100m_orientation_of_wind_min,0.9971794993676465,-3.832075891093232,-2.1912959082443177,-1.4879910333316253,0.5535861209324022
16,100m_orientation_of_wind_min,0.8924166673527366,-3.7001861711557384,-2.054363241600571,-1.8873396366133057,0.8724117673446606
17,100m_orientation_of_wind_min,0.555236827628882,-3.1966869143786596,-1.344458478165761,-2.6664601278954483,0.360019861148777
18,100m_orientation_of_wind_min,0.46139692485228795,-2.903619809203617,-0.13944809934947872,-2.742614993419751,-0.7835511727079757
19,100m_orientation_of_wind_min,-0.7139388549530231,-3.356259957361758,0.7310444374091727,-2.7251677997888235,-1.220983648349132
20,100m_orientation_of_wind_min,-0.7916649852586687,-3.1646390029424567,1.14221381647815,-2.0305736539842782,-1.4894312671948353
21,100m_orientation_of_wind_min,-1.1376204614280583,-2.24887558380557,2.25873604498851,-1.9752913448929634,-2.1142024909086956
22,100m_orientation_of_wind_min,-1.202817693400463,-2.0158817795936925,2.5011885463122776,-1.6088571727975722,-2.0555063366921185
23,100m_orientation_of_wind_min,-1.1870043483366612,-1.7556604170823915,2.623057207817521,-1.2031563822228701,-1.8396942675031958
24,100m_orientation_of_wind_min,-1.0075884782435665,-1.4734862228039758,3.8314088746857866,1.4348048285839048,0.259523602110053
25,100m_orientation_of_wind_min,-0.9780845678256676,-0.6300644231367896,4.357391016670453,2.096093162443686,0.3103583869027944
26,100m_orientation_of_wind_min,-0.941628616410905,-0.5873513401430036,4.373104132352445,2.1647991271959066,0.3341221393005396
27,100m_orientation_of_wind_min,-2.9013889030039564,-0.18533973193176206,3.8513701207503908,2.8989429944283036,1.5310409708629107
28,100m_orientation_of_wind_min,-3.2535151381001537,0.22100465931386162,4.361618219870232,-0.7403793818556815,4.155984570009597
29,100m_orientation_of_wind_min,-4.910031232784319,2.2627687650956405,0.8936439510937256,-1.8227148142095702,2.9418615788783025
30,100m_orientation_of_wind_min,-4.782066904188273,2.6290083719167296,-1.75570499487087,0.9477718671868466,-1.8442925237533898
31,100m_orientation_of_wind_min,-4.742840006449602,2.592006331340656,-1.7841337642703303,0.9785662124784824,-1.8623083113140846
32,100m_orientation_of_wind_min,-4.770983954429492,2.6254582401314797,-1.7888659480102245,0.9757584186999647,-1.837814825569994
33,100m_orientation_of_wind_min,-4.776752348951427,2.5194067790679355,-1.7109100689612005,0.9909860493390447,-1.8056853952379446
34,100m_orientation_of_wind_min,-4.7712603897456445,2.4590464597285093,-1.71204785459729,1.0078882442454729,-1.8152625010182177
35,100m_orientation_of_wind_min,-3.8222907611232575,5.137453700808618,-3.2075624471325708,-1.8775567088958771,2.709790820968063
36,100m_orientation_of_wind_min,-4.182317173047193,1.6682027662045789,-2.5266282630247967,-1.9076047836319814,2.3567710571880465
